vote_id,summary,vote_type,vote_type_explanation
126266,"The European Parliament adopted by 489 votes to 185, with 22 abstentions, a resolution objecting to the draft Commission implementing decision renewing the authorisation for the placing on the market of products containing, consisting of or produced from genetically modified maize MON 88017 (MON-88Ø17-3) pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council.
The application for renewal of the marketing authorisation was submitted by Monsanto Europe N.V., on behalf of Monsanto, USA, to the Commission on 10 July 2018. On 29 January 2019, the European Food Safety Authority (EFSA) adopted a favourable opinion on the application.
Members pointed out that Member States have submitted many critical comments to the…",substantive,This vote is on a substantive policy action related to the authorization of genetically modified maize.
126267,"The European Parliament adopted by 490 votes to 184, with 22 abstentions a resolution objecting to the draft Commission implementing decision renewing the authorisation for the placing on the market of products containing, consisting of or produced from genetically modified maize MON 89034 (MON-89Ø34-3) pursuant to Regulation (EC) No 1829/2003 of the European Parliament and of the Council.
The application for renewal of the marketing authorisation was submitted by Monsanto Europe N.V., on behalf of Monsanto, USA, to the Commission on 3 August 2018. On 25 September 2019, the European Food Safety Authority (EFSA) adopted a favourable opinion on the application.
Members pointed out that Member States have submitted many critical comments to the…",substantive,This vote is on a substantive policy action related to the authorization of genetically modified maize.
126342,"The European Parliament adopted by 540 votes to 77, with 70 abstentions, a resolution on the Council's position on the second draft general budget of the European Union for the financial year 2021.
Parliament approved the Council's position on the second draft general budget of the European Union for the financial year 2021. This is the first annual budget of the new Multiannual Financial Framework (MFF) for the next seven years (2021-2027).
According to the elements for joint conclusions:
- the overall level of commitment appropriations in the 2021 budget is set at EUR 164 251.5 million. Overall, this leaves a margin below the MFF ceilings for 2021 of EUR 778.8 million in commitment appropriations;…",substantive,"This vote is on the approval of a substantial policy action, the second draft general budget of the European Union for the financial year 2021."
126352,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
126353,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
126355,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
126356,"Basic air connectivity: the temporary rules ensuring certain air services between the UK and the EU continue for a maximum of six months were adopted with 680 votes in favour (3 against, 4 abstentions). This includes rights for UK and EU air carriers to continue to fly over and make technical stops on EU territory, as well as serve direct routes to the EU. Also a limited number of specific pandemic-related cargo flights will be allowed.
Aviation safety: the regulation ensuring various certificates for products, parts, appliances and companies remain valid was adopted with 680 votes in favour (3 against, 4 abstentions). This will avoid UK and EU aircraft that use these products and services being grounded.
Basic road connectivity: the temporary rules ensuring road freight and road passenger transport for a maximum of six months were adopted with 680 votes in favour (4 against, 3 abstentions). This will allow carriage of goods as well as coach and bus services coming to Europe and going to the UK to continue.",substantive,These votes concern substantive policy actions related to air and road connectivity between the UK and EU
127022,"The European Parliament adopted by 444 votes to 139, with 106 abstentions, a resolution on the implementation of the European Arrest Warrant and the surrender procedures between Member States.
Members agreed that the European Arrest Warrant is an effective instrument to combat cross-border crime and to bring the perpetrators of serious crimes to justice in the Member State where criminal proceedings have taken or are taking palce. It has contributed to the maintenance of the area of freedom, security and justice and has considerably facilitated cooperation on surrenders.
However, certain problems have arisen which point to the need to strengthen and improve the European Arrest Warrant to make it more effective, more immediate and more…",substantive,"This vote is on a substantive policy action related to the implementation and improvement of the European Arrest Warrant, which has significant implications for cross-border crime and justice in the EU."
127023,"The European Parliament adopted by 462 votes to 120, with 108 abstentions, a resolution on strengthening the single market: the future of free movement of services.
The services sector accounts for around 70% of the EU’s GDP and a similar proportion of its employment. A better functioning internal market for services is therefore a crucial necessity for a more competitive and innovative European economy. Studies show that the potential gains associated with deepening the single market for services through the effective implementation and better harmonisation of legislation could potentially be up to EUR 297 billion, corresponding to 2 % of the EU’s GDP.
Parliament underlined that promoting the single market, including the free, fair and safe…",substantive,This vote is on a substantive policy action related to strengthening the single market for services.
127024,"The European Parliament adopted by 644 votes to 18, with 27 abstentions, a resolution on achieving an effective policy legacy for the European Year of Cultural Heritage.
According to Members, European cultural heritage is a source for remembrance, collective memory and knowledge which strengthens our common sense of belonging, thus promoting diversity, dialogue, cohesion, solidarity and mutual understanding.
Nearly a third of the sites on the UNESCO World Heritage List are located in the EU-27. More than 300 000 people work in the cultural heritage sector, while 7.8 million jobs are indirectly linked to it. D uring the European Year of Cultural Heritage (EYCH) in 2018 more than 23 000 events took place, reaching over 12.8 million people…",substantive,"The vote is on a resolution related to European cultural heritage policy legacy, which impacts citizens and the cultural sector."
127025,"AI can replace neither human decision-making nor human contact
EU strategy prohibiting lethal autonomous weapon systems needed
Call for a ban on “highly intrusive social scoring applications” by public authorities; concerns over “deepfakes”",substantive,This vote concerns real policy decisions related to AI ethics and security.
127026,"The European Parliament adopted by 657 votes to 8, with 25 abstentions, a resolution on the revision of the Trans-European Transport Network (TEN-T) guidelines.
Parliament underlined the added value of multimodal core network corridors covering the major passenger and freight flows between and within Member States. It considered it crucial to complete the operation by 2030, giving priority to the elimination of bottlenecks and missing links, as well as to the completion of cross-border sections.
According to Members, the revision of the TEN-T regulation is an opportunity to make the network sustainable in order to ensure the proper functioning of the EU's single market and the further realisation of the Single European Transport Area and the…",substantive,"The vote concerns a revision of the Trans-European Transport Network guidelines, which is a substantive policy decision related to the EU's single market and transport area."
127027,"The European Parliament adopted by 504 votes to 123, with 61 abstentions, a resolution on monitoring the application of Union law 2017, 2018 and 2019.
The resolution welcomed the Commission's annual reports on the application of EU law for the years 2017, 2018 and 2019, including country reports, which are valuable tools for EU legislators to identify potential problems.
In view of the large number of petitions expressing citizens' concerns about alleged violations of the rule of law in Member States, Members welcomed the Commission's first annual report on the rule of law as a new preventative tool and as part of the new annual European Rule of Law mechanism.
Parliament called on the Commission to strengthen the public debate on its annual…",substantive,"The vote is on a resolution monitoring the application of Union law and rule of law issues, which are substantive policy matters."
127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, democracy and human rights, and to promote its values and interests more decisively worldwide. To achieve this, the EU first has to successfully assist its partners in the immediate neighbourhood…",substantive,"The vote is on a substantive policy action as it concerns the implementation of the Common Foreign and Security Policy, which has concrete policy measures related to the EU's foreign relations."
127029,"EU must champion rules-based international order
Call to abolish unanimity in some foreign affairs areas
EU must intensify its efforts to become more strategically independent
MEPs strongly condemn the mob assault on US Congress incited by Donald Trump",substantive,"This vote discusses substantive policy decisions related to EU foreign affairs and strategic independence, as well as condemnation of a significant political event in the US."
127030,"The European Parliament adopted by 459 votes to 62, with 163 abstentions, a resolution on human rights and democracy in the world and the European Union's policy on the matter - annual report 2019.
Members called for policies in support of human rights, democracy, the rule of law and the fight against impunity to be mainstreamed into all other EU policies with an external dimension, such as development, migration, security, the fight against terrorism, women's rights, gender equality, enlargement and trade.
With regard to EU action at the multilateral level, the resolution stressed the importance of:
- developing an explicit strategy to counter the increasing withdrawal and retreat of states from the international human rights framework;…",substantive,The vote is on a substantive policy action related to human rights and democracy in the world and EU's policy.
127163,"The European Parliament adopted by 526 votes to 43, with 119 abstentions, a resolution on connectivity and EU-Asia relations.
Members noted that considerable economic potential between Europe, Asia and other continents remains untapped owing to a lack of physical and digital infrastructure. The importance of an effective EU Connectivity Strategy has been further underscored by the COVID-19 pandemic, which made both the weaknesses and strengths of the European and global connectivity networks clear to see.
Parliament encouraged the Commission and the European External Action Service (EEAS) to develop an EU Global Connectivity Strategy, which would be an extension of the current EU-Asia Connectivity Strategy. This strategy would strengthen the…",substantive,"The vote is on a resolution proposing a new policy action, the EU Global Connectivity Strategy."
127165,"The European Parliament adopted by 362 votes to 248, with 71 abstentions, a resolution on more fish in the seas? Measures to promote stock recovery above the maximum sustainable yield (MSY), including fish recovery areas and marine protected areas.
The Common Fisheries Policy (CFP) is not yet fully implemented and some of its measures such as the establishment of fish stock recovery areas have not been used. According to STECF, some 38% of stocks in the North-East Atlantic and 92% of those under scientific assessment in the Mediterranean and Black Sea are overfished despite the legal requirement to stop overfishing by 2020.
Parliament reiterated its call for full implementation of the Common Fisheries Policy with the aim of restoring and…",substantive,This vote is on a policy action related to the management of fish stocks in European seas.
127168,"Adequate housing to include high-quality drinking water and sanitation
Call for an EU-wide goal to end homelessness by 2030
Housing costs should be kept affordable by law",substantive,This vote concerns a concrete policy measure related to housing and homelessness in the EU
127169,"‘Always on’ culture leads to increased risk of depression, anxiety and burnout
EU law to define minimum requirements for remote working
No repercussions for workers who exercise their ‘right to disconnect’",substantive,"This vote is about defining minimum requirements for remote working, a real policy decision that citizens might care about."
127172,"New services essential to protect victims of domestic violence
Need for targeted actions to advance gender equality in national recovery and resilience plans
The most vulnerable groups of women must be supported",substantive,This vote concerns a policy action related to protecting victims of domestic violence and advancing gender equality.
127173,"MEPs welcome the strategy but criticise the lack of concrete targets for 2025
Binding measures necessary to close the gender pay gap
Concerns about backlash against gender equality, notably in Poland and Hungary",substantive,Discusses a policy strategy and concrete targets for gender pay gap
127174,"Concrete measures needed to increase the digital inclusion of women and girls
The media should help promote more women role models
In 2018, women accounted for only 17% of all ICT students in the EU",substantive,This vote concerns a policy action to increase digital inclusion of women and girls
127178,"Sanction Russian officials involved in the decision to imprison Alexei Navalny as well as President Putin’s inner circle
Russian wealth of unclear origin should not be welcome in the EU
Work to complete the Nord Stream 2 pipeline must be stopped immediately",substantive,This vote concerns a real policy decision citizens might care about
127179,"National Assembly established on 5 January 2021 is not legitimate
More than 350 political prisoners must be unconditionally and immediately released
Venezuela needs urgent support as agreed by the Donors Conference",substantive,This vote concerns substantive policy matters related to human rights and international relations.
127180,"Criterion to judge if a country’s tax system is fair or not needs to be widened
Countries should not be removed from the blacklist if they only make symbolic tweaks
A 0% tax rate policy should automatically lead to being placed on the blacklist
List has to be formalised through a legally binding instrument by end 2021",substantive,It concerns a policy decision about the tax system fairness criteria and blacklisting countries
127181,"Minimise administrative burden in providing help
Fear that affected areas may face irreversible decline in population
Reconstruction must comply with earthquake-resistant requirements",substantive,Discusses policy action for reconstruction compliance and population decline
127182,"The European Parliament adopted by 597 votes to 17, with 61 abstentions, a resolution on the crackdown on the democratic opposition in Hong Kong.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR groups.
On 5 January 2021, the Hong Kong police arrested 53 representatives of the democratic opposition and activists on charges of subversion under the National Security Law (NSL) for Hong Kong. This was the latest in a long series of arrests of representatives and activists of the democratic opposition and other actions aimed at undermining democratic institutions in Hong Kong since the entry into force of the NSL on 1 July 2020. 93 opposition figures have been arrested under the law since its introduction…",substantive,The vote concerns a significant policy matter related to human rights and democracy in Hong Kong
127183,"The European Parliament adopted by 590 votes to 16, with 75 abstentions, a resolution on the human rights situation in Turkey, in particular the case of Selahattin Demirtaş and other prisoners of conscience.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR and the Left groups.
Since mid-September 2020, Turkish police have been carrying out large-scale dawn raids across Turkey in which dozens of politicians, political activists, lawyers, and other civil society actors have been detained under ‘terrorism’ related charges. Mr Selahattin Demirtaş, former member of the Turkish Parliament between 2007 and 2018, former co-chair of the Turkish Peoples’ Democratic Party (HDP) and presidential candidate during the…",substantive,"The vote concerns a human rights situation in Turkey, which is a real policy decision citizens might care about."
127184,"The European Parliament adopted by 592 votes to 32, with 58 abstentions, a resolution on the human rights situation in Vietnam, in particular the case of human rights journalists Pham Chi Dung, Nguyen Tuong Thuy and Le Huu Minh Tuan.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR groups.
Vietnam currently holds in detention the largest number of political prisoners in Southeast Asia, including 170 prisoners of conscience, of whom 69 are being held solely for their social media activity.
On 5 January 2021, human rights defenders and journalists Pham Chi Dung, Nguyen Tuong Thuy and Le Huu Minh Tuan, members of the Independent Journalist Association of Vietnam (IJAVN), were sentenced to heavy prison terms of 15,…",substantive,"This vote is on a human rights situation in Vietnam, which is a real policy decision citizens would care about."
127224,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127230,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127623,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127624,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127625,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127626,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127627,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127628,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127629,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127632,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127828,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127829,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127830,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127831,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
127972,"Concerns over frequent emergency shutdowns and failures
Nuclear plant is located close to Baltic member states
Belarus must respect international standards for nuclear energy",substantive,Discusses a policy issue related to nuclear energy safety standards
127973,"The European Parliament adopted by 638 votes to 12, with 44 abstentions, a resolution on the humanitarian and political situation in Yemen.
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA, ECR groups and The Left.
Parliament strongly condemned the ongoing violence in Yemen since 2015, which has degenerated into the worst humanitarian crisis in the world - with nearly 80 % of the population - more than 24 million people - in need of humanitarian support, including over 12 million children. The situation on the ground continues to worsen as 50 000 Yemenis are already living in famine-like conditions.
While welcoming the EU’s contribution to Yemen of over EUR 1 billion since 2015 in political,…",substantive,"The vote is on a humanitarian and political situation in Yemen, which is a real policy decision citizens would care about."
127974,"The European Parliament adopted by 667 votes to 1, with 27 abstentions, a resolution on the situation in Myanmar.
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA, ECR groups and The Left.
On 1 February 2021, the military of Myanmar, known as the Tatmadaw, in a clear violation of the constitution of Myanmar, arrested President Win Myint and State Counsellor Aung San Suu Kyi, as well as leading members of the government, seized power over the legislative, judicial and executive branches of government through a coup d’état, and issued a one-year state of emergency.
Parliament strongly condemns the military takeover and called on the Tatmadaw to immediately reinstate the civilian government,…",substantive,The vote is on a substantive policy action related to the situation in Myanmar
127975,"The European Parliament adopted by 659 votes to 1, with 35 abstentions, a resolution on Rwanda, the case of Paul Rusesabagina.
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA, ECR groups and The Left.
The Rwandan genocide and civil war of 1994 continue to have a negative impact on the stability of the region.
The human rights defender, Belgian citizen and US resident, Paul Rusesabagina, a strong critic of President Paul Kagame and the ruling Rwandan Patriotic Front (RPF) government, was arrested in Kigali on 31 August 2020 on 13 charges that included financing terrorism, armed robbery, abduction, arson, attempted murder, battery and assault…",substantive,The vote is on a substantive matter related to human rights and international relations
127976,"The European Parliament adopted by 598 votes to 43, with 52 abstentions, a resolution on the human rights situation in Kazakhstan.
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA, ECR groups and The Left.
In 2015, the EU and Kazakhstan signed an Enhanced Partnership and Cooperation Agreement (EPCA) aimed at providing a broad framework for reinforced political dialogue and cooperation in justice, home affairs and many other areas. This Agreement entered into full force on 1 March 2020 following its ratification by all Member States.
However, a worrying deterioration in the general situation of human rights and a crackdown on civil society organisations in Kazakhstan has been noted in the…",substantive,"The vote is on a human rights situation in Kazakhstan, which is a real policy decision citizens might care about."
127977,"The European Parliament adopted by 632 votes to 15, with 48 abstentions, a resolution on the political situation in Uganda.
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and ECR groups.
On 14 January 2021, Ugandan voters went to the polls to elect a president and members of parliament amid huge reports of irregularities. On 16 January 2021, the Electoral Commission declared President Yoweri Museveni, who has been in office for 35 years, the winner – for a sixth term – with 59 % of the vote, against main opposition leader Robert Kyagulanyi Ssentamu, also known as Bobi Wine, who received 35 %. The results of the election were hard to verify because the Elections Commission did not follow…",substantive,"The vote is on a political situation in Uganda, which is a real policy decision citizens might care about."
127978,"The COVID-19 pandemic is exacerbating existing gender inequalities
The rise in domestic violence must be urgently addressed
Universal access to sexual and reproductive health and rights services must be guaranteed",substantive,This vote concerns a real policy decision citizens might care about
128842,"All products under the EU Emissions Trading System should be included
Revenue to be used to step up EU support for the objectives of the Green Deal
The mechanism must not be misused to further trade protectionism",substantive,"This vote concerns the Green Deal and CO2 emissions, a real policy decision citizens would care about."
128844,"Due diligence requires companies to identify, address and remedy their impact on human rights and the environment throughout their value chain
Rules should apply to companies operating in EU internal market, including those from outside the EU
Sanctions for non-compliance and legal support for victims of corporations in third countries
Ban on import of products linked to severe human rights violations such as forced or child labour",substantive,This vote concerns a significant policy decision on corporate accountability for human rights and environmental impacts.
128845,"The European Parliament adopted by 686 votes to 4, with 5 abstentions, a resolution on the implementation of Regulation (EU) No 305/2011 laying down harmonised conditions for the marketing of construction products (the Construction Products Regulation - CPR).
The purpose of the CPR is to remove technical barriers to trade in construction products to enhance their free movement in the internal market. The construction industry directly provides 18 million jobs in Europe and generates 9 % of GDP.
Parliament welcomed the Commission’s CPR evaluation and ongoing review, which seek to further address barriers in the internal market for construction products and contribute to the objectives of the European Green Deal and the Circular Economy Action…",substantive,The vote concerns the implementation of a regulation that impacts the construction industry and contributes to the European Green Deal and Circular Economy Action.
128846,"The European Parliament adopted by 578 votes to 65, with 51 abstentions, a resolution on the implementation of Council Directive 2000/78/EC establishing a general framework for equal treatment in employment and occupation in the light of the United Nations Convention on the Rights of Persons with Disabilities (UNCRPD).
The UNCRPD entered into force in the European Union in January 2011. The Convention is binding upon the European Union, its institutions and its Member States, which have a direct obligation to fully implement it, including its Article 27 on work and employment. The Convention recognises the right of persons with disabilities to work on an equal basis with others, to freely choose their occupation, to be accepted and to work…",substantive,This vote is on a substantive policy action related to equal treatment in employment and occupation for persons with disabilities.
128848,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
128851,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
128852,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
128853,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
128854,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
128855,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
128861,"The European Parliament adopted by 568 votes to 63, with 64 abstentions, under a special legislative procedure (Parliament’s consultation), a resolution on the proposal for a Council directive amending Council Directive 2011/16/EU on administrative cooperation in the field of taxation.
As a reminder, the proposed revision of the Administrative Cooperation Directive provides that Member States will automatically exchange information on the income generated by sellers on digital platforms. It also suggests a series of adjustments to the Directive, including provisions on joint audits between tax authorities, an explicit reference to the possibility for a Member State to make group requests to another Member State or clarification of the…",substantive,This vote is on a substantive policy action related to taxation and administrative cooperation among Member States.
128967,"The European Parliament adopted by 400 votes to 103, with 186 abstentions, a resolution on the European Semester for Economic Policy Coordination: Annual Sustainable Growth Strategy 2021.
Noting the close link between the European Semester and the Recovery and Resilience Facility (RRF), Parliament called on the Commission to examine the recovery and resilience plans in depth to ensure that the recovery generates European added value, improves Member States' long-term competitiveness and sustainable growth prospects, and enables European economies to meet the challenges of the ecological and digital transitions, the European Pillar of Social Rights (EPSR) and the UN Sustainable Development Goals (SDGs)…",substantive,The vote is on a substantive policy action related to the European Semester for Economic Policy Coordination and Recovery and Resilience Facility.
128970,"The European Parliament adopted by 669 votes to 4, with 17 abstentions, a resolution on the situation in Eastern Democratic Republic of Congo (DRC) and the assassination of the Italian ambassador Luca Attanasio and his entourage.
The text adopted in plenary was tabled by the EPP, S&D, Renew, ID, Greens/EFA, ECR and the Left groups.
The serious security situation in eastern DRC continues to deteriorate with approximately 120 armed groups vying for access to and control of natural resources, including minerals, and have been responsible for kidnappings, killings, torture and sexual violence.
On 22 February 2021, Luca Attanasio, Italian ambassador to the DRC, his driver Mustapha Milambo, and Vittorio Iacovacci, an Italian military police…",substantive,The vote concerns a resolution on a significant geopolitical issue and human rights violations
128971,"The European Parliament adopted by 633 votes to 11, with 45 abstentions, a resolution on the human rights situation in the Kingdom of Bahrain, in particular the cases of death row inmates and human rights defenders.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR and the Left groups.
Parliament is deeply concerned that ten years after the Bahraini ‘Arab Spring’ uprising, the human rights situation in the country continues to worsen, with the application of the death penalty, arbitrary arrests, prosecution and harassment of human rights defenders, and denial of civil and political rights and freedoms of association, assembly, and expression both online and offline…",substantive,"The vote concerns a human rights situation in Bahrain, which is a real policy decision citizens might care about."
128972,"The European Parliament adopted by 610 votes to 43, with 37 abstentions, a resolution on the mass trials against the opposition and civil society in Cambodia.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, the Left groups.
Parliament condemned the escalating violations of human rights in Cambodia, including violence against peaceful protesters, the adoption of new repressive laws and the arrest of human rights defenders, journalists, opposition party activists, environmentalists, students and ordinary citizens for peacefully expressing their opinions. It called on the security forces to refrain from unnecessary and excessive force against those engaged in peaceful protests…",substantive,The vote concerns a significant policy matter related to human rights violations in Cambodia
128973,"The European Parliament adopted by 568 votes to 79, with 37 abstentions, a resolution on the Syrian conflict – 10 years after the uprising.
The text adopted in plenary was tabled by the EPP, S&D, Renew, ECR groups.
Parliament expressed its profound concern at the ongoing suffering of the Syrian people, 10 years after the conflict began. It is particularly concerned that humanitarian needs in Syria have risen by a fifth in the last year alone, and that an additional 4.5 million Syrians now suffer from food insecurity, while 90 % live below the poverty line.
A greater political response is needed from the EU.
Members expressed its deep concern over the persistent political deadlock and the lack of progress in finding a political solution to the…",substantive,The vote is on a resolution expressing concern about the Syrian conflict and calling for a greater political response from the EU.
128974,"Declaration is a response to more than 100 ‘‘LGBTIQ-free zones’’ in Poland
Broader context of increased discrimination and attacks on the LGBTIQ community
Commission should use all tools in its power to address violations of fundamental rights of LGBTIQ people",substantive,Relates to a policy decision concerning the rights and protection of LGBTIQ individuals
128975,"The European Parliament adopted by 545 votes to 24, with 119 abstentions, a resolution on children’s rights in view of the EU Strategy on the rights of the child.
A child is first and foremost a child, regardless of the child’s ethnic origin, gender, nationality or social and economic background, ability, or migration or residency status. The best interests of the child must be embedded in all EU policies, procedures and actions that concern children.
The resolution highlighted the massive toll the COVID-19 crisis is having on children, further exacerbating their risk of poverty, severely affecting access to education, compromising their physical and mental health and increasing the danger of violence and abuse…",substantive,"The vote is on a resolution concerning children's rights in the EU, which is a substantive policy decision."
129463,"The European Parliament adopted by 470 votes to 96, with 121 abstentions, a resolution on the implementation of Directive 2009/81/EC concerning procurement in the fields of defence and security, and of Directive 2009/43/EC, concerning the transfer of defence-related products.
The Defence Package directives are needed to further develop a common European security and defence culture, based on the Union's shared values and objectives. However, progress is still needed to fully achieve the objectives of these directives: in addition to the usual hurdles to market entry, such as geographical distance, language barriers and lack of knowledge of cross-border markets, SMEs in the defence sector face major difficulties in participating in public…",substantive,"This vote is on the implementation of Directives related to defense and security procurement, which is a real policy decision citizens might care about."
129464,"The European Parliament adopted by 529 votes to 148, with 10 abstentions, a resolution on the application of Regulation (EU, Euratom) 2020/2092, the rule-of-law conditionality mechanism.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, the Left groups.
As a reminder, Regulation (EU, Euratom) 2020/2092 on a general regime of conditionality for the protection of the EU budget entered into force on 1 January 2021 and has been applicable since then.
Parliament stressed that the Rule of Law Conditionality Regulation is binding in its entirety for all commitment appropriations and payment appropriations in all Member States and for the EU institutions. It underlined the importance of the direct applicability of the…",substantive,This vote is on a substantive policy action related to the application of a regulation concerning the Rule-of-Law Conditionality Mechanism.
129466,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
129467,"The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure a safe and prosperous environment for EU citizens.
Concerned by the severe and long-lasting consequences of the crisis on SMEs, Members intend to secure sufficient funding for them through various EU programmes. They called…",substantive,The vote is on a substantive policy action related to the preparation of the 2022 EU budget and recovery measures after the COVID-19 crisis
129468,"The European Parliament adopted by 425 votes to 109, with 153 abstentions, a resolution on the implementation of the Ambient Air Quality Directives: Directive 2004/107/EC and Directive 2008/50/EC.
Air pollution is the biggest environmental health risk in Europe, causing, according to the most recent EEA estimates, almost 400 000 premature deaths per year. In 2018, estimates of the health impact of long-term exposure to air pollution in the EU-28, indicated that PM2.5 was responsible for approximately 379 000 premature deaths, NO ₂ caused around 54 000 deaths and O3 accounted for 19 400 premature deaths.
Parliament pointed out that while the ambient air quality directives have been successful in establishing common European air quality…",substantive,This vote is on a substantive policy action related to air quality regulations in Europe
129469,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
129470,"Pandemic has taken a heavy toll on EU tourism
Safe, clean and sustainable tourism is a must
Europe should strive to remain a leading destination",substantive,Discusses a policy decision related to EU tourism
129471,"The European Parliament adopted by 494 votes to 94, with 100 abstentions, a resolution on strengthening the international role of the euro.
Despite the economic weight of the euro area and its influence in world trade, the use of the euro lags considerably behind that of the US dollar as a store of value and as an invoicing currency, but is close to that of the dollar in terms of the proportion of international payments. The euro remains the second most important currency in the international monetary system but its global potential has not yet been fully realised.
Despite the euro area’s economic size and influence in global trade, the euro lags behind the US dollar by a wide margin in terms of its use as an international reserve currency…",substantive,The vote is on a substantive policy action related to strengthening the international role of the euro.
129472,"GDPR is a global standard and factor of convergence in international protection of personal data.
Strong and effective enforcement of the GDPR vis-à-vis large digital platforms, integrated companies and other digital services is necessary.
Supervisory authorities should have sufficient resources at their disposal",substantive,"This vote concerns the enforcement of GDPR, a significant policy decision related to personal data protection."
129473,"The European Parliament adopted by 581 votes to 61, with 45 abstentions, a resolution on the Commission's 2019-2020 reports on Albania.
Members welcomed Albania's clear strategic orientation towards EU integration and expressed their support for the formal launch of accession negotiations once the conditions set by the European Council are met. Albania has been a candidate country since 2014 and since 2018 the Commission has been recommending the opening of accession negotiations.
Parliament believes that the Conference on the Future of Europe should involve representatives from Albania and the other Western Balkan countries, both at government and civil society level, including young people…",substantive,This vote is on a substantive policy action related to EU integration with Albania
