question_en,question_type,question_type_explanation
SD20R.1. For each of the following statements about the EU could you please tell me whether you think it is true or false.,not_forward,"It asks for a factual response about the truth of statements, not an opinion about what the EU should do"
SD20R.2. For each of the following statements about the EU could you please tell me whether you think it is true or false.,not_forward,"It asks for a factual response about the truth of statements, not an opinion about what the EU should do"
"QE1.1. In general, how satisfied are you with the response to the Russian invasion of Ukraine by …? :-The (NATIONALITY) government",not_forward,"The question asks for satisfaction with an existing response, not a forward-looking opinion about what should be done."
"QE1.2. In general, how satisfied are you with the response to the Russian invasion of Ukraine by …? :-The European Union",not_forward,"It refers to an existing policy response and asks for satisfaction, not forward-looking opinion."
"QE2.1. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Imposing economic sanctions on Russian government, companies and individuals",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do in response to Russia's invasion of Ukraine, specifically imposing economic sanctions."
QE2.2. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Banning state-owned media such as Sputnik and Russia Today from broadcasting in the EU,opinion_forward,The question asks for citizens' opinion on what the EU SHOULD do in response to Russia's invasion of Ukraine.
QE2.3. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Financing the purchase and supply of military equipment to Ukraine,opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do in response to Russia's invasion of Ukraine, specifically regarding financing military equipment."
QE2.4. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Providing humanitarian support to the people affected by the war,opinion_forward,"The question asks for citizens' opinion on what the EU SHOULD do in response to Russia's invasion of Ukraine, specifically providing humanitarian support."
QE2.5. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Welcoming into the EU people fleeing the war,opinion_forward,The question asks for citizens' opinion on what the EU SHOULD do in response to Russia's invasion of Ukraine
QE2.6. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Providing financial support to Ukraine,opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do, specifically providing financial support to Ukraine."
QE3.1. Please tell to what extent you agree or disagree with each of the following statements. :-Russia’s invasion of Ukraine is a threat to the security of the EU,opinion_forward,"The question asks for citizens' opinion about a potential threat to the EU, which can be considered as forward-looking."
QE3.2. Please tell to what extent you agree or disagree with each of the following statements. :-Russia’s invasion of Ukraine is a threat to the security of (OUR COUNTRY),not_forward,The question asks for an opinion about an existing situation rather than a forward-looking policy preference.
"QE3.3. Please tell to what extent you agree or disagree with each of the following statements. :-By standing against the Russian invasion of Ukraine, the EU is defending European values",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do in response to a current event
QE3.4. Please tell to what extent you agree or disagree with each of the following statements. :-Co-operation in defence matters at EU level should be increased,opinion_forward,"The question asks for citizens' opinion about what the EU should do in the future, specifically increasing cooperation in defense matters at EU level."
QE3.5. Please tell to what extent you agree or disagree with each of the following statements. :-More money should be spent on defence in the EU,opinion_forward,The question asks for citizens' opinion about what the EU should do in terms of defense spending.
QE3.6. Please tell to what extent you agree or disagree with each of the following statements. :-Member States’ purchase of military equipment should be better coordinated,opinion_forward,"The question asks for citizens' opinion about what the EU should do in the future, specifically about coordinating Member States’ purchase of military equipment."
QE3.7. Please tell to what extent you agree or disagree with each of the following statements. :-The EU needs to reinforce its capacity to produce military equipment,opinion_forward,"The question asks for citizens' opinion about what the EU should do in the future, specifically reinforce its capacity to produce military equipment."
QE3.8. Please tell to what extent you agree or disagree with each of the following statements. :-The EU should reduce its dependency on Russian sources of energy as soon as possible,opinion_forward,The question asks for citizens' opinion about what the EU should do in the future
"QE3.9. Please tell to what extent you agree or disagree with each of the following statements. :-The EU should invest massively in renewable energies, such as wind and solar power",opinion_forward,"The question asks for citizens' opinion about what the EU should do in the future, specifically investing massively in renewable energies."
"QE3.10. Please tell to what extent you agree or disagree with each of the following statements. :-In the long run, renewable energy can limit the price we pay for our energy consumption",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do to limit energy prices in the long run, specifically by investing in renewable energy."
"QE3.11. Please tell to what extent you agree or disagree with each of the following statements. :-Increasing energy efficiency of buildings, transport, and goods will make us less dependent on energy producers outside the EU",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do to become less dependent on energy producers outside the EU
QE3.12. Please tell to what extent you agree or disagree with each of the following statements. :-Reducing imports of oil and gas and investing in renewable energy is important for our overall security,opinion_forward,"The question asks for citizens' opinion about what the EU should do regarding energy security, specifically investing in renewable energy."
QE3.13. Please tell to what extent you agree or disagree with each of the following statements. :-EU Member States should jointly buy energy from other countries to get a better price,opinion_forward,The question asks for citizens' opinion about what the EU should do in the future
QE3.14. Please tell to what extent you agree or disagree with each of the following statements. :-You have recently taken action to reduce your own energy consumption or you plan to do so in the near future,opinion_forward,The question asks for citizens' forward-looking opinion about their own actions related to energy consumption.
"QE4.1. Thinking about the consequences of the war in Ukraine, please tell to what extent you agree or disagree with the following statements? :-The war in Ukraine has serious financial consequences for you personally",opinion_forward,The question asks for citizens' forward-looking opinion about the potential financial consequences of the war in Ukraine
"QE4.2. Thinking about the consequences of the war in Ukraine, please tell to what extent you agree or disagree with the following statements? :-The war in Ukraine has serious economic consequences for (OUR COUNTRY)",opinion_forward,"The question asks for citizens' opinion about the economic consequences of the war in Ukraine, which can be considered a forward-looking opinion about what the EU (or their country) should prepare for."
"QE5. The European Union has designed a recovery plan of more than 800 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure can be to respond to the current economic challenges?",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do (policy preference that parliament could act on)
QF1. How well informed do you think that people in (OUR COUNTRY) are about European matters?,not_forward,"It asks for an opinion about the level of information, not a forward-looking policy preference."
"QF2. And overall, how well informed do you think you are about European matters?",not_forward,"It asks for the respondent's level of awareness about European matters, not their opinion on what the EU should do."
QF3.1. Could you tell to what extent you…? :-Watch television on a TV set,not_forward,"The question asks for personal behavior, not a forward-looking opinion about what the EU should do."
QF3.2. Could you tell to what extent you…? :-Watch television via the Internet,not_forward,"The question asks about watching television via the Internet, which is a behavioral/personal question and not related to forward-looking opinions or policy preferences about what the EU should do."
QF3.3. Could you tell to what extent you…? :-Listen to the radio,not_forward,"The question asks about listening to the radio, which is a behavioral/personal question, not related to forward-looking opinions or policy preferences."
QF3.4. Could you tell to what extent you…? :-Listen to podcasts,not_forward,"The question asks about listening to podcasts, which is a behavioral/personal question, not related to the EU's policy or forward-looking opinion."
QF3.5. Could you tell to what extent you…? :-Read the written press,not_forward,"The question asks about reading the written press, which is a behavioral/personal question and not related to forward-looking opinions or policy preferences."
QF3.6. Could you tell to what extent you…? :-Read news on the Internet,not_forward,"The question asks about reading news on the Internet, which is a behavioral/personal question and not related to forward-looking opinions or policy preferences."
QF3.7. Could you tell to what extent you…? :-Use online social networks,opinion_forward,"The question asks for citizens' opinion about the extent of their use of online social networks, which can be interpreted as a forward-looking opinion about their potential future engagement."
QF3R. Watch TV on a TV set + via the Internet,not_forward,"The question asks for the respondent's behavior, not their opinion about what the EU should do."
C4. Media use index,not_forward,"The question does not ask for citizens' opinion about what the EU should do, but rather about their media use habits."
QF4a. Where do you get most of your news on European political matters? Firstly?,not_forward,"This question asks for the source of news, not a forward-looking opinion about what the EU should do."
QF4b. And then? (MULTIPLE ANSWERS POSSIBLE),opinion_forward,The question asks for citizens' opinion about what the EU should do next.
QF4T. Where do you get most of your news on European political matters? Firstly? And then?(MULTIPLE ANSWERS POSSIBLE),not_forward,"This question asks for citizens' current news sources, not their policy preferences."
"QF5. When you are looking for information about the EU, its policies, its institutions, which of the following sources do you use? (MULTIPLE ANSWERS POSSIBLE)",not_forward,"It asks for the sources used to gather information about the EU, not expressing an opinion on what the EU should do."
"QF6.1. Regardless of whether you participate in online social networks or not (social networking websites, blogs, video hosting websites), please tell whether you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements:- Online social networks are a modern way to keep abreast of political affairs",opinion_forward,"The question asks for citizens' opinion about the role of online social networks in keeping abreast of political affairs, which can be considered a forward-looking opinion."
"QF6.2. Regardless of whether you participate in online social networks or not (social networking websites, blogs, video hosting websites), please tell whether you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements:- Information on political affairs from online social networks cannot be trusted",opinion_forward,"The question asks for citizens' opinion about the trustworthiness of information on political affairs from online social networks, which can be interpreted as a forward-looking opinion about the EU's digital landscape."
"QF6.3. Regardless of whether you participate in online social networks or not (social networking websites, blogs, video hosting websites), please tell whether you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements:- Online social networks can get people interested in political affairs",opinion_forward,"The question asks for citizens' opinion on what online social networks can do to get people interested in political affairs, which is a forward-looking opinion about the EU's role in influencing public interest in politics."
"QF6.4. Regardless of whether you participate in online social networks or not (social networking websites, blogs, video hosting websites), please tell whether you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements:- Online social networks are a good way to have your say on political issues",opinion_forward,Citizens express their opinion about what online social networks SHOULD be for political issues
"QF6R.1. Regardless of whether you participate in online social networks or not (social networking websites, blogs, video hosting websites), please tell whether you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements:- Online social networks are a modern way to keep abreast of political affairs",opinion_forward,"The question asks for citizens' opinion about the role of online social networks in keeping abreast of political affairs, which can be considered a forward-looking opinion."
"QF6R.2. Regardless of whether you participate in online social networks or not (social networking websites, blogs, video hosting websites), please tell whether you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements:- Information on political affairs from online social networks cannot be trusted",opinion_forward,"The question asks for citizens' opinion about the trustworthiness of information on political affairs from online social networks, which can be interpreted as a forward-looking opinion about the EU's digital policy."
"QF6R.3. Regardless of whether you participate in online social networks or not (social networking websites, blogs, video hosting websites), please tell whether you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements:- Online social networks can get people interested in political affairs",opinion_forward,"The question asks for citizens' opinion on what online social networks can do to get people interested in political affairs, which is a forward-looking opinion about the EU's role in influencing public interest in politics."
"QF6R.4. Regardless of whether you participate in online social networks or not (social networking websites, blogs, video hosting websites), please tell whether you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements:- Online social networks are a good way to have your say on political issues",opinion_forward,Citizens express their opinion about what online social networks SHOULD be used for in terms of political issues.
"QF7.1. For each of the following statements, please tell to what extent it corresponds or not to the situation of the (NATIONALITY) media :-(NATIONALITY) media provide trustworthy information",not_forward,"It asks for an opinion about the current situation of the nationality media, not a forward-looking policy preference."
"QF7.2. For each of the following statements, please tell to what extent it corresponds or not to the situation of the (NATIONALITY) media :-(NATIONALITY) media provide information free from political or commercial pressure",opinion_forward,"The question asks for citizens' opinion about what the media in their country SHOULD be like, which falls under forward-looking opinion."
"QF8.1. Do you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements. :-You often come across news or information that you believe misrepresent reality or are even false",not_forward,"This question asks for the respondent's opinion about misrepresented news, not expressing a forward-looking policy preference."
"QF8.2. Do you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements. :-It is easy for you to identify news or information that you believe misrepresent reality or are even false",not_forward,"The question does not ask for citizens' opinion about what the EU should do, but rather asks about their personal perception of identifying false news."
"QF8.3. Do you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements. :-The existence of news or information that misrepresent reality or is even false is a problem in (OUR COUNTRY)",opinion_forward,"The question asks for citizens' opinion about a problem in their country, which can be considered as forward-looking since it implies a desire for change or improvement."
"QF8.4. Do you totally agree, tend to agree, tend to disagree or totally disagree with each of the following statements. :-The existence of news or information that misrepresent reality or is even false is a problem for democracy in general",opinion_forward,"The question asks for citizens' opinion about a problem for democracy in general, which can be considered as forward-looking since it suggests potential actions to address the issue."
"D1. In political matters people talk of ""the left"" and ""the right"". How would you place your views on this scale?",not_forward,"This question asks for personal political alignment, not a forward-looking opinion about what the EU should do."
D1.2. Left-right political scale,not_forward,"This question asks for the respondent's political orientation, not their opinion on what the EU should do."
D1.3. Left-right political scale,not_forward,"This question asks for the respondent's political orientation, not their opinion on what the EU should do."
D7. Which of the following best corresponds to your own current situation? ,not_forward,"This question asks for respondents' current situation, not their opinion on what the EU should do."
D7R. Marital status,not_forward,"This question asks for personal marital status, not a forward-looking opinion about what the EU should do."
D8. How old were you when you stopped full-time education?,not_forward,"This question asks for personal information about the respondent's past education, not their opinion on EU policy."
D8c. What is the highest level of education you completed?,not_forward,"This question asks for personal information about the respondent's education level, not their opinion on what the EU should do."
D10. Gender,not_forward,"This question asks for the respondent's gender, not their opinion about what the EU should do."
D15a. What is your current occupation?,not_forward,"This question asks for the respondent's current occupation, not their opinion about what the EU should do."
D15a.2. Socio-professional category,error,parse_error
D15b. Did you do any paid work in the past? What was your last occupation?,not_forward,"This question asks for factual information about the respondent's past occupation, not their opinion on what the EU should do."
D15b.2. Previous socio-professional category,error,parse_error
D25. Would you say you live in a...?,not_forward,"The question asks for the respondent's current living situation, not their opinion on what the EU should do."
"D40a. How many people aged 15 years or more live in your household, yourself included? ",not_forward,"This question asks for factual information about the respondent's household size, not their opinion on EU policy."
D40b. How many children less than 10 years old live in your household? ,not_forward,"This question asks for factual information about the respondent's household, not their forward-looking opinion or preference about what the EU should do."
D40c. How many children aged 10 to 14 years old live in your household? ,not_forward,"This question asks for factual information about the respondent's household, not their forward-looking opinion or preference about what the EU should do."
D40. Household composition,error,parse_error
D40R. One-person households composition,not_forward,The question does not ask for citizens' opinion about what the EU should do.
"D60. During the last twelve months, would you say you had difficulties to pay your bills at the end of the month…?",not_forward,"The question asks for respondents' experiences regarding difficulties paying bills, not their opinion on what the EU should do."
"D62.1. Could you tell if …? :-You use the Internet at home, in your home",not_forward,"The question asks about a personal behavior, not a forward-looking opinion about what the EU should do."
D62.2. Could you tell if …? :-You use the Internet on your place of work,not_forward,"The question asks for factual information about the respondent's behavior, not their opinion on what the EU should do."
"D62.3. Could you tell if …? :-You use the Internet on your mobile device (laptop, smartphone, tablet, etc.)",not_forward,"This question asks for a fact about the respondent's behavior, not their opinion on what the EU should do."
"D62.4. Could you tell if …? :-You use the Internet somewhere else (school, university, cyber-café, etc.)",not_forward,"The question asks about the respondent's behavior, not their opinion on what the EU should do."
D62R. Use of the Internet,not_forward,"The question does not ask for citizens' opinion about what the EU should do, but rather asks about their internet usage habits."
D63. Do you see yourself and your household belonging to …?,not_forward,The question does not ask for a forward-looking opinion about what the EU should do.
C2. Political interest index,not_forward,"This question asks for respondents' level of political interest, not their opinion about what the EU should do."
Q1_1 Do you consider the following to be a problem or not for your company when doing business in (YOUR COUNTRY)? Corruption | Base: All,not_forward,"This question asks for a problem identification related to the respondent's company, not expressing an opinion about what the EU should do."
Q1_2 Do you consider the following to be a problem or not for your company when doing business in (YOUR COUNTRY)? Patronage and nepotism | Base: All,not_forward,"This question asks for a respondent's opinion about a problem in their company, not expressing what the EU should do."
Q1_3 Do you consider the following to be a problem or not for your company when doing business in (YOUR COUNTRY)? Complexity of administrative procedures | Base: All,not_forward,"This question asks for a respondent's perception of a problem in their company, not expressing what the EU should do."
Q1_4 Do you consider the following to be a problem or not for your company when doing business in (YOUR COUNTRY)? Fast-changing legislation and policies | Base: All,not_forward,"This question asks for a respondent's perception of an existing issue for their company, not expressing what the EU should do."
Q1_5 Do you consider the following to be a problem or not for your company when doing business in (YOUR COUNTRY)? Inadequate infrastructure in (YOUR COUNTRY) | Base: All,not_forward,"The question asks for a problem identification related to existing infrastructure in the respondent's country, not expressing an opinion about what the EU should do."
Q1_6 Do you consider the following to be a problem or not for your company when doing business in (YOUR COUNTRY)? Lack of means or procedures to recover debt from others | Base: All,not_forward,"This question asks for a respondent's perception of a problem in their company, not expressing what the EU should do."
Q1_7 Do you consider the following to be a problem or not for your company when doing business in (YOUR COUNTRY)? Restrictive labour regulations | Base: All,not_forward,"This question asks for a respondent's perception of an existing issue, not their opinion on what the EU should do."
Q1_8 Do you consider the following to be a problem or not for your company when doing business in (YOUR COUNTRY)? Tax rates | Base: All,not_forward,"This question asks for a respondent's opinion about a problem related to their company, not expressing what the EU should do."
"Q1_9 Do you consider the following to be a problem or not for your company when doing business in (YOUR COUNTRY)? Access to financing, including credits | Base: All",not_forward,"This question asks for a problem identification related to the respondent's company, not expressing an opinion about what the EU should do."
"Q2r1 A gift from someone in return for a favour may be evidence of his esteem and kindness, but may also qualify as a bribe. If a public official receives money, a gift or a service from someone, what would be the minimum value at which you would consider this to be a bribe? | Base: All",not_forward,"The question asks for a respondent's perception of the minimum value at which a bribe occurs, not expressing an opinion about what the EU should do."
"Q2r2 A gift from someone in return for a favour may be evidence of his esteem and kindness, but may also qualify as a bribe. If a public official receives money, a gift or a service from someone, what would be the minimum value at which you would consider this to be a bribe? | Base: All",not_forward,"This question asks for a respondent's personal opinion on the value at which they would consider a gift to be a bribe, not expressing what the EU should do."
Q3 How widespread do you think the problem of corruption is in (YOUR COUNTRY)? | Base: All,not_forward,"This question asks for an opinion about the extent of corruption in a specific country, not about what the EU should do."
Q4_1 And how widespread do you think the following practices are in public procurement procedures in (YOUR COUNTRY)? Abuse of negotiated procedures | Base: All,not_forward,"This question asks for the perceived prevalence of practices in public procurement procedures, not expressing a forward-looking opinion about what the EU should do."
Q4_2 And how widespread do you think the following practices are in public procurement procedures in (YOUR COUNTRY)? Abuse of emergency grounds to justify use of noncompetitive or fast-track procedure | Base: All,not_forward,"This question asks for the perceived prevalence of practices in public procurement procedures, not expressing a forward-looking opinion about what the EU should do."
Q4_3 And how widespread do you think the following practices are in public procurement procedures in (YOUR COUNTRY)? Involvement of bidders in the design of specifications | Base: All,not_forward,"This question asks for the perceived prevalence of practices in public procurement procedures, not expressing a forward-looking opinion about what the EU should do."
Q4_4 And how widespread do you think the following practices are in public procurement procedures in (YOUR COUNTRY)? Conflict of interests in the evaluation of bids | Base: All,not_forward,"This question asks for the perceived prevalence of a practice in public procurement procedures, not expressing what should happen."
Q4_5 And how widespread do you think the following practices are in public procurement procedures in (YOUR COUNTRY)? Tailor-made specifications for particular companies | Base: All,not_forward,"This question asks for the perceived prevalence of practices in public procurement procedures, not expressing a forward-looking opinion about what the EU should do."
Q4_6 And how widespread do you think the following practices are in public procurement procedures in (YOUR COUNTRY)? Collusive bidding | Base: All,not_forward,"This question asks for an opinion about the prevalence of practices in public procurement procedures, not a forward-looking policy preference."
Q4_7 And how widespread do you think the following practices are in public procurement procedures in (YOUR COUNTRY)? Amendments of the contract terms after conclusion of the contract | Base: All,not_forward,"This question asks for an opinion about the prevalence of practices in public procurement procedures, not a forward-looking opinion about what the EU should do."
Q5_1 And how widespread do you think the following practices are in (YOUR COUNTRY)? Corruption in public procurement managed by  national authorities | Base: All,not_forward,"This question asks for an opinion about the prevalence of corruption in public procurement, not a forward-looking policy preference."
Q5_2 And how widespread do you think the following practices are in (YOUR COUNTRY)? Corruption in public procurement managed by regional or local authorities | Base: All,not_forward,"This question asks for an opinion about the prevalence of corruption in public procurement, not a forward-looking policy preference."
Q6 Which of the following practices do you consider to be the most widespread in (YOUR COUNTRY)? (MAX. 3 ANSWERS POSSIBLE) | Base: All,not_forward,"It asks for the perception of practices in the respondent's country, not expressing a forward-looking opinion about what the EU should do."
Q6R Which of the following practices do you consider to be the most widespread in (YOUR COUNTRY)? (MAX. 3 ANSWERS POSSIBLE) | Base: All,not_forward,"It asks for the perception of practices in a country, not expressing what the EU should do."
Q7_1 Do you agree or disagree with the following statements? Too close links between business and politics in (YOUR COUNTRY) lead to corruption | Base: All,opinion_forward,"The question asks for citizens' opinion about what should be done in their country regarding the issue of business and politics, which could potentially lead to corruption."
Q7_2 Do you agree or disagree with the following statements? Bribery and the use of connections is often the easiest way to obtain certain public services in (YOUR COUNTRY) | Base: All,opinion_forward,"The question asks for citizens' opinion about a potential issue in their country, which can be interpreted as what SHOULD happen to reduce bribery and the use of connections."
Q7_3 Do you agree or disagree with the following statements? There is sufficient transparency and supervision of the funding of political parties in (YOUR COUNTRY) | Base: All,not_forward,"The question asks for an opinion about the transparency and supervision of funding in a specific country, not proposing any EU action."
Q7_4 Do you agree or disagree with the following statements? In (YOUR COUNTRY) the only way to succeed in business is to have political connections | Base: All,opinion_forward,"The question asks for citizens' opinion about what they think SHOULD be the case in their country, which is forward-looking."
Q7_5 Do you agree or disagree with the following statements? In (YOUR COUNTRY) favouritism and corruption hamper business competition | Base: All,opinion_forward,"The question asks for citizens' opinion about a potential issue that could affect business competition in their country, which is forward-looking."
Q7_6 Do you agree or disagree with the following statements? In (YOUR COUNTRY) measures against corruption are applied impartially and without ulterior motives | Base: All,not_forward,"The question asks for an opinion about the impartiality of measures against corruption in a specific country, not proposing any EU action."
Q7_7 Do you agree or disagree with the following statements? People and businesses caught for petty corruption are appropriately punished in (YOUR COUNTRY) | Base: All,not_forward,"The question asks for an opinion about the current state of petty corruption in a specific country, not proposing any EU action."
Q7_8 Do you agree or disagree with the following statements? People and businesses caught for bribing a senior official are appropriately punished in (YOUR COUNTRY) | Base: All,not_forward,"This question asks for an opinion about the current state of bribery punishment in a specific country, not what the EU should do."
Q8_1 How likely do you think it is that the following would happen to people or businesses engaging in corrupt practices in (YOUR COUNTRY)? They would be caught by or reported to the police or prosecutors | Base: All,error,parse_error
Q8_2 How likely do you think it is that the following would happen to people or businesses engaging in corrupt practices in (YOUR COUNTRY)? They would face charges and go to court | Base: All,error,parse_error
Q8_3 How likely do you think it is that the following would happen to people or businesses engaging in corrupt practices in (YOUR COUNTRY)? They would be heavily fined or imprisoned by a court | Base: All,opinion_forward,The question asks for citizens' opinion about what SHOULD happen to people or businesses engaging in corrupt practices.
"D7 In the past three years, has your company taken part in a public tender or a public procurement procedure? | Base: All",not_forward,References an existing policy/program as already in place
"D8 In the last three years, do you think that corruption has prevented you or your company from winning a public tender or a public procurement contract? | Base: ASK IF D7=2 or 3",not_forward,"This question asks about past experiences of corruption, not forward-looking opinion on what the EU should do."
D9a Could you please estimate what proportion of your annual turnover comes from public tenders or public procurement procedures? | Base: ASK IF D7=2 or 3,not_forward,"This question asks for an estimate of a current situation, not a forward-looking opinion about what the EU should do."
D9b Was it for any of the following reasons? (MULTIPLE ANSWERS POSSIBLE) | Base: ASK IF D7=1,not_forward,"It refers to reasons for a previous action (D7=1), making it not forward-looking."
"D10 Over the last 12 months, has your company been in contact with the public authorities in order to obtain the following permits or to use their services in the following categories? (MULTIPLE ANSWERS POSSIBLE) | Base: All",not_forward,"This question asks for factual information about the respondent's company's interactions with public authorities, not their opinion on what the EU should do."
"D11 And has anyone in (YOUR COUNTRY) asked or expected someone from your company to give a gift, favour, or extra money for any of the following permits or services? (MULTIPLE ANSWERS POSSIBLE) | Base: ASK IF D10=1 TO 6",not_forward,"This question asks for factual information about a behavior, not the citizen's opinion on what the EU should do."
D2 How many employees do you have in your company? | Base: All,not_forward,"This question asks for factual information about the respondent's company, not their opinion on EU policy."
D3 How long has your company been in business? | Base: All,not_forward,"This question asks for factual information about the respondent's company, not their opinion on EU policy."
"D4 Over the past two years, has your company’s annual turnover increased, decreased or remained unchanged? | Base: All",not_forward,"This question asks for respondents' personal experiences regarding their company's turnover over the past two years, not their forward-looking opinion about what the EU should do."
D5 What was your turnover last year? | Base: All,not_forward,"This question asks for factual financial information about the respondent's turnover last year, not their forward-looking opinion or preference about what the EU should do."
Q1A Europe provides financial support to regions and cities. Have you heard about any EU co-financed projects to improve the area where you live? | Base: All,not_forward,References an existing policy as already in place
Q1B1 Where did you hear about it? Firstly? | Base: If Yes at Q1,not_forward,"This question asks for the source of information, not a forward-looking opinion about what the EU should do."
Q1B2 And then? | Base: If Q1B1=1 to 12,opinion_forward,Asks for citizens' opinion about what the EU should do next
Q1BT Where did you hear about it? First? And then? | Base: If Yes at Q1,not_forward,"This question asks for the source of information, not a forward-looking opinion about what the EU should do."
"Q1C Taking into consideration all the projects you have heard about, would you say that this support has had a positive or negative impact on the development of your city or region? | Base: If Yes at Q1",opinion_forward,The question asks for citizens' forward-looking opinion about the impact of EU projects on their city or region.
"Q2 Which, if any, of the following forms of EU support you’ve heard about before? | Base: All",not_forward,"This question asks about awareness of EU support forms, not expressing an opinion on what the EU should do."
Q3 Are you aware that the EU regional policy supports the economic recovery in the context of the COVID-19 pandemic? | Base: All,not_forward,References an EXISTING policy as already in place
Q4A Have you benefitted in your daily life from a project funded by the European Regional Development Fund (ERDF) or the Cohesion Fund? | Base: All,not_forward,References an existing policy/program as already in place
Q4B Do EU funded projects in your area make you feel like an EU citizen? | Base: All,opinion_forward,"The question asks for citizens' opinion about the impact of EU funded projects on their sense of being an EU citizen, which can be considered a forward-looking opinion."
"Q5A European regional policy supports economic development projects in all regions. In your opinion, should the EU continue to invest in all regions or concentrate exclusively on the poorer ones? | Base: All",opinion_forward,"The question asks for citizens' opinion on what the EU should do in the future, specifically about investing in different regions."
Q5B Which regions would you target for investments under EU regional policy? | Base: All,opinion_forward,"The question asks for citizens' opinion on where they think the EU should target investments, which is a forward-looking policy preference."
Q6A_1 EU regional policy can invest in many different domains. Which of the following examples do you consider among the more important or less important for your city or region? Research and innovation | Base: All,opinion_forward,"The question asks for citizens' opinion about the importance of EU regional policy in different domains, which can be considered as a forward-looking opinion about what the EU should prioritize."
Q6A_2 EU regional policy can invest in many different domains. Which of the following examples do you consider among the more important or less important for your city or region? Support for small and medium-sized businesses | Base: All,opinion_forward,"The question asks for citizens' opinion about the importance of EU regional policy in supporting small and medium-sized businesses, which is a forward-looking opinion."
Q6A_3 EU regional policy can invest in many different domains. Which of the following examples do you consider among the more important or less important for your city or region? Renewable and clean energy | Base: All,opinion_forward,"The question asks for citizens' opinion about the importance of renewable and clean energy in their city or region, which can be considered a forward-looking opinion about what the EU should focus on."
Q6A_4 EU regional policy can invest in many different domains. Which of the following examples do you consider among the more important or less important for your city or region? Broadband Internet access | Base: All,opinion_forward,"The question asks for citizens' opinion about the importance of broadband internet access in their city or region, which can be considered a forward-looking opinion about what the EU should invest in."
Q6A_5 EU regional policy can invest in many different domains. Which of the following examples do you consider among the more important or less important for your city or region? Environment | Base: All,opinion_forward,"The question asks for citizens' opinion about the importance of EU regional policy in the environment domain, which can be considered a forward-looking opinion."
"Q6A_6 EU regional policy can invest in many different domains. Which of the following examples do you consider among the more important or less important for your city or region? Transport facilities (rail, road or airports) | Base: All",opinion_forward,"The question asks for citizens' opinion about the importance of EU regional policy in investing in transport facilities, which can be considered a forward-looking opinion."
Q6A_7 EU regional policy can invest in many different domains. Which of the following examples do you consider among the more important or less important for your city or region? Vocational training | Base: All,opinion_forward,"The question asks for citizens' opinion about the importance of EU regional policy domains, which can be considered as a forward-looking opinion about what the EU should prioritize."
"Q6A_8 EU regional policy can invest in many different domains. Which of the following examples do you consider among the more important or less important for your city or region? Education, health or social infrastructures | Base: All",opinion_forward,"The question asks for citizens' opinion about the importance of EU regional policy investments in education, health, or social infrastructures, which can be considered as a forward-looking opinion."
Q6A_9 EU regional policy can invest in many different domains. Which of the following examples do you consider among the more important or less important for your city or region? Tourism and culture | Base: All,opinion_forward,"The question asks for citizens' opinion about the importance of EU regional policy in different domains, which can be considered as a forward-looking opinion about what the EU should prioritize."
Q6A_10 EU regional policy can invest in many different domains. Which of the following examples do you consider among the more important or less important for your city or region? Reception and integration of migrants and refugees | Base: All,opinion_forward,"The question asks for citizens' opinion about the importance of EU regional policy in investing in reception and integration of migrants and refugees, which can be considered a forward-looking opinion."
Q6B In which domains should the EU invest in the next few years? | Base: All,opinion_forward,The question asks for citizens' opinion about where the EU should invest in the future
Q7 At which level should decisions about EU regional policy projects primarily be taken? | Base: All,opinion_forward,"The question asks for citizens' opinion about where decisions about EU regional policy projects should be taken, which is a forward-looking opinion about what the EU should do."
