question_en,file_name,vote_id,summary,similarity_score,match_id,pair_valid,pair_explanation,question_type,question_type_explanation,vote_type,vote_type_explanation,survey_date,vote_date,survey_before_vote
QA29 Which of the following statements regarding the European Union is closest to your opinion?,,127030,"The European Parliament adopted by 459 votes to 62, with 163 abstentions, a resolution on human rights and democracy in the world and the European Union's policy on the matter - annual report 2019.
Members called for policies in support of human rights, democracy, the rule of law and the fight against impunity to be mainstreamed into all other EU policies with an external dimension, such as development, migration, security, the fight against terrorism, women's rights, gender equality, enlargement and trade.
With regard to EU action at the multilateral level, the resolution stressed the importance of:
- developing an explicit strategy to counter the increasing withdrawal and retreat of states from the international human rights framework;…",0.5343353748321533,50cdc15ae3764f98b52f3608dcfb880981a3d33e7d22e32f1fdf78c7ecc1d761,False,The survey question is too broad and does not directly match the specific topics addressed in the vote.,opinion_forward,"The question asks for the citizen's opinion about what the EU should do, which is forward-looking.",substantive,The vote is on a substantive policy action related to human rights and democracy in the world and EU's policy.,,2021-01-20 15:34:00,False
QA22.2 Please tell me whether you agree or disagree with each of the following statements about agriculture and climate change? (ONE ANSWER ONLY):-EU farmers need to change the way they work in order to fight climate change even if that means that EU agriculture will be less competitive,,117284,"The European Parliament adopted by 593 votes to 80, with 13 abstentions, a resolution tabled by the Committee on the Environment, Public Health and Food Safety on the European Year of Greener Cities 2022.
Members pointed out that 72% of EU citizens now live in towns and cities or in the suburbs, and that the share of the urban population continues to grow and could reach 80% in 2020. These figures underline the important role that greener cities can play in achieving the objectives of the Paris agreement and in strengthening the EU's capacity to adapt to climate change.
The Commission is invited to establish a new European strategy for greener cities and to propose measures in the framework of the European green deal to address in particular…",0.5337962508201599,f9049a7e034a7d247351df86280170faed619eb733d44f2460f130b7af2aea65,False,"The survey question is about agriculture and climate change, while the vote is about a European strategy for greener cities. Although they are related topics, the specific focus of the survey (agriculture) does not directly match the specific focus of the vote (cities).",opinion_forward,"The question asks for citizens' opinion about what EU farmers should do to fight climate change, which is a forward-looking opinion.",substantive,"The vote is on a resolution for the European Year of Greener Cities 2022, which involves concrete policy measures related to climate change and urban development.",,2020-09-17 14:54:00,False
"QB5. In your opinion, which of the following objectives should be given top priority in a European Green Deal, a set of measures to protect the environment and fight climate change? (MAX. 4 ANSWERS)",,111994,"MEPs welcome the EU plan to become climate neutral by 2050
This requires a higher 2030 emission reductions goal of 55%
Supports ambitious sustainable investment plan to achieve the Green Deal",0.5326604843139648,ed12b5c633bb22fb058b50bd989f87c83644947de3c3f9bef51b27297ae797d9,False,"The survey asks for priorities in a European Green Deal, while the vote supports the EU plan to become climate neutral by 2050 and a higher 2030 emission reductions goal of 55%, which are not specific priorities within the Green Deal.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD prioritize in a European Green Deal.,substantive,This vote concerns a significant climate policy decision that citizens would care about,,2020-01-15 13:04:00,False
"QE3.11. Please tell to what extent you agree or disagree with each of the following statements. :-Increasing energy efficiency of buildings, transport, and goods will make us less dependent on energy producers outside the EU",,131710,"The European Parliament adopted by 542 votes to 111, with 42 abstentions, on a European strategy for energy system integration.
Members endorsed the direction set out by the Commission in its communication on a strategy for energy system integration, namely a prioritisation of energy efficiency and savings, decarbonisation of end-uses through direct electrification, and renewable and low-carbon fuels for applications where there is no other choice.
Recalling that the energy transition will require between EUR 520 and EUR 575 billion of annual investment in infrastructure and renewable energy deployment, Parliament called for a coherent long-term approach in a spirit of solidarity and cooperation, as well as a stable regulatory framework for…",0.5324975848197937,059af9823b4370d766a19b4dfff3416d859071acf935d195ab6b75c4ef31aed1,False,"The survey question asks about making the EU less dependent on energy producers outside the EU, while the vote is about a strategy for energy system integration which includes energy efficiency and decarbonisation, but does not directly address the specific topic of reducing dependence on external energy producers.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do to become less dependent on energy producers outside the EU,substantive,"The vote is on a European strategy for energy system integration, which is a real policy decision citizens would care about.",,2021-05-19 15:37:00,False
QE3.13. Please tell to what extent you agree or disagree with each of the following statements. :-EU Member States should jointly buy energy from other countries to get a better price,,128842,"All products under the EU Emissions Trading System should be included
Revenue to be used to step up EU support for the objectives of the Green Deal
The mechanism must not be misused to further trade protectionism",0.5323806405067444,19890473b619bc0fe478fc91aa616f89524b701ab106f41852fe778d0eeb11fb,False,"The survey question is about joint energy purchasing for better prices, while the vote is about including all products under the EU Emissions Trading System and using revenue to support the Green Deal objectives, which does not directly match the specific topic of the survey.",opinion_forward,The question asks for citizens' opinion about what the EU should do in the future,substantive,"This vote concerns the Green Deal and CO2 emissions, a real policy decision citizens would care about.",,2021-03-10 15:25:00,False
Q12_2 The sale of drugs such as cannabis and cocaine are officially banned in all EU Member States. Do you think the following substances should continue to be banned or should they be regulated? Cocaine | Base: All,,133730,"The European Parliament adopted by 434 votes to 230, with 27 abstentions, a resolution objecting to Commission Implementing Regulation (EU) 2021/745 of 6 May 2021 amending Implementing Regulation (EU) No 540/2011 as regards the extension of the approval periods of the active substances.
Flumioxazine was included in Annex I to Council Directive 91/414/EEC on 1 January 2003 by Commission Directive 2002/81/EC and was deemed to be approved by Regulation (EC) No 1107/2009.
A procedure to renew the approval of flumioxazine under Commission Implementing Regulation (EU) No 844/2012(8) has been ongoing since 2010.  The approval period for the active substance flumioxazine has already been extended by five years and subsequently by one year every year…",0.5320090055465698,e956658845a3cf65709ffe92eb734744336b99aa2e4cd5cc0337c4d85037030e,False,"The survey question is about the regulation of drugs such as cocaine, while the vote is about the renewal of approval for a specific chemical substance (flumioxazine) used in pesticides, not directly related to drug regulation.",opinion_forward,The question asks for citizens' opinion about what the EU should do regarding the regulation of certain substances.,substantive,"This vote concerns the renewal of approval for an active substance in pesticides, a real policy decision that affects agriculture and environment.",,2021-06-09 22:22:00,False
QA6.4 To what extent do you agree or disagree with the following statements about the Conference on the Future of Europe:-The Conference should deal in priority with how the EU could better handle crises such as the coronavirus outbreak,,135573,"Proposals part of new future-proof EU health security framework
Call for reinforced cooperation between EU bodies and their national and international counterparts, as well as between border regions
More transparency needed in EU procurement and purchase agreements",0.5317118763923645,873c1133b32d4945212743c2cb86ef1765df81534df1d885b5742510316c584f,False,"The survey question asks about the Conference on the Future of Europe dealing with crises like the coronavirus outbreak specifically, while the vote summary discusses a future-proof EU health security framework and transparency in procurement, which are not directly related to the specific crisis mentioned in the survey.",opinion_forward,"The question asks for citizens' opinion about what the EU should do in handling crises, specifically the coronavirus outbreak.",substantive,"This vote pertains to a new EU health security framework and transparency in procurement agreements, which are substantive policy decisions.",,2021-09-15 15:22:00,False
"Q13 What impact, if any, do you think the introduction of the euro will have on prices in (THIS COUNTRY)? | Base: All",,134347,"Erosion of EU values jeopardises the European Union as a whole
Commission’s approach welcomed, but needs various improvements
Need for a comprehensive mechanism with specific recommendations for future annual reports",0.5314282774925232,1155b46ddd8e98c9e9f1d858ef8c708e62c215c3a8f3ac16399d2cdb985b5cb2,False,"The survey question is about the impact of the euro on prices in a specific country, while the vote is about erosion of EU values and improvements to the Commission's approach, which does not directly match the specific topic of the survey.",opinion_forward,The question asks for citizens' forward-looking opinion about the potential impact of the euro on prices in their country.,substantive,Discusses a policy issue and suggests improvements,,2021-06-24 16:51:00,False
Q12 When would you like the euro to become your currency? | Base: All,,129471,"The European Parliament adopted by 494 votes to 94, with 100 abstentions, a resolution on strengthening the international role of the euro.
Despite the economic weight of the euro area and its influence in world trade, the use of the euro lags considerably behind that of the US dollar as a store of value and as an invoicing currency, but is close to that of the dollar in terms of the proportion of international payments. The euro remains the second most important currency in the international monetary system but its global potential has not yet been fully realised.
Despite the euro area’s economic size and influence in global trade, the euro lags behind the US dollar by a wide margin in terms of its use as an international reserve currency…",0.5313023328781128,8da28a1fa9819771a541f0fd9fe47baa288cc4b72846d667d3e2177e4f883553,False,"The survey asks about when the respondent would like the euro to become their currency, while the vote is about strengthening the international role of the euro, not necessarily making it a national currency for individuals.",opinion_forward,"The question asks for citizens' opinion about when the euro should become their currency, which is a forward-looking opinion.",substantive,The vote is on a substantive policy action related to strengthening the international role of the euro.,,2021-03-25 18:27:00,False
"QA10a In your opinion, what are the main assets of the EU? Firstly?",,134347,"Erosion of EU values jeopardises the European Union as a whole
Commission’s approach welcomed, but needs various improvements
Need for a comprehensive mechanism with specific recommendations for future annual reports",0.5313017964363098,107f13e5d890fb2e87c8b3b3ec8ac57a69a15790d360795f5899b3d8ea0f5b42,False,"The survey question asks about the main assets of the EU, while the vote is about improving the Commission's approach and proposing a mechanism for future reports, not directly related to the assets of the EU.",opinion_forward,"The question asks for citizens' opinion about the main assets of the EU, which is a forward-looking opinion.",substantive,Discusses a policy issue and suggests improvements,,2021-06-24 16:51:00,False
"QD2.3. For each of the following statements, please tell to what extent it corresponds or not to your own opinion. :-You would like to know more about your rights as a citizen of the EU",,111153,"The European Parliament adopted by 496 votes to 113, with 103 abstentions, a resolution on human rights and democracy in the world and the EU's policy on the matter - annual report 2018.
Members expressed deep concern about the attacks on democracy and the rule of law worldwide in 2018, reflecting the rise of authoritarianism as a political project, embodying disregard for human rights, repression of dissent, politicisation of justice and elections, shrinking space for civil society and limitations on freedom of assembly and expression. They stressed the need to ensure full respect for, and adherence to, the principle that human rights are universal, while regretting that a number of countries have still not put in place a moratorium on the…",0.5310465693473816,c2e7d37208e3924ac16c5e65efa75e9ec38db775c5eb6aad55dd861a2530fde1,False,"The survey question is about knowing more about rights as a citizen of the EU, while the vote is about human rights and democracy in the world and the EU's policy on the matter - annual report 2018. The topics are not directly related.",opinion_forward,"The question asks for citizens' opinion about what they would like to know more about, which is a forward-looking opinion.",substantive,The vote is on a substantive policy action related to human rights and democracy in the world.,,2020-01-15 13:11:00,False
QA15.1 To what extent do you agree or disagree with each of the following statements?:-The European Union is a place of stability in a troubled world,,111134,"The European Parliament adopted by 454 votes to 148, with 102 abstentions, a resolution on the implementation of the common foreign and security policy (CFSP) - annual report.
In a context where the EU’s strategic environment is deteriorating, Parliament stressed that no single Member State is capable on its own of tackling any of the challenges facing the European continent today: armed conflicts on the eastern and southern borders of the European continent, terrorism - and in particular jihadism, cyber-attacks, foreign interference in European electoral processes, challenges to arms non-proliferation agreements, an increase in forced displacements and uncontrolled migration flows, tensions over Member States' energy supplies and climate…",0.5310249328613281,b8bcf33298b5dd2a364e8a9e536cba59e2316a8f62adbf82aba9c3d435752df4,False,"The survey question is about the EU being a place of stability in a troubled world, while the vote is about the implementation of the common foreign and security policy (CFSP) - annual report, which discusses various challenges but does not directly address the specific topic of stability.",opinion_forward,"The question asks for citizens' opinion about the EU's role in providing stability, which is a forward-looking opinion.",substantive,"The vote is on a resolution related to the implementation of the common foreign and security policy, which involves concrete policy measures regarding European continent's challenges.",,2020-01-15 13:15:00,False
"QA32.2 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-EU financial support to keep people in jobs.",,134333,"The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their efforts to mobilise sufficient resources to achieve the Sustainable Development Goals (SDGs).
The economic consequences of the measures taken to tackle the COVID-19 pandemic in developing countries will exacerbate existing inequalities and…",0.5309354662895203,5c94e996f5eff94fb00b636b64c4bdce8d6b1fc3ee57e95ec0be3c5849ef282d,False,"The survey question is about EU financial support to keep people in jobs during the pandemic, while the vote is about the role of EU's development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic in developing countries.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do to respond to the economic effects of the Coronavirus pandemic.,substantive,"The vote is on a resolution addressing the consequences of the COVID-19 pandemic in developing countries, which is a real policy decision citizens might care about.",,2021-06-23 19:50:00,False
SD19a.3. To what extent do you agree or disagree with each of the following statements. :-The EU's voice counts in the world,,111153,"The European Parliament adopted by 496 votes to 113, with 103 abstentions, a resolution on human rights and democracy in the world and the EU's policy on the matter - annual report 2018.
Members expressed deep concern about the attacks on democracy and the rule of law worldwide in 2018, reflecting the rise of authoritarianism as a political project, embodying disregard for human rights, repression of dissent, politicisation of justice and elections, shrinking space for civil society and limitations on freedom of assembly and expression. They stressed the need to ensure full respect for, and adherence to, the principle that human rights are universal, while regretting that a number of countries have still not put in place a moratorium on the…",0.5305805206298828,49b4b3a5a45ee0748a3872d4dae35d2506286a99dbc29534b3c380b4ca94a8fc,False,"The survey question is about the EU's voice in the world, while the vote is about human rights and democracy in the world and the EU's policy on the matter. Although they are related topics, the specific focus of the survey and the vote differ.",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD be, in terms of its influence in the world.",substantive,The vote is on a substantive policy action related to human rights and democracy in the world.,,2020-01-15 13:11:00,False
QA5.1 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a fair standard of living for farmers,,109166,"The European Parliament adopted by 533 votes to 67, with 100 abstentions, a resolution objecting to the draft Commission regulation amending Regulation (EU) No 546/2011 as regards the assessment of the impact of plant protection products on honeybees.
The objective of the European Commission's draft proposal was to introduce into European law the 2013 European Food Safety Authority (EFSA) guidelines to reduce the use of pesticides harmful to bees. In 2013, EFSA updated the risk assessment methodology accordingly, inter alia taking into account chronic effects on bees as well as adverse effects on bumblebees and solitary bees.
Parliament considered it unacceptable that Member States oppose the full implementation of the 2013 EFSA bee guidance…",0.5305802226066589,73a3c2d28da9fd78c1a1175f25037bb10a5dcec3dd83056b855c22b0782cfe5d,False,"The survey question is about the role of CAP in ensuring a fair standard of living for farmers, while the vote is about reducing the use of pesticides harmful to bees. Although both questions are related to agriculture, they do not directly match as the specific topics are different.",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do through the Common Agricultural Policy (CAP), specifically ensuring a fair standard of living for farmers.",substantive,This vote is on a substantive policy action related to the regulation of pesticides harmful to bees.,,2019-10-23 12:47:00,False
Q7 At which level should decisions about EU regional policy projects primarily be taken? | Base: All,,127030,"The European Parliament adopted by 459 votes to 62, with 163 abstentions, a resolution on human rights and democracy in the world and the European Union's policy on the matter - annual report 2019.
Members called for policies in support of human rights, democracy, the rule of law and the fight against impunity to be mainstreamed into all other EU policies with an external dimension, such as development, migration, security, the fight against terrorism, women's rights, gender equality, enlargement and trade.
With regard to EU action at the multilateral level, the resolution stressed the importance of:
- developing an explicit strategy to counter the increasing withdrawal and retreat of states from the international human rights framework;…",0.5304350852966309,2910d066092b2edd5338e04f53c0eb1c53a37554fedf738af46632395621c47b,False,"The survey question is about EU regional policy projects, while the vote is about human rights and democracy in the world and EU's policy on the matter.",opinion_forward,"The question asks for citizens' opinion about where decisions about EU regional policy projects should be taken, which is a forward-looking opinion about what the EU should do.",substantive,The vote is on a substantive policy action related to human rights and democracy in the world and EU's policy.,,2021-01-20 15:34:00,False
Q7 At which level should decisions about EU regional policy projects primarily be taken? | Base: All,,111134,"The European Parliament adopted by 454 votes to 148, with 102 abstentions, a resolution on the implementation of the common foreign and security policy (CFSP) - annual report.
In a context where the EU’s strategic environment is deteriorating, Parliament stressed that no single Member State is capable on its own of tackling any of the challenges facing the European continent today: armed conflicts on the eastern and southern borders of the European continent, terrorism - and in particular jihadism, cyber-attacks, foreign interference in European electoral processes, challenges to arms non-proliferation agreements, an increase in forced displacements and uncontrolled migration flows, tensions over Member States' energy supplies and climate…",0.5303523540496826,3f6aa82c319d19141a6163c092eccd36d7378629c4c734e2342c2bcf7a6d2e40,False,"The survey question is about EU regional policy projects, while the vote is about the implementation of the common foreign and security policy (CFSP) - annual report, which does not directly match the specific topic of EU regional policy projects.",opinion_forward,"The question asks for citizens' opinion about where decisions about EU regional policy projects should be taken, which is a forward-looking opinion about what the EU should do.",substantive,"The vote is on a resolution related to the implementation of the common foreign and security policy, which involves concrete policy measures regarding European continent's challenges.",,2020-01-15 13:15:00,False
SD19a.3. To what extent do you agree or disagree with each of the following statements.  :-(OUR COUNTRY)’s voice counts in the EU,,111153,"The European Parliament adopted by 496 votes to 113, with 103 abstentions, a resolution on human rights and democracy in the world and the EU's policy on the matter - annual report 2018.
Members expressed deep concern about the attacks on democracy and the rule of law worldwide in 2018, reflecting the rise of authoritarianism as a political project, embodying disregard for human rights, repression of dissent, politicisation of justice and elections, shrinking space for civil society and limitations on freedom of assembly and expression. They stressed the need to ensure full respect for, and adherence to, the principle that human rights are universal, while regretting that a number of countries have still not put in place a moratorium on the…",0.529638409614563,8ce121d94287b49b3b8ce19c6985df60e211341cbc26d9d08ef1b14730ade0b6,False,"The survey question is about the perception of a country's voice in the EU, while the vote is about human rights and democracy worldwide and the EU's policy on the matter.",opinion_forward,"The question asks for citizens' opinion about the extent to which they agree or disagree with a statement regarding their country's influence in the EU, which is forward-looking as it expresses what should be happening.",substantive,The vote is on a substantive policy action related to human rights and democracy in the world.,,2020-01-15 13:11:00,False
Q6A_3 EU regional policy can invest in many different domains. Which of the following examples do you consider among the more important or less important for your city or region? Renewable and clean energy | Base: All,,124866,"All member states should be more ecologically and economically competitive
Do no significant harm’ principle should guide how investments are made
Public and private investments must complement each other to bridge green investment gap",0.5292211174964905,8d1e962ad6d504edc7e07f1c2ced6677ad787147f03a1f427bdc0f534a6d7d8d,False,"The survey question is about specific investments in renewable and clean energy, while the vote is about a more general principle of competitiveness and investment strategies without explicitly mentioning renewable and clean energy.",opinion_forward,"The question asks for citizens' opinion about the importance of renewable and clean energy in their city or region, which can be considered a forward-looking opinion about what the EU should focus on.",substantive,It pertains to a policy decision on green investments and competitiveness,,2020-11-13 11:54:00,False
QA22.2 Please tell me whether you agree or disagree with each of the following statements about agriculture and climate change? (ONE ANSWER ONLY):-EU farmers need to change the way they work in order to fight climate change even if that means that EU agriculture will be less competitive,,126261,"The European Parliament adopted by 550 votes to 80, with 59 abstentions, a resolution on the EU strategy on adaptation to climate change.
According to estimates by the European Environment Agency (EEA), extreme weather and climate events accounted for EUR 426 billion in monetary terms in the EU-28 over the period 1980-2017. Damage costs from climate change are expected to be high, even if the Paris Agreement is implemented. Only an ambitious global mitigation policy can significantly reduce climate change and its consequences.
The resolution called for a improved focus and increased attention to adaptation in its new strategy. The strategy should be an integral part of the European Green Deal and an opportunity for the EU to take the global…",0.5292143225669861,6e148f9a6e320e0478326b383dcd7bf6d6f0a68cb40d84fac2c892d1b1daac81,False,"The survey question asks about farmers changing their ways to fight climate change and the competitiveness of EU agriculture. The vote is about a resolution on the EU strategy on adaptation to climate change, which does not directly map to a yes/no position on this specific topic.",opinion_forward,"The question asks for citizens' opinion about what EU farmers should do to fight climate change, which is a forward-looking opinion.",substantive,"The vote is on a resolution related to the EU strategy on adaptation to climate change, which is a substantive policy action.",,2020-12-17 15:44:00,False
QA25.1 To what extent do you agree or disagree with the following statements regarding the fact that the lead candidates chosen by the European political families could become the President of the European Commission (according to the European election results):-It would represent significant progress for democracy within the EU,,134945,"The European Parliament adopted by 537 votes to 125, with 33 abstentions, a resolution on citizens' dialogues and citizens' participation in EU decision-making.
The results of the 2019 European elections sent a positive signal that European citizens are increasingly interested in developments at EU level and that they see EU legislation as having an impact on their daily lives. The overall turnout in 2019 was 50.6%, the highest since the 1994 elections. According to the June 2020 Civic Engagement Eurobarometer, 55% of respondents consider voting in European elections to be the most effective way to ensure that voices are heard by decision-makers at EU level.
Parliament stressed the need to reflect on how to make the EU more effective in…",0.5280793309211731,dbb7751251a6726bac8885e818eb1eacb770046512cfc51636170d2fcad708a3,False,"The survey question is about the lead candidates becoming the President of the European Commission, while the vote is about citizens' dialogues and participation in EU decision-making.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do in terms of democracy progress,substantive,"This vote is on a resolution regarding citizens' dialogues and participation in EU decision-making, which impacts EU policy-making and citizen engagement.",,2021-07-07 15:27:00,False
Q12_4 The sale of drugs such as cannabis and cocaine are officially banned in all EU Member States. Do you think the following substances should continue to be banned or should they be regulated? Heroin | Base: All,,108840,"The European Parliament adopted by 402 votes to 222, with 39 abstentions, a resolution on Commission Implementing Regulation (EU) 2019/707 amending Implementing Regulation (EU) No 540/2011 as regards the extension of the approval periods of the active substances alphacypermethrin, beflubutamid, benalaxyl, benthiavalicarb, bifenazate, boscalid, bromoxynil, captan, cyazofamid, desmedipham, dimethoate, dimethomorph, diuron, ethephon, etoxazole, famoxadone, fenamiphos, flumioxazine, fluoxastrobin, folpet, foramsulfuron, formetanate, metalaxyl-m, methiocarb, metribuzin, milbemectin, Paecilomyces lilacinus strain 251, phenmedipham, phosmet, pirimiphos-methyl, propamocarb, prothioconazole, s-metolachlor and tebuconazole…",0.5278817415237427,10125d1750b1a6a820ec02d74464d5531ce1ec018d76ed07ea9f29f2b420846d,False,"The survey question is about regulating specific drugs such as heroin, while the vote is about extending the approval periods of various pesticides and other substances, not including the specific drugs mentioned in the survey.",opinion_forward,"The question asks for citizens' opinion on what the EU should do about regulating certain substances, making it a forward-looking opinion.",substantive,"This vote is on a Commission Implementing Regulation amendment related to the approval periods of various active substances, which is a substantive policy action.",,2019-10-10 11:41:00,False
"QA32.2 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-EU financial support to keep people in jobs.",,125484,"The European Parliament adopted by 593 votes to 50, with 50 abstentions, a resolution on the EU Trade Policy Review.
Following the COVID-19 outbreak in 2020 global supply chains and production lines have been disrupted, bringing to the fore the fact that the EU is dependent on non-EU sources, especially for some strategic sectors such as the medical and the pharmaceutical sectors. According to the resolution, the EU was already lagging behind other economies in terms of competitiveness before the pandemic. The disruption to international trade resulting from the COVID-19 pandemic has now exacerbated already significant economic losses.
The EU’s trade policy review is taking place at a time when globally many politically-steered actions are…",0.5278757214546204,941a9a53ec744c6c0fc5d19e0c1be7e4f0bf391bd2c4ea941b50de202c92375c,False,"The survey question is about EU financial support to keep people in jobs during the Coronavirus pandemic, while the vote is about the EU Trade Policy Review which does not directly address job retention measures.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do to respond to the economic effects of the Coronavirus pandemic.,substantive,The vote is on a substantive policy action related to the EU Trade Policy Review and its impact on the competitiveness of the EU in strategic sectors.,,,False
"Q8 A digital euro would be an electronic form of money, issued by the European Central Bank. It would be used alongside traditional coins and banknotes, and other electronic means of payment,  and it would be accessible to all citizens and firms. Have you heard that discussions are taking place about the possible introduction of a digital euro? | Base: All",,131775,"The European Parliament adopted by 571 votes to 17, with 105 abstentions, a resolution on shaping the digital future of Europe: removing barriers to the functioning of the digital single market and improving the use of AI for European consumers.
The use of artificial intelligence (AI) brings many benefits but also risks and raises concerns about the ethics, scope and transparency of the collection, use and dissemination of personal data. There is a need to strengthen public trust in AI by providing for respect of fundamental rights, consumer protection, data protection and data security as a default, as well as by encouraging innovation in Europe.
Members believe that the EU's digital policy should create the foundations for Europe's public…",0.5277519822120667,ebdc412533f52c73a9b29d67004ad18da8118f621fc58d0dc487b3a5c1d9a20f,False,"The survey question is about the introduction of a digital euro, while the vote is about shaping the digital future of Europe and improving AI use, which does not directly match the specific topic of the survey.",opinion_forward,"The question asks for citizens' opinion about the possible introduction of a digital euro, which is forward-looking.",substantive,This vote is on a substantive policy action related to shaping the digital future of Europe and improving AI usage for European consumers.,,2021-05-20 15:56:00,False
"QA7 Would you personally be willing to take part, as a citizen, in the activities of the Conference on the Future of Europe?",,111599,"Thematic Agoras to involve citizens of all backgrounds from across Europe
Trigger EU reform in a bottom-up, transparent, inclusive, participatory and well-balanced approach
Allow for treaty change and establish permanent mechanism for citizen participation",0.5271979570388794,fbf475b1142cf6cbc922b5bf841e8061b5a1f9af346b0cebfee50ae3faa4b01c,False,"The survey asks about personal willingness to participate in the Conference on the Future of Europe, while the vote is about establishing a mechanism for citizen participation and potentially treaty change, not directly matching the specific action of participating.",opinion_forward,"The question asks for citizens' willingness to participate in future activities, which is a forward-looking opinion.",substantive,This vote is about a policy decision related to citizen participation and EU reform,,2020-01-15 13:39:00,False
QA5.1 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a fair standard of living for farmers,,110249,"The European Parliament adopted by 459 votes to 145 with 66 abstentions, a non-legislative resolution on the draft Council decision on the draft Council decision on the conclusion of the Agreement between the United States of America and the European Union on the allocation to the United States of a share in the tariff rate quota for high quality beef referred to in the revised memorandum of understanding regarding the importation of beef from animals not treated with certain growth-promoting hormones and increased duties applied by the United States to certain products of the European Union (2014).
Parliament welcomed this agreement with the US on the allocation of a share in the TRQ for high-quality beef as a solution to a longstanding…",0.526845395565033,e2d523dead58f3348f935c057aceea02b907991643679637a941008c22a81bb2,False,"The survey question is about the role of the EU in ensuring a fair standard of living for farmers, while the vote is specifically about an agreement on the allocation of a share in the TRQ for high-quality beef between the EU and the US.",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do through the Common Agricultural Policy (CAP), specifically ensuring a fair standard of living for farmers.",substantive,This vote concerns a policy decision on the agreement between the US and EU regarding beef trade quotas,,2019-11-28 11:44:00,False
Q7 At which level should decisions about EU regional policy projects primarily be taken? | Base: All,,135573,"Proposals part of new future-proof EU health security framework
Call for reinforced cooperation between EU bodies and their national and international counterparts, as well as between border regions
More transparency needed in EU procurement and purchase agreements",0.5268290042877197,2e33fad7810473b7137a18ac296a2068165aaa155beb19942b5bbc744fc8e2a7,False,"The survey question is about decisions on EU regional policy projects, while the vote summary mentions health security framework and procurement agreements, which are different specific topics.",opinion_forward,"The question asks for citizens' opinion about where decisions about EU regional policy projects should be taken, which is a forward-looking opinion about what the EU should do.",substantive,"This vote pertains to a new EU health security framework and transparency in procurement agreements, which are substantive policy decisions.",,2021-09-15 15:22:00,False
QA29 Which of the following statements regarding the European Union is closest to your opinion?,,134350,"The European Parliament adopted by 620 votes to 20, with 51 abstentions, a resolution on European Union regulatory fitness and subsidiarity and proportionality - report on Better Law Making covering the years 2017, 2018 and 2019.
The report recalled the importance that the principle of subsidiarity as enshrined in Article 5 of the TEU, according to which decisions must be taken at the most appropriate policy level and as closely as possible to citizens and businesses, is constantly respected and that action at EU level is justified in the light of the possibilities available at national, regional or local level, while respecting the following three fundamental processes: retrospective assessment, impact assessment and consultation of…",0.5266827344894409,99e5493ecd8660e6b5af2dde1bca3876e9b02d30a7c218bcfcaf9ba70ccc4cec,False,"The survey question is too broad to directly match the vote, which focuses on regulatory fitness and subsidiarity principles, not a specific topic.",opinion_forward,"The question asks for the citizen's opinion about what the EU should do, which is forward-looking.",substantive,"The vote is on a resolution that discusses the fitness and subsidiarity of EU regulations, which is a substantive policy matter.",,2021-06-24 16:51:00,False
QA9.3. To what extent do you agree or disagree with each of the following statements?:-  More decisions should be taken at EU level,,127030,"The European Parliament adopted by 459 votes to 62, with 163 abstentions, a resolution on human rights and democracy in the world and the European Union's policy on the matter - annual report 2019.
Members called for policies in support of human rights, democracy, the rule of law and the fight against impunity to be mainstreamed into all other EU policies with an external dimension, such as development, migration, security, the fight against terrorism, women's rights, gender equality, enlargement and trade.
With regard to EU action at the multilateral level, the resolution stressed the importance of:
- developing an explicit strategy to counter the increasing withdrawal and retreat of states from the international human rights framework;…",0.5266480445861816,b207e074fdfcf467d18d243191c7a0c672fb4e0deae5587bd68a065a238cb7a7,False,"The survey question is about decisions being taken at EU level in general, while the vote is specifically about human rights and democracy in the world and the EU's policy on the matter.",opinion_forward,"The question asks for citizens' opinion about what decisions should be taken at EU level, which is a forward-looking opinion.",substantive,The vote is on a substantive policy action related to human rights and democracy in the world and EU's policy.,,2021-01-20 15:34:00,False
