question_id,question_text,file_name,vote_id,vote_summary,similarity_score,llm_score,llm_explanation,llm_go
Q2b_3,"Q2b_3 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I think that the risk posed by Covid-19 in general is exaggerated | Base: If ""Later"" or ""Never"" in Q1",fl_494_volume_B.xlsx,117283,"Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",0.6546834707260132,8,Both discuss concerns about COVID-19 and vaccination,True
QA15,"QA15. The European Union has designed a recovery plan of 750 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure is to respond to the economic effects of the coronavirus pandemic?   ",Lien_vers_eb_94_volume_B.xlsx,129467,"The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure ",0.6546270251274109,9,Both discuss the EU's recovery plan in response to the economic effects of the coronavirus pandemic,True
Q7,"Q7 To receive funds from the EU Recovery Plan ‘NextGenerationEU’, Member States have prepared National Recovery Plans outlining reforms and investments they commit to undertake in the future. EU financial support is provided when the expected results are achieved. Which of the following is closest to your view? | Base: All",Lien_vers_fl_515_volume_B.xlsx,116401,"The European Parliament adopted by 465 votes to 150, with 67 abstentions, a resolution tabled by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups on the conclusions of the extraordinary European Council meeting of 17-21 July 2020.
Members welcomed the EU Heads of State and Governments’ acceptance of a recovery fund to kick-start the economy, as proposed by Parliament in May 2020, which represents a historic move for the EU. However, they regretted the reduction of the grant component in the fi",0.6546087861061096,10,"The vote is about the EU Recovery Plan 'NextGenerationEU', which is directly related to the survey question.",True
QC2,"QC2. Thinking about the EU's response to the coronavirus pandemic, to what extent do you trust the EU or not to make the right decisions in the future?",Lien_vers_eb98_volume_B.xlsx,115400,"COVID-19 has brought the EU’s institutional shortcomings to the surface
Council needs to adopt a sensible position in the immediate future and commit to Conference-driven reforms",0.6542851328849792,7,Both question and vote discuss trust in EU's response to COVID-19,True
Q4_4,"Q4_4 For each of the following measures that have been announced by the EU to respond to the war in Ukraine, please tell me if you approve them or not. Financing the purchase and supply of military equipment to Ukraine",fl_506_volume_B.xlsx,150407,"The European Parliament adopted by 490 votes to 39, with 23 abstentions, a legislative resolution on the draft Council regulation amending Regulation (EU, Euratom) 2020/2093 laying down the multiannual financial framework for the years 2021 to 2027.
Parliament gave its consent to the draft Council regulation.
Following Russia's war of aggression against Ukraine, the EU is supporting Ukraine through a series of financial measures. This support is provided on an ad hoc basis for a limited period o",0.6541709899902344,9,"The vote concerns EU financial support for Ukraine, which includes military equipment purchases, aligning closely with the survey question's topic.",True
QD5_5,"QD5.5. Have you ever heard, read or seen anything about the following EU legislation?:-Victims' rights, establishing minimum standards for the rights, support and protection of victims of crime","Lien_vers_Justice,_droits_et_valeurs_SP552_volume_BP.xlsx",183107,"The European Parliament adopted by 421 votes to 120, with 108 abstentions, a resolution on human rights and democracy in the world and the European Union’s policy on the matter – annual report 2025.
Parliament stressed that the effective respect for and protection of human rights and freedoms must be the cornerstone of the EU's external policy . It called on the EU to continue developing a comprehensive toolbox to strengthen human rights and democracy globally and to continue leading by example,",0.6541026830673218,8,"The vote discusses human rights, which includes victims' rights as per the survey question.",True
QD5_5,"QD5.5. Have you ever heard, read or seen anything about the following EU legislation?:-Victims' rights, establishing minimum standards for the rights, support and protection of victims of crime","Lien_vers_Justice,_droits_et_valeurs_SP552_volume_B.xlsx",183107,"The European Parliament adopted by 421 votes to 120, with 108 abstentions, a resolution on human rights and democracy in the world and the European Union’s policy on the matter – annual report 2025.
Parliament stressed that the effective respect for and protection of human rights and freedoms must be the cornerstone of the EU's external policy . It called on the EU to continue developing a comprehensive toolbox to strengthen human rights and democracy globally and to continue leading by example,",0.6541026830673218,8,"The vote discusses human rights, which includes victims' rights as per the survey question.",True
Q3_1,"Q3_1 To what extent do you agree or disagree with the following statements? The EU should be more involved in preparedness efforts for future crises, through actions such as raising awareness, organising training and crisis simulation exercises",Lien_vers_fl_546_volume_B.xlsx,157227,"Evaluation of the effectiveness of EU and national measures
Recommendations to improve EU crisis management and preparedness for future health emergencies
Increase parliamentary oversight of measures, coordination, solidarity",0.6540181636810303,9,Both question and vote discuss EU's role in crisis preparedness,True
QA11,QA11. And what should the European Union now prioritise in its response to the coronavirus pandemic? (MAX. 3 ANSWERS) ,Lien_vers_eb_94_volume_B.xlsx,127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, d",0.653924286365509,2,"The vote is about foreign and security policy, not the coronavirus pandemic response.",False
Q8_2,"Q8_2 Thinking about the way the following institutions have handled the vaccination strategy, would you say you are.…: the European Union | Base: All",fl_494_volume_B.xlsx,136905,"The European Parliament adopted by 458 votes to 149, with 86 abstentions, a resolution on EU transparency in the development, purchase and distribution of COVID-19 vaccines.
The resolution underlined that the handling of the COVID-19 pandemic is a trust test for all Member States and EU institutions that will inform the response to possible future public health emergencies. Full transparency regarding all details of research into and the development, purchase and distribution of COVID-19 vaccine",0.6537826061248779,10,"The vote is directly addressing the transparency of EU's vaccination strategy, which aligns with the survey question about trust in the EU's handling of vaccinations.",True
QF2a,QF2a. On which of the following do you think most of the EU budget is spent? Firstly?,Lien_vers_Eurobaromètre_Standard_STD102_Autumn_2024_volume_B.xlsx,126342,"The European Parliament adopted by 540 votes to 77, with 70 abstentions, a resolution on the Council's position on the second draft general budget of the European Union for the financial year 2021.
Parliament approved the Council's position on the second draft general budget of the European Union for the financial year 2021. This is the first annual budget of the new Multiannual Financial Framework (MFF) for the next seven years (2021-2027).
According to the elements for joint conclusions:
- the",0.6536937355995178,10,"The vote is about approving the EU budget for 2021, which directly addresses the survey question about where most of the EU budget is spent.",True
Q12_2,"Q12_2 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… a recovery plan of 750 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",Lien_vers_fl_512_volume_B.xlsx,137987,"The European Parliament adopted by 553 votes to 29, with 115 abstentions, a resolution on the evaluation of preventive measures for avoiding corruption, irregular spending and misuse of EU and national funds in case of emergency funds and crisis-related spending areas.
The Recovery and Resilience Facility, with an envelope of more than EUR 670 billion, and REACT-EU, with an envelope of more than EUR 50 billion, are powerful tools to help EU countries recover.
NextGenerationEU is a temporary reco",0.6536181569099426,8,Both discuss EU financial support for Member States during COVID-19 crisis,True
Q12_2,"Q12_2 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… a recovery plan of 750 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",fl_501_volume_B.xlsx,137987,"The European Parliament adopted by 553 votes to 29, with 115 abstentions, a resolution on the evaluation of preventive measures for avoiding corruption, irregular spending and misuse of EU and national funds in case of emergency funds and crisis-related spending areas.
The Recovery and Resilience Facility, with an envelope of more than EUR 670 billion, and REACT-EU, with an envelope of more than EUR 50 billion, are powerful tools to help EU countries recover.
NextGenerationEU is a temporary reco",0.6536181569099426,8,Both discuss EU financial support for Member States during COVID-19 crisis,True
QA7,QA7. What does the European Union mean to you personally? (MULTIPLE ANSWERS POSSIBLE),Lien_vers_Eurobarometer_Standard_99_Spring_2023_volume_B.xlsx,154226,"The European Parliament adopted by 494 votes to 76, with 76 abstentions, a resolution on institutional relations between the European Union and the Council of Europe.
Parliament considers it necessary to strengthen institutional cooperation between the EU and the Council of Europe and to give new impetus to bilateral cooperation in the field of promoting and defending democracy, the rule of law, fundamental and human rights, including minority rights.
As the EU has gradually developed into a pol",0.6535653471946716,8,Both discuss European institutions and values,True
T71,"QA30.2 In general, how satisfied are you with the measures taken to fight the Coronavirus pandemic by...?:-The European Union institutions",ebs_500_volume_B.xlsx,130848,"The European Parliament adopted by 616 votes to 29, with 45 abstentions, a resolution on the accessibility and affordability of COVID testing.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR, The Left groups.
The resolution highlighted that effective testing is considered as a decisive tool to contain the spread of SARS-CoV-2 and its variants of concern, detect infections and limit isolation and quarantine measures, and will continue to play a key role in facilitat",0.6534444093704224,9,"The vote is about COVID testing, a key measure in fighting the Coronavirus pandemic.",True
QA11_1,QA11.1. Please tell if you tend to trust or tend not to trust these European institutions? :-The European Parliament,Lien_vers_Eurobarometer_Standard_99_Spring_2023_volume_B.xlsx,154226,"The European Parliament adopted by 494 votes to 76, with 76 abstentions, a resolution on institutional relations between the European Union and the Council of Europe.
Parliament considers it necessary to strengthen institutional cooperation between the EU and the Council of Europe and to give new impetus to bilateral cooperation in the field of promoting and defending democracy, the rule of law, fundamental and human rights, including minority rights.
As the EU has gradually developed into a pol",0.6533474326133728,8,Both questions concern trust and involvement with the European Parliament.,True
QA11_1,QA11.1. Please tell if you tend to trust or tend not to trust these European institutions? :-The European Parliament,Lien_vers_eb98_volume_B.xlsx,154226,"The European Parliament adopted by 494 votes to 76, with 76 abstentions, a resolution on institutional relations between the European Union and the Council of Europe.
Parliament considers it necessary to strengthen institutional cooperation between the EU and the Council of Europe and to give new impetus to bilateral cooperation in the field of promoting and defending democracy, the rule of law, fundamental and human rights, including minority rights.
As the EU has gradually developed into a pol",0.6533474326133728,8,Both questions concern trust and involvement with the European Parliament.,True
QB6,QB6. To what extent do you agree or disagree with the following statement? 'Promoting education for all in developing countries should be one of the main priorities of the EU in developing countries'  ,Lien_vers_les_citoyens_de_l’UE_et_le_partenariat_international_2022_eb_sp_521_volume_B.xlsx,162146,"The European Parliament adopted by 495 votes to 27, with 115 abstentions, a resolution on EU development cooperation to enhance access to education and training in developing countries.
Members reaffirmed that everyone has the right to education and that education, notably basic education, must be free, inclusive, accessible without any form of discrimination and compulsory in order to meet the SDGs by 2030, while technical and professional education, as well as higher education, must be equally",0.6533297896385193,10,The vote directly addresses the priority of promoting education in developing countries as stated in the survey question.,True
QD8_2,"QD8.2. Have you ever heard, read or seen anything about the following initiatives and tools?:-The European Disability Card, which ensures equal access to services within the EU for people with disabilities ","Lien_vers_Justice,_droits_et_valeurs_SP552_volume_B.xlsx",181550,"Ambitious and effective updated strategy needed for the rights of persons with disabilities for 2025 to 2030
EU-wide definition of “disability” necessary to ensure that all EU citizens with disabilities enjoy equal rights
Special attention must be paid to the situation of women and girls with disabilities",0.6533284187316895,9,"The vote discusses an updated strategy for the rights of persons with disabilities and mentions the need for an EU-wide definition of disability, which aligns closely with the survey question about the European Disability Card.",True
QD8_2,"QD8.2. Have you ever heard, read or seen anything about the following initiatives and tools?:-The European Disability Card, which ensures equal access to services within the EU for people with disabilities ","Lien_vers_Justice,_droits_et_valeurs_SP552_volume_BP.xlsx",181550,"Ambitious and effective updated strategy needed for the rights of persons with disabilities for 2025 to 2030
EU-wide definition of “disability” necessary to ensure that all EU citizens with disabilities enjoy equal rights
Special attention must be paid to the situation of women and girls with disabilities",0.6533284187316895,9,"The vote discusses an updated strategy for the rights of persons with disabilities and mentions the need for an EU-wide definition of disability, which aligns closely with the survey question about the European Disability Card.",True
