question_id,question_clean,question_original,survey_file,survey_date,vote_id,vote_summary_original,vote_date,days_between,similarity_score,source,vote_summary_clean
sclcmmb,"Are you a member of any social clubs, clubs for the young, clubs for the retired/elderly, women's groups, or friendly societies in the last 12 months? (Check all that apply)","Social club etc., last 12 months: member: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? MemberREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",ESS1e06_7,2002-06-01,160063,"The European Parliament adopted by 499 votes to 56, with 52 abstentions, a resolution on the implementation of the European Solidarity Corps programme 2021-2027.
Members stressed that the visibility of the programme is still relatively low, particularly among regional and local youth organisations. With the European Year of Youth in 2022 proving to be a unique opportunity to enhance the programme’s visibility, it is necessary to employ sufficient means to promote the programme more widely and cr",2023-11-21,7843,0.5268411636352539,ESS,"The European Parliament passed a resolution (499 votes in favor, 56 against, 52 abstentions) to boost visibility for the European Solidarity Corps program 2021-2027. Recognizing the need for increased awareness among youth organizations, particularly at regional and local levels, they aim to leverage the European Year of Youth in 2022 to enhance the program's visibility and establish a recognizable brand. The Commission and national agencies are encouraged to collaborate more closely on best practices, procedures, and promotion efforts."
testic41,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 34How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS10e03_3,2020-06-01,157788,"Renewables will have to make up 42.5% of the EU’s energy consumption by 2030, with the aim of achieving 45%
Faster approval procedure for deploying renewables
New fuels in the transport sector should lead to a 14.5% reduction of its greenhouse gas emissions",2023-09-12,1198,0.5253729224205017,ESS,"The European Parliament voted to increase renewable energy consumption to 42.5% by 2030, aiming for 45%. Faster approval is required for deploying renewables in the energy sector. Additionally, new transport fuels must reduce greenhouse gas emissions by 14.5% by an unspecified date."
testji2,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 90How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS11e04_1,2023-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,40,0.5252987742424011,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
eudcnbf,Would increased EU decisions raise or lower social benefits and services in [country]?,"More decisions made by EU: level of benefits in [country] become higher or lower: CARD 56If more decisions were made by the European Union rather than by national governments, do you think the level of social benefits and services provided in [country] would become higher or lower?",ESS8e02_3,2016-06-01,179203,"The European Parliament adopted by 412 votes to 129, with 98 abstentions, a legislative resolution on the proposal for a Council decision on the guidelines for the employment policies of the Member States.
Parliament approved the Commission's proposal without amendments.
The proposal for a Council decision stipulates that the guidelines for the employment policies of the Member States, set out in the Annex to Decision (EU) 2024/3134 , are maintained for 2025 and are to be taken into account by t",2025-10-08,3416,0.5251457095146179,ESS,"The European Parliament approved a resolution on employment policies for Member States in 2025, maintaining guidelines outlined in Decision (EU) 2024/3134. The decision also incorporates elements related to geopolitical changes, the Union of Skills initiative, and other updates."
ccrdprs,How much personal responsibility do you feel for reducing climate change?,"To what extent feel personal responsibility to reduce climate change: CARD 30
ASK IF NOT CODE 55 AT C30 (IF C30 = 01, 02, 03, 04, 05, 77, 88)To what extent do you feel a personal responsibility to try to reduce climate change?",ESS11e04_1,2023-06-01,156426,"The European Parliament adopted by 395 votes to 109, with 31 abstentions, a resolution on a European Day for the victims of the global climate crisis.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA and The Left groups.
Climate change is leading to more unpredictable weather phenomena, including more frequent and intense heatwaves, wildfires and floods, to threats to food, water safety and security, and to the emergence and spread of infectious diseases, which are inten",2023-06-15,14,0.524931788444519,ESS,"The European Parliament passed a resolution, by 395 votes to 109, recognizing a European Day for victims of the global climate crisis. The text was proposed by multiple groups, including EPP, S&D, Renew, Greens/EFA, and The Left. This day aims to acknowledge the rising human toll from climate change-induced disasters such as heatwaves, wildfires, floods, and infectious diseases."
impcntr,Should we allow many or few immigrants from poorer countries outside Europe?,Allow many/few immigrants from poorer countries outside Europe: STILL CARD 18How about people from the poorer countries outside Europe?Use the same card.,ESS11e04_1,2023-06-01,168458,"Equal access to preferential conditions for persons with disabilities, such as priority access and access to reserved parking
European Disability Card to be issued and renewed free of charge
Those temporarily moving to another EU country to study also covered by the new rules",2024-04-24,328,0.5243225693702698,ESS,"The European Parliament voted to provide equal access to preferential conditions for individuals with disabilities, including priority access and reserved parking. The European Disability Card will now be issued and renewed free of charge, extending to those temporarily residing in other EU countries for study purposes."
impcntr,Should we allow many or few immigrants from poorer countries outside Europe?,Allow many/few immigrants from poorer countries outside Europe: STILL CARD 18How about people from the poorer countries outside Europe?Use the same card.,ESS11e04_1,2023-06-01,168262,"Equal access to preferential conditions for persons with disabilities, such as priority access and access to reserved parking
European Disability Card to be issued and renewed free of charge
Those temporarily moving to another EU country to study also covered by the new rules",2024-04-24,328,0.5243225693702698,ESS,"The European Parliament voted to provide equal access to preferential conditions for individuals with disabilities, including priority access and reserved parking. The European Disability Card will now be issued and renewed free of charge, extending to those temporarily residing in other EU countries for study purposes."
testic38,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 33How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS10e03_3,2020-06-01,157788,"Renewables will have to make up 42.5% of the EU’s energy consumption by 2030, with the aim of achieving 45%
Faster approval procedure for deploying renewables
New fuels in the transport sector should lead to a 14.5% reduction of its greenhouse gas emissions",2023-09-12,1198,0.524011492729187,ESS,"The European Parliament voted to increase renewable energy consumption to 42.5% by 2030, aiming for 45%. Faster approval is required for deploying renewables in the energy sector. Additionally, new transport fuels must reduce greenhouse gas emissions by 14.5% by an unspecified date."
wrdpfos,How concerned are you about [country] being overly reliant on fossil fuels for energy?,"How worried, [country] too dependent on fossil fuels: STILL CARD 36How worried are you about [country] being too dependent on using energy generated by fossil fuels such as oil, gas and coal?",ESS8e02_3,2016-06-01,157788,"Renewables will have to make up 42.5% of the EU’s energy consumption by 2030, with the aim of achieving 45%
Faster approval procedure for deploying renewables
New fuels in the transport sector should lead to a 14.5% reduction of its greenhouse gas emissions",2023-09-12,2659,0.5231409072875977,ESS,"The European Parliament voted to increase renewable energy consumption to 42.5% by 2030, aiming for 45%. Faster approval is required for deploying renewables in the energy sector. Additionally, new transport fuels must reduce greenhouse gas emissions by 14.5% by an unspecified date."
sclcnn,"Do any of the following voluntary organizations apply to you in the last 12 months: social club, club for the young, retired/elderly, women's groups, or friendly societies? (Select all that apply)","Social club etc., last 12 months: none apply: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? NoneREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",ESS1e06_7,2002-06-01,160063,"The European Parliament adopted by 499 votes to 56, with 52 abstentions, a resolution on the implementation of the European Solidarity Corps programme 2021-2027.
Members stressed that the visibility of the programme is still relatively low, particularly among regional and local youth organisations. With the European Year of Youth in 2022 proving to be a unique opportunity to enhance the programme’s visibility, it is necessary to employ sufficient means to promote the programme more widely and cr",2023-11-21,7843,0.5220319628715515,ESS,"The European Parliament passed a resolution (499 votes in favor, 56 against, 52 abstentions) to boost visibility for the European Solidarity Corps program 2021-2027. Recognizing the need for increased awareness among youth organizations, particularly at regional and local levels, they aim to leverage the European Year of Youth in 2022 to enhance the program's visibility and establish a recognizable brand. The Commission and national agencies are encouraged to collaborate more closely on best practices, procedures, and promotion efforts."
votedir,Is it important for citizens to have the final say on major political issues through direct voting in referendums?,"Citizens have the final say on political issues by voting directly in referendums: ASK ALL 
CARD 35Using this card, please tell me how important you think it is for democracy in general... ...that citizens have the final say on the most important political issues by voting on them directly in referendums?READ OUT...",ESS10e03_3,2020-06-01,134945,"The European Parliament adopted by 537 votes to 125, with 33 abstentions, a resolution on citizens' dialogues and citizens' participation in EU decision-making.
The results of the 2019 European elections sent a positive signal that European citizens are increasingly interested in developments at EU level and that they see EU legislation as having an impact on their daily lives. The overall turnout in 2019 was 50.6%, the highest since the 1994 elections. According to the June 2020 Civic Engagemen",2021-07-07,401,0.5218216180801392,ESS,"The European Parliament passed a resolution, with 537 votes in favor and 125 against, promoting citizens' dialogues and participation in EU decision-making. The 2019 European elections showed increased citizen interest in EU affairs, with a turnout of 50.6%, the highest since 1994. A majority of respondents (55%) believe voting in European elections is the most effective way to influence decision-makers."
getavc19,"Will you get vaccinated against COVID-19 with a vaccine approved by the national regulatory authority in [country], if it is available to the public and you haven't already had both doses? If you've already had a first dose, select 'Yes, I already have.'","Whether respondent will get vaccinated against COVID-19 with vaccine approved by the national regulatory authority in country: ASK ALL
ASK IF VACCINE APPROVED AND AVAILABLE TO THE PUBLIC (IF K20CHECK = 1)Will you get vaccinated against coronavirus with a vaccine that was approved by the national regulatory authority in [country]?INTERVIEWER: If respondent says they have only received a first dose of the vaccine, select 'Yes, I already have'.",ESS10e03_3,2020-06-01,117283,"Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",2020-09-17,108,0.5209178924560547,ESS,"MEPs voted to establish a common definition for COVID-19 cases, deaths, and recovery, recognizing the potential prolonged presence of the virus before an effective and safe vaccine becomes available."
testii2,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 86How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS10e03_3,2020-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,1135,0.5205915570259094,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
gvcldcr,"Should governments ensure sufficient child care services for working parents? (Rate on a scale of 0-10, where 0 means it should not be governments' responsibility at all and 10 means it should be entirely governments' responsibility.)","Child care services for working parents, governments' responsibility: CARD 48People have different views on what the responsibilities of governments should or should not be. For each of the tasks I read out please tell me on a score of 0-10 how much responsibility you think governments should have. 0 means it should not be governments? responsibility at all and 10 means it should be entirely governments? responsibility. Firstly to... ...ensure sufficient child care services for working parents?READ OUT...",ESS8e02_3,2016-06-01,130847,"The European Parliament resolution adopted by 510 votes to 42, with 139 abstentions, a resolution on the European Child Guarantee.
All children have the right to protection from poverty, which clearly means there is a need for preventive policies. Parliament and European civil society have called for the creation of a Child Guarantee to ensure that each child living in poverty has effective and free access to quality and free healthcare, education, early childhood education and care, and effecti",2021-04-29,1793,0.5203779339790344,ESS,"The European Parliament passed a resolution (510 votes to 42, with 139 abstentions) to establish the European Child Guarantee, aiming to provide free access to quality healthcare, education, housing, and nutrition for impoverished children in the EU. This initiative addresses the alarming statistic that 22.2% of EU children are at risk of poverty or social exclusion, a situation worsened by the COVID-19 pandemic."
eusclbf,Do you support or oppose a European Union-wide social benefit scheme for all poor people? (Details provided in highlighted box.),"Against or In favour of European Union-wide social benefit scheme: CARD 55It has been proposed that there should be a European Union-wide social benefit scheme for all poor people. In a moment I will ask you to tell me whether you are against or in favour of this scheme. First, look at the highlighted box at the top of this card, which shows the main features of the scheme. A European Union-wide social benefit scheme includes all of the following: ...READ OUT...- The purpose is to guarantee a minimum standard of living for all poor people in the European Union. - The level of social benefit people receive will be adjusted to reflect the cost of living in their country. - The scheme would require richer European Union countries to pay more into such a scheme than poorer European Union countries. INTERVIEWER: PAUSE TO GIVE THE RESPONDENT TIME TO READ CARD. Overall, would you be against or in favour of having such a European Union-wide social benefit scheme?Please choose your answer from the options at the bottom of the card.",ESS8e02_3,2016-06-01,179617,"The European Parliament adopted by 360 votes to 210, with 37 abstentions, a resolution on the Second World Summit for Social Development.
Sustainable development is a core principle of the EU, and the EU is committed to implementing the 2030 UN Sustainable Development Goals (SDGs) through transformative policies. However, significant inequalities, including income and gender disparities, inflation, housing insecurity, and regional imbalances, undermine social cohesion. While the EU has made prog",2025-10-09,3417,0.519703209400177,ESS,"The European Parliament approved a resolution on the Second World Summit for Social Development, aiming to address persistent issues like income inequality, gender disparities, housing insecurity, and regional imbalances that threaten social cohesion within the EU. The EU is committed to implementing the UN's 2030 Sustainable Development Goals through transformative policies."
icvacc19,Is a COVID-19 vaccine approved by the national regulatory authority and available to the public in Slovenia?,"COVID-19 vaccine approved by national regulatory authority and available to the public in country: INTERVIEWER: IS A CORONAVIRUS VACCINE APPROVED BY THE NATIONAL REGULATORY
AUTHORITY AND AVAILABLE TO THE PUBLIC IN SLOVENIA?",ESS10e03_3,2020-06-01,133728,"The European Parliament adopted by 355 votes to 263, with 71 abstentions, a resolution on ‘Meeting the global COVID-19 challenge’.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew and Greens/EFA groups.
Members recalled that there have been approximately 172 000 000 cases of COVID-19, resulting in over 3.7 million deaths worldwide and that 11 billion doses are needed to vaccinate 70 % of the world’s population, although only a fraction of this amount has been p",2021-06-09,373,0.5190713405609131,ESS,"The European Parliament passed a resolution, with 355 votes in favor, urging support for negotiations on temporarily waiving WTO agreements to increase global COVID-19 vaccine production and distribution."
testji2,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 90How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS11e04_1,2023-06-01,157788,"Renewables will have to make up 42.5% of the EU’s energy consumption by 2030, with the aim of achieving 45%
Faster approval procedure for deploying renewables
New fuels in the transport sector should lead to a 14.5% reduction of its greenhouse gas emissions",2023-09-12,103,0.5187317132949829,ESS,"The European Parliament voted to increase renewable energy consumption to 42.5% by 2030, aiming for 45%. Faster approval is required for deploying renewables in the energy sector. Additionally, new transport fuels must reduce greenhouse gas emissions by 14.5% by an unspecified date."
prtmbbg,What is the political party affiliation in Bulgaria?,"Member of which party, Bulgaria: Which one? (Bulgaria)",ESS3e03_7,2006-06-01,177666,"The European Parliament adopted by 531 votes to 69, with 79 abstentions, following the consultation procedure, a legislative on the proposal for a Council decision on the adoption by Bulgaria of the euro on 1 January 2026.
Parliament approved the Commission proposal confirming that Bulgaria has fulfilled all the necessary conditions to adopt the euro on the 1 st of January 2026. Once the decision has been confirmed by the Member States, Bulgaria will become the 21 st member of the euro zone.",2025-07-08,6977,0.5173988938331604,ESS,"The European Parliament approved Bulgaria's adoption of the euro from January 1, 2026, with 531 votes in favor and 69 against, following a consultation procedure. Once confirmed by Member States, Bulgaria will join the Eurozone as its 21st member."
prtmbbbg,What is the political party affiliation in Bulgaria?,"Member of which party, Bulgaria: Which one? (Bulgaria)",ESS5e03_6,2010-06-01,177666,"The European Parliament adopted by 531 votes to 69, with 79 abstentions, following the consultation procedure, a legislative on the proposal for a Council decision on the adoption by Bulgaria of the euro on 1 January 2026.
Parliament approved the Commission proposal confirming that Bulgaria has fulfilled all the necessary conditions to adopt the euro on the 1 st of January 2026. Once the decision has been confirmed by the Member States, Bulgaria will become the 21 st member of the euro zone.",2025-07-08,5516,0.5173988938331604,ESS,"The European Parliament approved Bulgaria's adoption of the euro from January 1, 2026, with 531 votes in favor and 69 against, following a consultation procedure. Once confirmed by Member States, Bulgaria will join the Eurozone as its 21st member."
prtmbabg,What is the political party affiliation in Bulgaria?,"Member of which party, Bulgaria: Which one? (Bulgaria)",ESS4e04_6,2008-06-01,177666,"The European Parliament adopted by 531 votes to 69, with 79 abstentions, following the consultation procedure, a legislative on the proposal for a Council decision on the adoption by Bulgaria of the euro on 1 January 2026.
Parliament approved the Commission proposal confirming that Bulgaria has fulfilled all the necessary conditions to adopt the euro on the 1 st of January 2026. Once the decision has been confirmed by the Member States, Bulgaria will become the 21 st member of the euro zone.",2025-07-08,6246,0.5173988938331604,ESS,"The European Parliament approved Bulgaria's adoption of the euro from January 1, 2026, with 531 votes in favor and 69 against, following a consultation procedure. Once confirmed by Member States, Bulgaria will join the Eurozone as its 21st member."
lklmten,How likely is it that many people will limit their energy use to help combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 43How likely do you think it is that large numbers of people will limit their energy use to try to reduce climate change?",ESS8e02_3,2016-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,2596,0.5173749923706055,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
clmthgt2,Have you given any thought to climate change before today?,How much thought about climate change before today: CARD 38How much have you thought about climate change before today?,ESS8e02_3,2016-06-01,126261,"The European Parliament adopted by 550 votes to 80, with 59 abstentions, a resolution on the EU strategy on adaptation to climate change.
According to estimates by the European Environment Agency (EEA), extreme weather and climate events accounted for EUR 426 billion in monetary terms in the EU-28 over the period 1980-2017. Damage costs from climate change are expected to be high, even if the Paris Agreement is implemented. Only an ambitious global mitigation policy can significantly reduce clim",2020-12-17,1660,0.5173519253730774,ESS,"The European Parliament passed a resolution, with 550 votes in favor and 80 against, focusing on enhancing the EU's strategy for adapting to climate change. The strategy aims to address the estimated EUR 426 billion in damages from extreme weather events over 1980-2017, with costs expected to remain high despite Paris Agreement implementation. An ambitious global mitigation policy is sought to reduce climate change impacts significantly. The resolution emphasizes a stronger focus and greater attention to adaptation within the European Green Deal."
panpriph,"Is it more important for governments to prioritize public health or economic activity during a pandemic? (Please answer on a scale of 0-10, where 0 means prioritize public health and 10 means prioritize economic activity.)","More important for governments to prioritise public health or economic activity when fighting a pandemic: ASK IF GROUP 1 AT K3
The next set of questions ask about your opinion on different government priorities when fighting a pandemic.
CARD 90Is it more important to prioritise public health or economic activity when fighting a pandemic? Please answer on a score from 0-10 using this card, where 0 means it is much more important to prioritise public health and 10 means it is much more important to prioritise economic activity.",ESS10e03_3,2020-06-01,134333,"The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their ef",2021-06-23,387,0.5172776579856873,ESS,"The European Parliament passed a resolution (443 votes, 40 against, 209 abstentions) to address the impact of COVID-19 on developing countries. The pandemic has worsened debt problems in these nations, hindering their progress towards Sustainable Development Goals (SDGs). The economic fallout from anti-COVID measures risks increasing global inequalities."
testii4,How likely is it that limiting energy use by many people could help reduce climate change? (If C33 = 2),"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 2 AT C33 (IF C33 = 2)
To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don’t try to remember what you answered before but treat them as if they  were completely new questions.
CARD 87Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",ESS10e03_3,2020-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,1135,0.5172746777534485,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
ppwwkp,What percentage of people at your workplace are women?,Proportion of women at workplace: CARD 81What is the proportion of women at your workplace?,ESS5e03_6,2010-06-01,141461,"Working women in the EU earn on average 13% less than men when doing the same job
Companies to be obliged to  report on gender pay gap
Pay secrecy in work contracts to be prohibited
Gender action plan to be developed when pay gap is higher than 2.5%",2022-04-05,4326,0.5171190500259399,ESS,"In the European Parliament, a vote was passed to require companies to report on their gender pay gaps and ban pay secrecy in work contracts. A gender action plan will be developed when the pay gap exceeds 2.5%."
testji8,How likely is it that many people will voluntarily limit their energy use to help combat climate change?,"How likely, large numbers of  people limit energy use: STILL CARD 92How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS11e04_1,2023-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,40,0.5169046521186829,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
testii8,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 88How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS10e03_3,2020-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,1135,0.5162779688835144,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
hscopc19,How satisfied are you with the way health services in [country] handled the COVID-19 pandemic and its consequences?,"How satisfied with the way health services coped with COVID-19 and its consequences in country: STILL CARD 94Still using this card, please tell me how satisfied you are with the way health services in [country] coped with the coronavirus pandemic and its consequences?",ESS10e03_3,2020-06-01,130848,"The European Parliament adopted by 616 votes to 29, with 45 abstentions, a resolution on the accessibility and affordability of COVID testing.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR, The Left groups.
The resolution highlighted that effective testing is considered as a decisive tool to contain the spread of SARS-CoV-2 and its variants of concern, detect infections and limit isolation and quarantine measures, and will continue to play a key role in facilitat",2021-04-29,332,0.5156636834144592,ESS,"The European Parliament passed a resolution (616-29, 45 abstentions) on COVID testing accessibility and affordability, emphasizing its role in controlling SARS-CoV-2 spread and facilitating free movement during the pandemic. However, access varies significantly among Member States."
hapnpc19,Have any of the following occurred for you due to the COVID-19 pandemic? (Choose all that apply),"Things happened since start of COVID-19: not applicable: ASK IF RESPONDENT'S D.O.B IS LATER THAN 1950 AT F3. 
CARD 100Using this card, please tell me if any of the following happened to you as a result of the coronavirus pandemic? Please include anything that has happened at any time since the start of the pandemic, even if it is no longer impacting you. Not applicableSelect all that apply.",ESS10e03_3,2020-06-01,146601,"The European Parliament adopted by 437 votes to 94, with 39 abstentions, a resolution on the protection of the European Union’s financial interests – combating fraud – annual report 2020.
The annual report on the protection of the European Union's financial interests and the fight against fraud in 2020 (PIF report) highlights the risks associated with the COVID-19 pandemic, both in terms of revenue and expenditure. Indeed, COVID-19 is likely to offer new opportunities to fraudsters, due to the i",2022-07-07,766,0.5144603848457336,ESS,"The European Parliament passed a resolution (437-94) emphasizing the need for enhanced financial protection against fraud, particularly amid COVID-19, urging all Member States to maintain strict control over emergency spending."
testic37,"If a large number of people limited their energy use, how likely would it be to reduce climate change? (Only ask Group 2 at C33 if C33 equals 2)","Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 2 AT C33 (IF C33 = 2)
CARD 33Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",ESS10e03_3,2020-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,1135,0.5142037272453308,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
clmthgt2,Have you given any thought to climate change before today?,How much thought about climate change before today: CARD 38How much have you thought about climate change before today?,ESS8e02_3,2016-06-01,156426,"The European Parliament adopted by 395 votes to 109, with 31 abstentions, a resolution on a European Day for the victims of the global climate crisis.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA and The Left groups.
Climate change is leading to more unpredictable weather phenomena, including more frequent and intense heatwaves, wildfires and floods, to threats to food, water safety and security, and to the emergence and spread of infectious diseases, which are inten",2023-06-15,2570,0.5140957236289978,ESS,"The European Parliament passed a resolution, by 395 votes to 109, recognizing a European Day for victims of the global climate crisis. The text was proposed by multiple groups, including EPP, S&D, Renew, Greens/EFA, and The Left. This day aims to acknowledge the rising human toll from climate change-induced disasters such as heatwaves, wildfires, floods, and infectious diseases."
sclcdm,"Have you donated money to any social clubs, clubs for the young, retirement/elderly clubs, women's groups, or friendly societies in the last 12 months? (Check all that apply for each organization)","Social club etc., last 12 months: donated money: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? Donated moneyREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",ESS1e06_7,2002-06-01,160063,"The European Parliament adopted by 499 votes to 56, with 52 abstentions, a resolution on the implementation of the European Solidarity Corps programme 2021-2027.
Members stressed that the visibility of the programme is still relatively low, particularly among regional and local youth organisations. With the European Year of Youth in 2022 proving to be a unique opportunity to enhance the programme’s visibility, it is necessary to employ sufficient means to promote the programme more widely and cr",2023-11-21,7843,0.5134776830673218,ESS,"The European Parliament passed a resolution (499 votes in favor, 56 against, 52 abstentions) to boost visibility for the European Solidarity Corps program 2021-2027. Recognizing the need for increased awareness among youth organizations, particularly at regional and local levels, they aim to leverage the European Year of Youth in 2022 to enhance the program's visibility and establish a recognizable brand. The Commission and national agencies are encouraged to collaborate more closely on best practices, procedures, and promotion efforts."
prtclbg,What political party in Bulgaria do you feel closest to?,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",ESS3e03_7,2006-06-01,177666,"The European Parliament adopted by 531 votes to 69, with 79 abstentions, following the consultation procedure, a legislative on the proposal for a Council decision on the adoption by Bulgaria of the euro on 1 January 2026.
Parliament approved the Commission proposal confirming that Bulgaria has fulfilled all the necessary conditions to adopt the euro on the 1 st of January 2026. Once the decision has been confirmed by the Member States, Bulgaria will become the 21 st member of the euro zone.",2025-07-08,6977,0.5131974816322327,ESS,"The European Parliament approved Bulgaria's adoption of the euro from January 1, 2026, with 531 votes in favor and 69 against, following a consultation procedure. Once confirmed by Member States, Bulgaria will join the Eurozone as its 21st member."
prtclfbg,What political party in Bulgaria do you feel closest to?,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",ESS11e04_1,2023-06-01,177666,"The European Parliament adopted by 531 votes to 69, with 79 abstentions, following the consultation procedure, a legislative on the proposal for a Council decision on the adoption by Bulgaria of the euro on 1 January 2026.
Parliament approved the Commission proposal confirming that Bulgaria has fulfilled all the necessary conditions to adopt the euro on the 1 st of January 2026. Once the decision has been confirmed by the Member States, Bulgaria will become the 21 st member of the euro zone.",2025-07-08,768,0.5131974816322327,ESS,"The European Parliament approved Bulgaria's adoption of the euro from January 1, 2026, with 531 votes in favor and 69 against, following a consultation procedure. Once confirmed by Member States, Bulgaria will join the Eurozone as its 21st member."
prtclebg,What political party in Bulgaria do you feel closest to?,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",ESS10e03_3,2020-06-01,177666,"The European Parliament adopted by 531 votes to 69, with 79 abstentions, following the consultation procedure, a legislative on the proposal for a Council decision on the adoption by Bulgaria of the euro on 1 January 2026.
Parliament approved the Commission proposal confirming that Bulgaria has fulfilled all the necessary conditions to adopt the euro on the 1 st of January 2026. Once the decision has been confirmed by the Member States, Bulgaria will become the 21 st member of the euro zone.",2025-07-08,1863,0.5131974816322327,ESS,"The European Parliament approved Bulgaria's adoption of the euro from January 1, 2026, with 531 votes in favor and 69 against, following a consultation procedure. Once confirmed by Member States, Bulgaria will join the Eurozone as its 21st member."
