sheet_id,question_en,question_fr,file_name,survey_date,question_clean
sclcdm,"Social club etc., last 12 months: donated money: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? Donated moneyREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Have you donated money to any social clubs, clubs for the young, retirement/elderly clubs, women's groups, or friendly societies in the last 12 months? (Check all that apply for each organization)"
sclcmmb,"Social club etc., last 12 months: member: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? MemberREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Are you a member of any social clubs, clubs for the young, clubs for the retired/elderly, women's groups, or friendly societies in the last 12 months? (Check all that apply)"
sclcna,"Social club etc., last 12 months: no answer: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? No answerREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Which voluntary organizations have you been a part of in the last 12 months (social club, clubs for the young, retired/elderly, women, or friendly societies)? Please select all that apply."
sclcnn,"Social club etc., last 12 months: none apply: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? NoneREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Do any of the following voluntary organizations apply to you in the last 12 months: social club, club for the young, retired/elderly, women's groups, or friendly societies? (Select all that apply)"
sclcptp,"Social club etc., last 12 months: participated: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? ParticipatedREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Have you participated in any social clubs, clubs for the young, clubs for the retired/elderly, women's groups, or friendly societies within the last 12 months? (Check all that apply)"
sclcref,"Social club etc., last 12 months: refusal: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? RefusalREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Have you refused membership to any social clubs, clubs for the young, clubs for the retired/elderly, women's groups, or friendly societies in the last 12 months? (Check all that apply)"
sclcvw,"Social club etc., last 12 months: voluntary work: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? Voluntary workREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Have you done any voluntary work at a social club, club for the young, retirement/elderly club, women's group, or friendly society in the last 12 months? (Check all that apply)"
sgnptit,"Signed petition last 12 months: ASK ALLThere are different ways of trying to improve things in [country] or help prevent things from going wrong. During the last 12 months, have you done any of the following? Have you... ...signed a petition?READ OUT...",,ESS11e04_1,2023-06-01,Did you sign a petition in the past 12 months as a way to improve or prevent issues in [country]?
sptcdm,"Sports/outdoor activity club, last 12 months: donated money: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...Firstly, a sports club or club for out-door activities? Donated moneyREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,Have you donated money to a sports/outdoor activity club in the last 12 months? (Check all that apply)
sptcmmb,"Sports/outdoor activity club, last 12 months: member: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...Firstly, a sports club or club for out-door activities? MemberREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,Are you currently or have you been a member of a sports/outdoor activity club in the last 12 months?
sptcvw,"Sports/outdoor activity club, last 12 months: voluntary work: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...Firstly, a sports club or club for out-door activities? Voluntary workREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,Have you volunteered at a sports/outdoor activity club in the last 12 months? (Check all that apply)
stfedu,"State of education in country nowadays: CARD 13Now, using this card, please say what you think overall about the state of education in [country] nowadays?",,ESS11e04_1,2023-06-01,What is your opinion on the current state of education in [country]?
stpldmi,"Important for democracy: government sticks to policies regardless of what most people think: ASK IF GOVERNMENT SHOULD STICK TO ITS PLANNED POLICIES AT D25 (IF D25 = 2)
CARD 40How important do you think it is for democracy in general that the government sticks to its planned policies regardless of what most people think?Please use this card.",,ESS10e03_3,2020-06-01,"How important is it for democracy that the government follows its planned policies, even if they go against public opinion? (If D25 = 2)"
testic34,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 1 AT C33 (IF C33 = 1) 
CARD 32Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01,How likely is it that limiting energy use by many people would help reduce climate change? (Ask only if Group 1 at C33 = 1)
testic35,"How likely, large numbers of people limit energy use: STILL CARD 32How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01,How likely is it that many people will voluntarily reduce their energy use to combat climate change?
testic36,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 32And how likely do you think it is that governments  in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01,How likely is it that governments in enough countries will take action to reduce climate change?
testic37,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 2 AT C33 (IF C33 = 2)
CARD 33Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01,"If a large number of people limited their energy use, how likely would it be to reduce climate change? (Only ask Group 2 at C33 if C33 equals 2)"
testic38,"How likely, large numbers of people limit energy use: STILL CARD 33How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01,How likely is it that many people will voluntarily reduce their energy use to combat climate change?
testic39,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 33And how likely do you think it is that governments  in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01,How likely is it that governments in enough countries will take action to reduce climate change?
testic40,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 3 AT C33 (IF C33 = 3)
CARD 34Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01,"If a large number of people reduced their energy use, how likely would it be to reduce climate change? (Only ask Group 3 at C33 if C33 equals 3)"
testic41,"How likely, large numbers of people limit energy use: STILL CARD 34How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01,How likely is it that many people will voluntarily reduce their energy use to combat climate change?
testic42,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 34And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01,How likely is it that governments in enough countries will take action to reduce climate change?
testii1,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 1 AT C33 (IF C33 = 1)
To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don’t try to remember what you answered before but treat them as if they were completely new questions.
CARD 86Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01,How likely is it that limiting energy use by many people could help reduce climate change? (If C33 = 1)
testii2,"How likely, large numbers of people limit energy use: STILL CARD 86How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01,How likely is it that many people will voluntarily reduce their energy use to combat climate change?
testii3,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 86And how likely do you think it is that governments  in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01,How likely is it that governments in enough countries will take action to reduce climate change?
testii4,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 2 AT C33 (IF C33 = 2)
To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don’t try to remember what you answered before but treat them as if they  were completely new questions.
CARD 87Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01,How likely is it that limiting energy use by many people could help reduce climate change? (If C33 = 2)
testii5,"How likely, large numbers of people limit energy use: STILL CARD 87How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01,How likely is it that many people will voluntarily reduce their energy use to combat climate change?
testii6,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 87And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01,How likely is it that governments in enough countries will take action to reduce climate change?
testii7,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 3 AT C33 (IF C33 = 3) 
To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don’t try to remember what you answered before but treat them as if they were completely new questions.
CARD 88Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01,How likely is it that limiting energy use by many people could help reduce climate change? (If C33 = 3)
testii8,"How likely, large numbers of people limit energy use: STILL CARD 88How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01,How likely is it that many people will voluntarily reduce their energy use to combat climate change?
testii9,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 88And how likely do you think it is that governments  in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01,How likely is it that governments in enough countries will take action to reduce climate change?
testjc34,"Imagine large numbers of people limit energy use, how likely reduce climate change: CARD 30Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that limiting energy use by many people would help reduce climate change?
testjc35,"How likely, large numbers of people limit energy use: STILL CARD 30How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that many people will voluntarily reduce their energy use to combat climate change?
testjc36,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 30And how likely do you think it is that governments in enough countries40 will take action that reduces climate change?",,ESS11e04_1,2023-06-01,How likely is it that governments in enough countries will take action to reduce climate change?
testjc37,"Imagine large numbers of people limit energy use, how likely reduce climate change: CARD 31Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that limiting energy use by many people would help reduce climate change?
testjc38,"How likely, large numbers of  people limit energy use: STILL CARD 31How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that many people will voluntarily reduce their energy use to combat climate change?
testjc39,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 31And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS11e04_1,2023-06-01,How likely is it that governments in enough countries will take action to reduce climate change?
testjc40,"Imagine large numbers of people limit energy use, how likely reduce climate change: CARD 32Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that limiting energy use by many people would help reduce climate change?
testjc41,"How likely, large numbers of people limit energy use: STILL CARD 32How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that many people will voluntarily reduce their energy use to combat climate change?
testjc42,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 32And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS11e04_1,2023-06-01,How likely is it that governments in enough countries will take action to reduce climate change?
testji1,"Imagine large numbers of people limit energy use, how likely reduce climate change: To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don't try to remember what you answered before but treat them as if they were completely new questions.
CARD 90Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that limiting energy use by many people could help reduce climate change?
testji2,"How likely, large numbers of people limit energy use: STILL CARD 90How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that many people will voluntarily reduce their energy use to combat climate change?
testji3,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 90And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS11e04_1,2023-06-01,How likely is it that governments in enough countries will take action to reduce climate change?
testji4,"Imagine large numbers of people limit energy use, how likely reduce climate change: To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don't try to remember what you answered before but treat them as if they were completely new questions.
CARD 91Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that limiting energy use by many people could help reduce climate change?
testji5,"How likely, large numbers of people limit energy use: STILL CARD 91How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that many people will voluntarily reduce their energy use to combat climate change?
testji6,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 91And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS11e04_1,2023-06-01,How likely is it that governments in enough countries will take action to reduce climate change?
testji7,"Imagine large numbers of people limit energy use, how likely reduce climate change: To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don't try to remember what you answered before but treat them as if they were completely new questions.
CARD 92Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that limiting energy use by many people could help reduce climate change?
testji8,"How likely, large numbers of  people limit energy use: STILL CARD 92How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01,How likely is it that many people will voluntarily limit their energy use to help combat climate change?
testji9,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 92And how likely do you think it is that governments in enough countries40 will take action that reduces climate change?",,ESS11e04_1,2023-06-01,How likely is it that enough governments will take action to reduce climate change?
trfoct,"How likely to be caught if committed traffic offence: CARD 26Now just suppose you were to do any of these things in [country]. Using this card, please tell me how likely it is that you would be caught and punished if you... ...committed a traffic offence like speeding or crossing a red light?READ OUT...",,ESS5e03_6,2010-06-01,How likely are you to get caught for committing a traffic offense (like speeding or running a red light) in [country]?
trfowr,How wrong to commit traffic offence: CARD 25Using this card please tell me how wrong it is to... ...commit a traffic offence like speeding or crossing a red light?READ OUT...,,ESS5e03_6,2010-06-01,Is committing a traffic offence like speeding or crossing a red light wrong?
trrenyr,How likely terrorist attack in Europe during next twelve months: ASK ALLDo you think that a terrorist attack somewhere in Europe during the next twelve months is?READ OUT...,,ESS4e04_6,2008-06-01,Is a terrorist attack in Europe likely within the next 12 months?
trrprsn,"Terrorist suspect in prison until police satisfied: READ OUT EACH STATEMENT AND CODE IN GRIDUsing this card, please say how much you agree or disagree with each of these statements If a man is suspected of planning a terrorist attack in [COUNTRY], the police should have the power to keep him in prison until they are satisfied he was not involved.",,ESS4e04_6,2008-06-01,"Do you agree that if someone is suspected of planning a terrorist attack, the police should be able to keep them in prison until they are certain they were not involved?"
trstep,"Trust in the European Parliament: CARD 9Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Firstly... ...the European Parliament?READ OUT...",,ESS11e04_1,2023-06-01,How much do you personally trust the European Parliament (on a scale of 0-10)?
trummb,"Trade union, last 12 months: member: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a trade union? MemberREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,Are you a member of a trade union within the past 12 months? (Check all that apply)
trunn,"Trade union, last 12 months: none apply: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a trade union? NoneREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,Are you currently a member of any trade unions in the last 12 months? (Check all that apply)
trwkcnt,"Women/men: treated equally fairly in hiring, pay or promotions at work in [country]: STILL CARD 58And what about in hiring, pay or promotions at work?",,ESS11e04_1,2023-06-01,"Are women and men treated equally fairly in terms of hiring, pay, and promotions at work in [country]?"
txadleq,"Tax authorities give special advantages or deal with everyone equally: STILL CARD 32And using the same card, please tell me whether you think the tax authorities in [country] give special advantages to certain people or deal with everyone equally?",,ESS4e04_6,2008-06-01,Do tax authorities in [country] give special advantages or treat everyone equally?
txautef,"Tax authorities, how efficient in doing their job: STILL CARD 31And how efficient do you think the tax authorities are at things like handling queries on time, avoiding mistakes and preventing fraud? Please use this card where 0 means they are extremely inefficient in doing their job and 10 means they are extremely efficient.",,ESS4e04_6,2008-06-01,"How efficient are tax authorities in handling queries, avoiding mistakes, and preventing fraud? (Use a scale of 0-10, where 0 means extremely inefficient and 10 means extremely efficient.)"
vacc19,Respondent received at least one dose of a vaccine against coronavirus approved by the national regulatory authority in [country]?: Have you received at least one dose of a vaccine against coronavirus?,,ESS11e04_1,2023-06-01,Have you received at least one dose of a coronavirus vaccine approved by your country's regulatory authority?
votedir,"Citizens have the final say on political issues by voting directly in referendums: ASK ALL 
CARD 35Using this card, please tell me how important you think it is for democracy in general... ...that citizens have the final say on the most important political issues by voting on them directly in referendums?READ OUT...",,ESS10e03_3,2020-06-01,Is it important for citizens to have the final say on major political issues through direct voting in referendums?
votedirc,"In country citizens have the final say on political issues by voting directly in referendums: CARD 36Using this card, please tell me to what extent you think each of the following statements applies in [country].  0 means you think the statement does not apply at all and 10 means you think it applies completely. Citizens in [country] have the final say on the most important political issues by voting on them directly in referendums.READ OUT EACH STATEMENT",,ESS10e03_3,2020-06-01,Do citizens in [country] have the final say on major political issues through direct voting in referendums?
vteubcmb,"Would vote for [country] to become member of European Union or remain outside: ASK ALL 
Now a question on a different topic.Imagine there were a referendum in [country] tomorrow about membership of the European Union. Would you vote for [country] to become a member of the European Union or to remain outside the European Union?",,ESS11e04_1,2023-06-01,"If there was a referendum tomorrow in [country], would you vote for it to join the European Union, or to remain outside?"
vteumbgb,"Would vote for [country] to remain member of European Union or leave, United Kingdom: Now we want to ask you a few questions on the EU referendum that was held in the United Kingdom in June 2016. This referendum was on whether the UK should remain a member of the European Union or leave the European Union.If there were to be a new referendum tomorrow, would you vote for the UK to remain a member of the European Union or leave the European Union? (United Kingdom)",,ESS9e03_3,2018-06-01,"If there's a new EU referendum tomorrow, would you vote for the UK to stay in the European Union or leave? (UK)"
wevdct,How willing to give evidence in court against the accused: And how willing would you be to give evidence in court against the accused? Would you be...READ OUT...,,ESS5e03_6,2010-06-01,Are you willing to give evidence in court against the accused?
wexashr,"How often women exaggerate claims of sexual harassment in the workplace: CARD 66Now using this card, in your opinion, how often do women exaggerate claims of sexual harassment in the workplace?",,ESS11e04_1,2023-06-01,Do women often exaggerate claims of sexual harassment at work?
wlespdm,"How often women paid less than men for same work in [country]: STILL CARD 65Still using this card, in your opinion, how often are women paid less than men for the same work in [country]?",,ESS11e04_1,2023-06-01,How often is wage equality between men and women in [country]?
wmcpwrk,"Women should be prepared to cut down on paid work for sake of family: CARD 68I am now going to read out some statements about men and women and their place in the family. Using this card, please tell me how much you agree or disagree with the following statements. A woman should be prepared to cut down on her paid work for the sake of her family.",,ESS5e03_6,2010-06-01,Should a woman reduce her paid work for the sake of her family?
wpmwkcp,"Regular meetings between representatives of employer and employees at workplace: At your workplace are there regular meetings between representatives of the employer and employees, in which working conditions and practices can be discussed?",,ESS5e03_6,2010-06-01,Are there regular meetings at your workplace for discussions about working conditions and practices between employer and employee representatives?
wprtbym,"Women should be protected by men: CARD 67Now using this card, how much do you agree or disagree that women should be protected by men?",,ESS11e04_1,2023-06-01,Do you agree or disagree that women should be protected by men?
wrclmch,How worried about climate change: CARD 31How worried are you about climate change?,,ESS11e04_1,2023-06-01,How worried are you about climate change?
wrdpfos,"How worried, [country] too dependent on fossil fuels: STILL CARD 36How worried are you about [country] being too dependent on using energy generated by fossil fuels such as oil, gas and coal?",,ESS8e02_3,2016-06-01,How concerned are you about [country] being overly reliant on fossil fuels for energy?
wrdpimp,"How worried, [country] too dependent on energy imports: STILL CARD 36How worried are you about [country] being too dependent on energy imports from other countries?",,ESS8e02_3,2016-06-01,Are you concerned about [country] being overly reliant on energy imports from other nations?
