sheet_id,question_en,question_fr,file_name,survey_date
trstep,"Trust in the European Parliament: CARD 9Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Firstly... ...the European Parliament?READ OUT...",,ESS11e04_1,2023-06-01
trummb,"Trade union, last 12 months: member: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a trade union? MemberREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
trunn,"Trade union, last 12 months: none apply: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a trade union? NoneREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
trwkcnt,"Women/men: treated equally fairly in hiring, pay or promotions at work in [country]: STILL CARD 58And what about in hiring, pay or promotions at work?",,ESS11e04_1,2023-06-01
txadleq,"Tax authorities give special advantages or deal with everyone equally: STILL CARD 32And using the same card, please tell me whether you think the tax authorities in [country] give special advantages to certain people or deal with everyone equally?",,ESS4e04_6,2008-06-01
txautef,"Tax authorities, how efficient in doing their job: STILL CARD 31And how efficient do you think the tax authorities are at things like handling queries on time, avoiding mistakes and preventing fraud? Please use this card where 0 means they are extremely inefficient in doing their job and 10 means they are extremely efficient.",,ESS4e04_6,2008-06-01
vacc19,Respondent received at least one dose of a vaccine against coronavirus approved by the national regulatory authority in [country]?: Have you received at least one dose of a vaccine against coronavirus?,,ESS11e04_1,2023-06-01
votedir,"Citizens have the final say on political issues by voting directly in referendums: ASK ALL 
CARD 35Using this card, please tell me how important you think it is for democracy in general... ...that citizens have the final say on the most important political issues by voting on them directly in referendums?READ OUT...",,ESS10e03_3,2020-06-01
votedirc,"In country citizens have the final say on political issues by voting directly in referendums: CARD 36Using this card, please tell me to what extent you think each of the following statements applies in [country].  0 means you think the statement does not apply at all and 10 means you think it applies completely. Citizens in [country] have the final say on the most important political issues by voting on them directly in referendums.READ OUT EACH STATEMENT",,ESS10e03_3,2020-06-01
vteubcmb,"Would vote for [country] to become member of European Union or remain outside: ASK ALL 
Now a question on a different topic.Imagine there were a referendum in [country] tomorrow about membership of the European Union. Would you vote for [country] to become a member of the European Union or to remain outside the European Union?",,ESS11e04_1,2023-06-01
vteumbgb,"Would vote for [country] to remain member of European Union or leave, United Kingdom: Now we want to ask you a few questions on the EU referendum that was held in the United Kingdom in June 2016. This referendum was on whether the UK should remain a member of the European Union or leave the European Union.If there were to be a new referendum tomorrow, would you vote for the UK to remain a member of the European Union or leave the European Union? (United Kingdom)",,ESS9e03_3,2018-06-01
wevdct,How willing to give evidence in court against the accused: And how willing would you be to give evidence in court against the accused? Would you be...READ OUT...,,ESS5e03_6,2010-06-01
wexashr,"How often women exaggerate claims of sexual harassment in the workplace: CARD 66Now using this card, in your opinion, how often do women exaggerate claims of sexual harassment in the workplace?",,ESS11e04_1,2023-06-01
wlespdm,"How often women paid less than men for same work in [country]: STILL CARD 65Still using this card, in your opinion, how often are women paid less than men for the same work in [country]?",,ESS11e04_1,2023-06-01
wmcpwrk,"Women should be prepared to cut down on paid work for sake of family: CARD 68I am now going to read out some statements about men and women and their place in the family. Using this card, please tell me how much you agree or disagree with the following statements. A woman should be prepared to cut down on her paid work for the sake of her family.",,ESS5e03_6,2010-06-01
wpmwkcp,"Regular meetings between representatives of employer and employees at workplace: At your workplace are there regular meetings between representatives of the employer and employees, in which working conditions and practices can be discussed?",,ESS5e03_6,2010-06-01
wprtbym,"Women should be protected by men: CARD 67Now using this card, how much do you agree or disagree that women should be protected by men?",,ESS11e04_1,2023-06-01
wrclmch,How worried about climate change: CARD 31How worried are you about climate change?,,ESS11e04_1,2023-06-01
wrdpfos,"How worried, [country] too dependent on fossil fuels: STILL CARD 36How worried are you about [country] being too dependent on using energy generated by fossil fuels such as oil, gas and coal?",,ESS8e02_3,2016-06-01
wrdpimp,"How worried, [country] too dependent on energy imports: STILL CARD 36How worried are you about [country] being too dependent on energy imports from other countries?",,ESS8e02_3,2016-06-01
