sheet_id,question_en,question_fr,file_name,survey_date
occf14a,Father's occupation when respondent 14: CARD 60Which of the descriptions on this card best describes the sort of work he did when you were 14?,,ESS3e03_7,2006-06-01
occf14b,"Father's occupation when respondent 14: ASK IF FATHER WORKING OR DON’T KNOW AT F53 (IF F53 = 1, 2, 8)
CARD 56Which of the descriptions on this card best describes the sort of work he did when you were 14?CODE ONE ANSWER ONLY
INTERVIEWER: Respondents must choose a category themselves. If necessary add: 'There is no right or wrong answer. Just choose the category you think fits best'.",,ESS11e04_1,2023-06-01
occf14ie,"Father's occupation when respondent 14, Ireland: Which of the descriptions on this card best describes the sort of work he did when you were 14 (Ireland)",,ESS1e06_7,2002-06-01
occinfr,"Net [pay/pensions/social benefits] of people same occupation as you in country, how fair: STILL CARD 59/62/65In general, do you think the pay of people who work in the same occupation as you in [country] is unfairly low, fair, or unfairly high? In general, do you think the incomes from pensions of people who worked in the same occupation as you in [country] are unfairly low, fair, or unfairly high? In general, do you think the incomes from social benefits of people receiving social benefits in [country] are unfairly low, fair, or unfairly high?INTERVIEWER: If the respondent needs additional instructions on how to use the scale, please say: If you think your pay is unfairly low, please choose a number from the left-hand side (-4 to -1). If you think your pay is fair, please choose 0. If you think your pay is unfairly high, please choose a number from the right-hand side (1 to 4).",,ESS9e03_3,2018-06-01
occm14,Mother's occupation when respondent 14: CARD 64Which of the descriptions on this card best describes the sort of work she did when you were 14,,ESS1e06_7,2002-06-01
occm14a,Mother's occupation when respondent 14: CARD 62Which of the descriptions on this card best describes the sort of work she did when you were 14?,,ESS3e03_7,2006-06-01
occm14b,"Mother's occupation when respondent 14: ASK IF MOTHER WORKING OR DON’T KNOW AT F56 (IF F56 = 1, 2, 8)
CARD 58Which of the descriptions on this card best describes the sort of work she did when you were 14?CODE ONE ANSWER ONLY
INTERVIEWER: Respondents must choose a category themselves. If necessary add: 'There is no right or wrong answer. Just choose the category you think fits best'.",,ESS11e04_1,2023-06-01
occm14ie,"Mother's occupation when respondent 14, Ireland: Which of the descriptions on this card best describes the sort of work she did when you were 14 (Ireland)",,ESS1e06_7,2002-06-01
oldfrl,"To be considered as old, how important to be physically frail. SPLIT BALLOT: STILL CARD 26To be considered old how important is it for a man to be physically frail?Choose your answer from this card",,ESS3e03_7,2006-06-01
oldgpnt,"To be considered as old, how important to be a grandmother/ grandfather. SPLIT BALLOT: STILL CARD 26To be considered old how important is it for a man to be a grandfather?(Choose your answer from this card)",,ESS3e03_7,2006-06-01
oldhlpo,"To be considered as old, how important to need others look after. SPLIT BALLOT: STILL CARD 26And to be considered old, how important is it for a man to need the help of others to look after him?(Choose your answer from this card)",,ESS3e03_7,2006-06-01
olwmsop,"You should always obey law even if it means missing good opportunities: CARD 37Using this card, how much do you agree or disagree with these statements about how people see rules and laws? You should always strictly obey the law even if it means missing good opportunities.",,ESS2e03_6,2004-06-01
oppcrgv,"Opposition parties are free to criticise the government: ASK ALL CARD 37Using this card, please tell me how important you think it is for democracy in general... ...that opposition parties are free to criticise the government?READ OUT...",,ESS6e02_7,2012-06-01
oppcrgvc,"In country opposition parties are free to criticise the government: CARD 38Using this card, please tell me to what extent you think each of the following statements applies in [country]. 0 means you think the statement does not apply at all and 10 means you think it applies completely. Opposition parties in [country] are free to criticise the government.READ OUT EACH STATEMENT AND CODE IN THE GRID",,ESS6e02_7,2012-06-01
oprtad,"Current job: Good opportunities for advancement: ASK IF MAIN ACTIVITY PAID WORK AND EMPLOYEE (code 1 at G18) CARD 80Still thinking about your current job, how much do you agree or disagree with each of the following statements? My opportunities for advancement are good.",,ESS5e03_6,2010-06-01
optftr,"Always optimistic about my future: CARD 24Using this card, please say how much you agree or disagree with each of the following statements. I'm always optimistic about my futureREAD OUT EACH STATEMENT AND CODE IN GRID",,ESS6e02_7,2012-06-01
orgfd3y,"Financial difficulty in the organisation for which you work, last 3 years: NOTE TO INTERVIEWER: if not in organisation for three years, ask 'since you joined the organisation'.During the last three years, would you say that the organisation for which you work has experienced...READ OUT...",,ESS5e03_6,2010-06-01
orgwrk,To what extent organise own work: ASK ALL WORKING/PREVIOUSLY WORKEDTo what extent can/could you organise your own work? Can you...READ OUT,,ESS1e06_7,2002-06-01
othvdm,"Other voluntary organisation, last 12 months: donated money: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? Donated moneyREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
othvfrd,"Personal friends in other voluntary organisation: ASK b)FOR EACH ORGANISATION CODED 1 TO 4 AT a). IF ALL CODED '0', GO TO E13Do you have personal friends within this organisation? ...any other voluntary organisation such as the ones I've just mentioned?",,ESS1e06_7,2002-06-01
othvmmb,"Other voluntary organisation, last 12 months: member: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? MemberREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
othvna,"Other voluntary organisation, last 12 months: no answer: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? No answerREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
othvnn,"Other voluntary organisation, last 12 months: none apply: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? NoneREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
othvptp,"Other voluntary organisation, last 12 months: participated: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? ParticipatedREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
othvref,"Other voluntary organisation, last 12 months: refusal: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? RefusalREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
othvvw,"Other voluntary organisation, last 12 months: voluntary work: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? Voluntary workREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
ownrdcc,"How likely, limiting own energy use reduce climate change: STILL CARD 43How likely do you think it is that limiting your own energy use would help reduce climate change?",,ESS8e02_3,2016-06-01
p20cnec,"People in their 20s contribution to the economy these days: CARD 48All things considered, do you think people in their 20s contribute very little or a great deal economically to [country] these days? Please use this card where 0 means they contribute very little economically to [country] and 10 means they contribute a great deal.",,ESS4e04_6,2008-06-01
p20cust,People in their 20s effect on customs and way of life: CARD 47Please tell me whether you think most people in their 20s have a good or bad effect on [country]'s customs and way of life? Choose your answer from this card where 0 means an extremely bad effect and 10 means an extremely good effect.,,ESS4e04_6,2008-06-01
p70cnec,"People over 70 contribution to the economy these days: CARD 51All things considered, do you think people over 70 contribute very little or a great deal economically to [country] these days? Please use this card where 0 means they contribute very little economically to [country] and 10 means they contribute a great deal.",,ESS4e04_6,2008-06-01
p70cust,People over 70 effect on customs and way of life: CARD 50Please tell me whether you think most people over 70 have a good or bad effect on [country]'s customs and way of life? Choose your answer from this card where 0 means an extremely bad effect and 10 means an extremely good effect.,,ESS4e04_6,2008-06-01
p70hltb,"People over 70 a burden on health service these days: CARD 49Using this card, please tell me whether or not you think people over 70 are a burden on [country]'s health service these days? 0 means no burden and 10 means a great burden.",,ESS4e04_6,2008-06-01
pactlot,"My life involves a lot of physical activity: CARD 35Using this card, please tell me to what extent you agree or disagree with each of the following statements. My life involves a lot of physical activity.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS3e03_7,2006-06-01
panclobo,"How important for country to close its borders when fighting a pandemic: CARD 93Using this card, how important is it for [country] to close its borders when fighting a pandemic?",,ESS10e03_3,2020-06-01
panfolru,"More important to follow government rules or to make own decisions when fighting a pandemic: ASK IF GROUP 1 AT K3
Now some more questions on different government priorities when fighting a pandemic.
ASK IF GROUP 2 AT K3
Now some questions on different government priorities when fighting a pandemic.
ASK ALL
CARD 92Is it more important for you personally to follow government rules or to make your own decisions when fighting a pandemic? Please answer on a score from 0-10 using this card, where 0 means it is much more important to follow government rules and 10 means it is much more important to make your own decisions.",,ESS10e03_3,2020-06-01
panmonpb,"More important for governments to monitor and track the public or to maintain public privacy when fighting a pandemic: CARD 91Is it more important for governments to monitor and track the public or to maintain public privacy when fighting a pandemic? Please answer on a score from 0-10 using this card, where 0 means it is much more important to monitor and track the public and 10 means it is much more important to maintain public privacy.",,ESS10e03_3,2020-06-01
panpriph,"More important for governments to prioritise public health or economic activity when fighting a pandemic: ASK IF GROUP 1 AT K3
The next set of questions ask about your opinion on different government priorities when fighting a pandemic.
CARD 90Is it more important to prioritise public health or economic activity when fighting a pandemic? Please answer on a score from 0-10 using this card, where 0 means it is much more important to prioritise public health and 10 means it is much more important to prioritise economic activity.",,ESS10e03_3,2020-06-01
panresmo,"How important to restrict people's movement between different parts of country when fighting a pandemic: STILL CARD 93Still using this card, how important is it to restrict people's movement between different parts of [country] when fighting a pandemic?",,ESS10e03_3,2020-06-01
partner,Lives with husband/wife/partner at household grid: ASK ALL INTERVIEWER CODE:INTERVIEWER CODE:,,ESS1e06_7,2002-06-01
payavtx,"Paid cash with no receipt to avoid VAT or tax, last 5 years: CARD 39How often, if ever, have you done each of these things in the last five years? Use this card for your answers. How often, if ever, have you? ...paid cash with no receipt so as to avoid paying VAT or other taxes?READ OUT...",,ESS2e03_6,2004-06-01
payprd,How long period pay cover: How long a period does that pay cover?,,ESS2e03_6,2004-06-01
payprda,How long period pay cover: How long a period does that pay cover?,,ESS5e03_6,2010-06-01
pbldmn,"Taken part in lawful public demonstration last 12 months: ASK ALLThere are different ways of trying to improve things in [country] or help prevent things from going wrong. During the last 12 months, have you done any of the following? Have you... ...taken part in a lawful public demonstration?READ OUT",,ESS9e03_3,2018-06-01
pbldmna,"Taken part in public demonstration last 12 months: ASK ALLAnd still thinking about different ways of trying to improve things in [country] or help prevent things from going wrong, during the last 12 months, have you done any of the following? Have you... ...taken part in a public demonstration?READ OUT...",,ESS11e04_1,2023-06-01
pboafvr,"Public official asked favour/bribe for service, how often last 5 years: CARD 34How often, if ever, have each of these things happened to you in the last five years? Use this card for your answers. A public official asked you for a favour or a bribe in return for a service.NOTE TO INTERVIEWER: code 'no experience' as 'don?t know'.",,ESS2e03_6,2004-06-01
pbofvr,"Offered favour/bribe to public official for service, last 5 years: CARD 39How often, if ever, have you done each of these things in the last five years? Use this card for your answers. How often, if ever, have you? ...offered a favour or bribe to a public official in return for their services?READ OUT...",,ESS2e03_6,2004-06-01
pbofvrw,"Public official asking favour/bribe in return for service, how wrong: CARD 36How wrong, if at all, do you consider the following ways of behaving to be? Use this card for your answers. How wrong is? ...a public official asking someone for a favour or bribe in return for their services?READ OUT...",,ESS2e03_6,2004-06-01
pcmpinj,Convinced that in the long run people compensated for injustices: Now some questions about society in general. CARD 68There are many different views as to what makes a society fair or unfair. How much do you agree or disagree with each of the following statements? I am convinced that in the long run people will be compensated for injustices.,,ESS9e03_3,2018-06-01
pdaprp,"Get paid appropriately, considering efforts and achievements: To what extent do you agree or disagree with the following statement? Considering all my efforts and achievements in my job, I feel I get paid appropriately",,ESS3e03_7,2006-06-01
pdaprpa,"Considering efforts and achievements in job I feel I get paid appropriately: CARD 84To what extent do you agree or disagree with the following statement: 'Considering all my efforts and achievements in my job, I feel I get paid appropriately'?Please use this card",,ESS5e03_6,2010-06-01
pdempyr,"Year first started in paid employment or apprenticeship: ASK ALL WHO HAVE BEEN IN PAID EMPLOYMENT/APPRENTICESHIP OF 20 HOURS+ FOR AT LEAST 3 MONTHS AT D1 (IF D1 = 1)In what year did you first start working in a job like this?INTERVIEWER: 'a job like this' refers to paid employment or a paid apprenticeship of 20 hours or more per week for at least 3 months, as at D1. TYPE IN YEAR",,ESS9e03_3,2018-06-01
pdjbndm,I would enjoy having paid job even if did not need money: CARD 89To what extent do you agree or disagree with the following statement? 'I would enjoy having a paid job even if I did not need the money'.Please use this card.,,ESS5e03_6,2010-06-01
pdjobev,"Ever had a paid job: ASK IF NO OR DON'T KNOW/REFUSAL AT F18 (IF F18 = 2, 7, 8)Have you ever had a paid job?",,ESS11e04_1,2023-06-01
pdjobyr,Year last in paid job: ASK IF YES AT F19 (IF F19 = 1)In what year were you last in a paid job?TYPE IN YEAR:,,ESS11e04_1,2023-06-01
pdwrk,"Doing last 7 days: paid work: CARD 47Using this card, which of these descriptions applies to what you have been doing for the last 7 days? In paid work (or away temporarily) (employee, self-employed, working for your family business)Select all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
pdwrkcr,"Currently in paid work of any kind: Can I just check, are you currently in paid work of any kind?",,ESS3e03_7,2006-06-01
pdwrkp,"Partner doing last 7 days: paid work: CARD 54Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? In paid work (or away temporarily) (employee, self-employed, working for your family business)Select all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
pfmfdjb,"Partner/family fed up with pressure of your job, how often: STILL CARD 80How often do you... ...find that your partner or family gets fed up with the pressure of your job?READ OUT...?",,ESS2e03_6,2004-06-01
pfmfdjba,"Partner/family fed up with pressure of your job, how often: ASK IF RESPONDENT DID NOT REPORT HAVING NO PARTNER OR FAMILY AT G36 (IF G36 = 01, 02, 03, 04, 05, 77, 88)
STILL CARD 69Using this card, how often do you... ...find that your partner or family gets fed up with the pressure of your job?READ OUT...",,ESS10e03_3,2020-06-01
phoneo12,"Speak with child aged 12 or over using a phone, how often: STILL CARD 64How often do you speak with {him/her} using a phone or other device? Please include calls you make or receive, but exclude calls where you see each other on a screen.",,ESS10e03_3,2020-06-01
phonepnt,"Speak with parent using a phone, how often: STILL CARD 67How often do you speak with {him/her} using a phone or other device? Please include calls you make or receive, but exclude calls where you see each other on a screen.",,ESS10e03_3,2020-06-01
phwwkhs,Total hours a week your partner spends on housework: STILL CARD 90And what about your spouse or partner? About how many hours a week does s/he spend on housework?WRITE IN NUMBER OF HOURS,,ESS5e03_6,2010-06-01
physact,"Physically active for 20 minutes or longer last 7 days: CARD 36Using this card, please tell me on how many of the last 7 days you were physically active continuously for 20 minutes or longer?INTERVIEWER NOTE: include household tasks such as housework or gardening if mentioned, as long as performed for 20 minutes or longer.",,ESS6e02_7,2012-06-01
plcarcr,"How quickly would police arrive at a violent crime scene near to where you live: CARD 32If a violent crime were to occur near to where you live and the police were called, how slowly or quickly do you think they would arrive at the scene?Choose your answer from this card, where 0 is extremely slowly and 10 is extremely quickly.",,ESS5e03_6,2010-06-01
plccbrb,How often do police in country take bribes: CARD 35How often would you say that the police in [country] take bribes?Choose your answer from this card where 0 is never and 10 is always.,,ESS5e03_6,2010-06-01
plccbrg,How successful police are at catching house burglars in country: STILL CARD 31And how successful do you think the police are at catching people who commit house burglaries in [country]?Use the same card.,,ESS5e03_6,2010-06-01
plccont,"Approached, stopped or contacted by police last 2 years: In the past 2 years, did the police in [country] approach you, stop you or make contact with you for any reason?",,ESS5e03_6,2010-06-01
plcexdc,"How often do the police explain their decisions and actions when asked: And when dealing with people in [country], how often would you say the police generally explain their decisions and actions when asked to do so? Would you say...READ OUT...",,ESS5e03_6,2010-06-01
plcfrdc,"How often do police make fair, impartial decisions: About how often would you say that the police make fair, impartial decisions in the cases they deal with? Would you say...READ OUT...",,ESS5e03_6,2010-06-01
plciplt,"Decisions and actions of police unduly influenced by political pressure: CARD 34Using this card, please say to what extent you agree or disagree with each of the following statements about the police in [country]. The decisions and actions of the police are unduly influenced by pressure from political parties and politicians.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01
plcipvl,"Police stand up for values that are important to people like me: CARD 34Using this card, please say to what extent you agree or disagree with each of the following statements about the police in [country]. The police stand up for values that are important to people like me.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01
plcjbcn,"Police doing good or bad job in country: CARD 27Taking into account all the things the police are expected to do, would you say they are doing a good job or a bad job?Choose your answer from this card.",,ESS5e03_6,2010-06-01
plcpvcr,"How successful police are at preventing crimes in country: CARD 31Based on what you have heard or your own experience how successful do you think the police are at preventing crimes in [country] where violence is used or threatened?Choose your answer from this card, where 0 is extremely unsuccessful and 10 is extremely successful.",,ESS5e03_6,2010-06-01
plcrgwr,"Police have the same sense of right and wrong as me: CARD 34Using this card, please say to what extent you agree or disagree with each of the following statements about the police in [country]. The police generally have the same sense of right and wrong as I do.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01
plcrspc,How often do police treat people in country with respect: Based on what you have heard or your own experience how often would you say the police generally treat people in [country] with respect...READ OUT...,,ESS5e03_6,2010-06-01
plcstf,How satisfied with treatment from police when contacted: ASK IF HAS BEEN APPROACHED/STOPPED/CONTACTED BY THE POLICE FOR ANY REASON IN PAST 2 YEARS (code 1 at D8) CARD 28How dissatisfied or satisfied were you with the way the police treated you the last time this happened?Choose your answer from this card,,ESS5e03_6,2010-06-01
plcvcrc,"How police treat victims of crime: Different races/ethnic groups: CARD 30And when victims report crimes, do you think the police treat some people worse because of their race or ethnic group or is everyone treated equally?Choose your answer from this card.",,ESS5e03_6,2010-06-01
plcvcrp,"How police treat victims of crime: Rich/poor: ASK ALL CARD 29When victims report crimes, do you think the police treat rich people worse, poor people worse, or are rich and poor treated equally?Choose your answer from this card.",,ESS5e03_6,2010-06-01
plinsoc,Your place in society: CARD 35There are people who tend to be towards the top of our society and people who tend to be towards the bottom. On this card there is a scale that runs from top to bottom. Where would you place yourself on this scale nowadays?,,ESS6e02_7,2012-06-01
plnchld,Plan having child within next 3 years: ASK IF RESPONDENT AGED 45 OR UNDER (code 2 at G86) CARD 93Do you plan to have a child within the next three years?Please use this card.,,ESS5e03_6,2010-06-01
plnftr,"Plan for future or take each day as it comes: ASK ALL CARD 34Do you generally plan for your future or do you just take each day as it comes? Please express your opinion on a scale of 0 to 10, where 0 means 'I plan for my future as much as possible' and 10 means 'I just take each day as it comes'.",,ESS9e03_3,2018-06-01
plprftr,"Like planning and preparing for future: CARD 35Using this card, please tell me to what extent you agree or disagree with each of the following statements. I like planning and preparing for the future.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS3e03_7,2006-06-01
pltavie,Politicians take into account the views of other European governments: STILL CARD 37And how important do you think it is for democracy in general... ...that politicians take into account the views of other European governments before making decisions?READ OUT...,,ESS6e02_7,2012-06-01
pltaviec,In country politicians take into account the views of other European governments: STILL CARD 38And to what extent does this statement apply in [country]? Politicians in [country] take into account the views of other European governments before making decisions.,,ESS6e02_7,2012-06-01
pltcare,"Politicians in general care what people like respondent think: CARD 9Using this card, do you think that politicians in general care what people like you think?",,ESS1e06_7,2002-06-01
pltinvt,Politicians interested in votes rather than peoples opinions: CARD 10Would you say that politicians are just interested in getting people's votes rather than in people's opinions?Please use this card,,ESS1e06_7,2002-06-01
pntmofa,"Parents still alive, mother or father: ASK IF BOTH PARENTS ALIVE AT G22 (IF G22 = 1)Now please think of your parent who had his or her birthday most recently. Is this your mother or your father?INTERVIEWER: If the respondent has more than one parent with the same birthday, ask them to think of the parent whose name comes first alphabetically.",,ESS10e03_3,2020-06-01
polactiv,Could take an active role in a group involved with political issues: CARD 7Do you think that you could take an active role in a group involved with political issues?Please use this card,,ESS1e06_7,2002-06-01
polcmpl,Politics too complicated to understand: CARD 6How often does politics seem so complicated that you can't really understand what is going on?Please use this card.,,ESS4e04_6,2008-06-01
poldcs,Making mind up about political issues: CARD 7How difficult or easy do you find it to make your mind up about political issues?Please use this card.,,ESS4e04_6,2008-06-01
polintr,How interested in politics: How interested would you say you are in politics - are you...READ OUT...,,ESS11e04_1,2023-06-01
poltran,"Decisions in country politics are transparent: STILL CARD 54How much would you say that decisions in [country] politics are transparent, meaning that everyone can see how they were made?",,ESS9e03_3,2018-06-01
pphincr,Proportion of household income respondent provides: CARD 56Around how large a proportion of the household income do you provide yourself?Please use this card.,,ESS5e03_6,2010-06-01
pplahlp,"Feel people in local area help one another: CARD 27Using this card, please tell me to what extent... ...you feel that people in your local area help one another?READ OUT...",,ESS6e02_7,2012-06-01
pplcure,"People can cure themselves when suffer from illness like common cold: CARD 30Now please use this card to show how much you agree or disagree with each of these statements: When suffering from illnesses like the common cold, people can cure themselves.",,ESS2e03_6,2004-06-01
ppldsrv,"By and large, people get what they deserve: Now some questions about society in general. CARD 68There are many different views as to what makes a society fair or unfair. How much do you agree or disagree with each of the following statements? I think that, by and large, people get what they deserve.",,ESS9e03_3,2018-06-01
pplfair,"Most people try to take advantage of you, or try to be fair: CARD 3Using this card, do you think that most people would try to take advantage of you if they got the chance, or would they try to be fair?",,ESS11e04_1,2023-06-01
pplhlp,Most of the time people helpful or mostly looking out for themselves: CARD 4Would you say that most of the time people try to be helpful or that they are mostly looking out for themselves?Please use this card.,,ESS11e04_1,2023-06-01
ppllfcr,"There are people in my life who care about me: CARD 39Using this card, please say to what extent you agree or disagree with each of the following statements. There are people in my life who really care about me",,ESS3e03_7,2006-06-01
pplstrd,"Better for a country if almost everyone shares customs and traditions: CARD 33Using this card, please say how much you agree or disagree that: 'It is better for a country if almost everyone shares the same customs and traditions'.",,ESS7e02_3,2014-06-01
ppltrst,"Most people can be trusted or you can't be too careful: ASK ALL 
CARD 2Using this card, generally speaking, would you say that most people can be trusted, or that you can't be too careful in dealing with people? Please tell me on a score of 0 to 10, where 0 means you can't be too careful and 10 means that most people can be trusted.",,ESS11e04_1,2023-06-01
pplvdmc,"In country people with extreme political views are prevented from expressing them: CARD 41Using this card, to what extent do you think those who hold extreme political views in [country] today are prevented from expressing them openly?",,ESS6e02_7,2012-06-01
pplvdmi,Important for democracy: prevent people from expressing extreme political views: CARD 40How important do you think it is for democracy in general that those who hold extreme political views are prevented from expressing them openly? Please use this card.,,ESS6e02_7,2012-06-01
pprlydc,People rely too much on doctors rather than themselves to keep healthy: CARD 30Now please use this card to show how much you agree or disagree with each of these statements: People rely too much on their doctors rather than themselves to keep healthy.,,ESS2e03_6,2004-06-01
ppwwkp,Proportion of women at workplace: CARD 81What is the proportion of women at your workplace?,,ESS5e03_6,2010-06-01
pray,"How often pray apart from at religious services: STILL CARD 28Apart from when you are at religious services, how often, if at all, do you pray?Please use this card.",,ESS11e04_1,2023-06-01
prcbach,Other practitioner to first for advise/treatment if serious backache: CARD 28aWhich if any of these types of practitioner do you think you would go to first for advice or treatment?Please choose one answer from this card?,,ESS2e03_6,2004-06-01
prchach,Other practitioner to first for advise/treatment if serious headache: CARD 28aWhich if any of these types of practitioner do you think you would go to first for advice or treatment?Please choose one answer from this card?,,ESS2e03_6,2004-06-01
prcslep,Other practitioner to first for advise/treatment if serious sleeping problem: CARD 28aWhich if any of these types of practitioner do you think you would go to first for advice or treatment?Please choose one answer from this card?,,ESS2e03_6,2004-06-01
prcsthr,Other practitioner go to first for advise/treatment if very sore throat: CARD 28aWhich if any of these types of practitioner do you think you would go to first for advice or treatment?Please choose one answer from this card?,,ESS2e03_6,2004-06-01
predage,"How often past year treated with prejudice because of age: CARD 56Using this card please tell me how often, in the past year, anyone has shown prejudice against you or treated you unfairly because of... ...your age?READ OUT...",,ESS4e04_6,2008-06-01
predetn,"How often past year treated with prejudice because of ethnic background: CARD 56Using this card please tell me how often, in the past year, anyone has shown prejudice against you or treated you unfairly because of... ...your race or ethnic background?READ OUT...",,ESS4e04_6,2008-06-01
predsex,"How often past year treated with prejudice because of sex: CARD 56Using this card please tell me how often, in the past year, anyone has shown prejudice against you or treated you unfairly because of... ...your sex?READ OUT...",,ESS4e04_6,2008-06-01
prfmddc,"When health problem, how often prefer medicine prescribed by doctor: STILL CARD 25When you have a health problem, how often do you prefer a medicine prescribed by a medical doctor as opposed to one that you can just buy or one that is recommended by some other practitioner?Please use this card.",,ESS2e03_6,2004-06-01
prfodm,"Business/profession/farmer organisation, last 12 months: donated money: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a business, professional, or farmers' organisation? Donated moneyREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
prfofrd,"Personal friends in business /profession/farmers organisation: ASK b)FOR EACH ORGANISATION CODED 1 TO 4 AT a). IF ALL CODED '0', GO TO E13Do you have personal friends within this organisation? ...a business, professional, or farmers' organisation?",,ESS1e06_7,2002-06-01
prfommb,"Business/profession/farmers organisation, last 12 months: member: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a business, professional, or farmers' organisation? MemberREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
prfona,"Business/profession/farmers organisation, last 12 months: no answer: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a business, professional, or farmers' organisation? No answerREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
prfonn,"Business/profession/farmers organisation, last 12 months: none apply: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a business, professional, or farmers' organisation? NoneREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
prfoptp,"Business/profession/farmers organisation, last 12 months: participated: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a business, professional, or farmers' organisation? ParticipatedREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
prforef,"Business/profession/farmers organisation, last 12 months: refusal: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a business, professional, or farmers' organisation? RefusalREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
prfovw,"Business/profession/farmer organisation last 12 months: voluntary work: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a business, professional, or farmers' organisation? Voluntary workREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
prfsmdc,Prefer same doctor for all everyday health problems: Some people prefer to see the same doctor for all their everyday health problems. Others prefer to see different doctors for different everyday health problems. How about you - do you prefer to see...READ OUT...,,ESS2e03_6,2004-06-01
