question_text,vote_summary,vote_id,similarity_score,sample_type,llm_score,llm_label,llm_explanation,llm_scores,llm_flagged
QA5.6. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Protecting the environment and tackling climate change,"Revised environmental “conditionalities” may already be used to claim EU support in 2024
More exemptions from some CAP standards possible in case of extreme weather
Smaller farms to be exempt from controls and penalties for non-compliance with some of the rules",168681,0.6319872140884399,positive,0.6,retrospective,"The survey asks about the EU's role in protecting the environment and tackling climate change through the Common Agricultural Policy (CAP), but the vote summary mentions potential changes to CAP standards and exemptions that are already decided or in progress.",[0.6],False
"QB5. The EU digital transition strategy, which aims at finding digital solutions for people and businesses, also applies to the EU's partnerships with developing countries. In your opinion, how important or not is it for the EU to support developing countries in going digital?  ","The European Parliament adopted by 644 votes to 9, with 43 abstentions, a resolution on the role of cohesion policy in promoting innovative and smart transformation and regional ICT connectivity.
The EU's ambition is to deliver digital policies that empower citizens and businesses to achieve a sustainable and prosperous digital future in all regions. The digital transformation must be equitable and inclusive. It must go hand in hand with the ongoing green transition.
The level of broadband coverage in Europe shows that there is still a need for massive investment, especially in rural areas, where 10% of households are not covered by any type of fixed network and 41% have no fast broadband technology of any kind. Moreover, only 17% of small…",140228,0.6316888332366943,positive,0.6,retrospective,"The survey question refers to the EU's partnership with developing countries in going digital, which is already a part of the EU digital transition strategy mentioned in the vote summary.",[0.6],False
Q5_5 To what extent do you agree or disagree with each of the following statements? The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY) | Base: All,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, democracy and human rights, and to promote its values and interests more decisively worldwide. To achieve this, the EU first has to successfully assist its partners in the immediate neighbourhood…",127028,0.631366491317749,positive,0.4,retrospective,"The survey question asks about the EU's role in ensuring access to COVID-19 vaccines, but the vote is about the implementation of the Common Foreign and Security Policy – annual report 2020, which does not directly relate to the distribution of vaccines.",[0.4],False
QA11. And what should the European Union now prioritise in its response to the coronavirus pandemic? (MAX. 3 ANSWERS) ,"The European Parliament adopted by 355 votes to 263, with 71 abstentions, a resolution on ‘Meeting the global COVID-19 challenge’.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew and Greens/EFA groups.
Members recalled that there have been approximately 172 000 000 cases of COVID-19, resulting in over 3.7 million deaths worldwide and that 11 billion doses are needed to vaccinate 70 % of the world’s population, although only a fraction of this amount has been produced.
Expressing its deep concern about the evolution of the pandemic, particularly in low- and middle-income countries, Parliament called for support for negotiations on the text of a temporary waiver of the World Trade Organisation (WTO) Agreement…",133728,0.6313329935073853,positive,0.6,retrospective,"The survey question asks about the EU's response to the coronavirus pandemic, which is already in progress as indicated by the vote summary.",[0.6],False
QA7.3 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Encouraging young people to enter the agricultural sector,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6307202577590942,positive,0.6,retrospective,"The survey question asks about the importance of encouraging young people to enter the agricultural sector, while the vote summary focuses on a larger budget for the CAP, reinforced direct payments, reduced administrative burden for farmers, and removing barriers to becoming a farmer. Although these are all related to agriculture, the survey question does not directly relate to the specific actions mentioned in the vote summary.",[0.6],False
QA5.5. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Ensuring a sustainable way to produce food,"The European Parliament adopted by 568 votes to 18, with 21 abstentions, a legislative resolution on the proposal for a regulation of the European Parliament and of the Council amending Council Regulation (EC) No 1217/2009 as regards conversion of the Farm Accountancy Data Network into a Farm Sustainability Data Network.
The European Parliament's position, adopted at first reading under the ordinary legislative procedure, should amend the proposal as follows:
To meet the needs of the common agricultural policy (CAP), including the evaluation of its impact on the agricultural sector, a farm sustainability data network (FSDN) is set up for the collection and analysis of farm-level sustainability data covering the economic, environmental and…",159006,0.6307179927825928,positive,0.6,retrospective,"The survey question asks about the EU's role in ensuring a sustainable way to produce food through the Common Agricultural Policy (CAP), while the vote is about setting up a Farm Sustainability Data Network (FSDN) to meet the needs of the CAP, which has already been established.",[0.6],False
"QA32.1 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-A recovery plan of 750 billion euros supporting the economy through grants and loans (Next Generation EU).","The European Parliament adopted by 553 votes to 29, with 115 abstentions, a resolution on the evaluation of preventive measures for avoiding corruption, irregular spending and misuse of EU and national funds in case of emergency funds and crisis-related spending areas.
The Recovery and Resilience Facility, with an envelope of more than EUR 670 billion, and REACT-EU, with an envelope of more than EUR 50 billion, are powerful tools to help EU countries recover.
NextGenerationEU is a temporary recovery instrument of some EUR 800 billion in current prices set up to support the EU's recovery from the COVID-19 pandemic.
The public health crisis caused by the pandemic, combined with the resulting economic emergency, risks encouraging fraud and…",137987,0.6304628252983093,positive,0.4,retrospective,The survey question refers to the effectiveness of a recovery plan that has already been decided upon in the vote,[0.4],False
QE2.3. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Financing the purchase and supply of military equipment to Ukraine,"Boost to European defence capabilities
“Buy European” approach
Greater support for Ukraine",181587,0.630424439907074,positive,0.6,retrospective,"The survey question refers to 'actions taken' by the EU in response to Russia's invasion of Ukraine, implying that the actions are already decided upon, not expressing a preference before the vote",[0.6],False
QE2.3. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Financing the purchase and supply of military equipment to Ukraine,"Boost to European defence capabilities
“Buy European” approach
Greater support for Ukraine",181879,0.630424439907074,positive,0.6,retrospective,"The survey question refers to 'actions taken' by the EU in response to Russia's invasion of Ukraine, implying that the actions are already decided upon, not expressing a preference before the vote",[0.6],False
QA5.4 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Securing a stable supply of food in the EU,"The EU must become food self-sufficient
Investments in digitalisation and modernisation of agriculture needed
Call for campaigns against food waste, national food prevention programmes and cooperation of supermarkets with food banks
Agricultural entrepreneurship and activity must be maintained when implementing the Green Deal",155937,0.6298787593841553,positive,0.6,retrospective,"The survey question asks about the role of the Common Agricultural Policy (CAP), which is already in place, while the vote summary discusses becoming food self-sufficient and other actions, which are not directly related to the CAP.",[0.6],False
"Q7_1 For each of the following initiatives, please tell me how effective or not you think they will be in helping to tackle the challenges facing the EU. The European Green Deal, i.e. the EU’s plan aiming to tackle climate change and transform the EU into a competitive, green economy, climate neutral by 2050.","The European Parliament adopted by 503 votes to 40, with 18 abstentions, a resolution on the implementation of the updated new industrial strategy for Europe: aligning spending to policy.
Parliament considered that the Green Deal for Europe must be accompanied by an ambitious industrial policy in order to become a competitive front runner in a net-zero greenhouse gas (GHG) emissions and sustainable economy, and to create synergies between businesses, small and medium-sized enterprises (SMEs) and start-ups, and that it needs to be supported by an ambitious R&D policy and SME-friendly framework. The current energy and climate crisis and Russia's war of aggression against Ukraine have considerably reinforced this need. A functioning European…",147524,0.6297805905342102,positive,0.6,retrospective,"The survey asks about the effectiveness of the European Green Deal, but the vote is about the implementation of an updated industrial strategy for Europe, while the Green Deal is already in place",[0.6],False
QA28 To what extent do you agree with the following statement: the EU should have more competences to deal with crises such as the Coronavirus outbreak?,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, democracy and human rights, and to promote its values and interests more decisively worldwide. To achieve this, the EU first has to successfully assist its partners in the immediate neighbourhood…",127028,0.6293221712112427,positive,0.6,retrospective,"The survey question asks about the EU having more competences to deal with crises such as the Coronavirus outbreak, but the vote is about the implementation of the Common Foreign and Security Policy – annual report 2020, which does not directly relate to the specific crisis mentioned in the survey.",[0.6],False
QA5.5 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a sustainable way to produce food,"The European Parliament adopted by 611 votes to 14, with 5 abstentions, a resolution on an EU action plan for organic agriculture.
In 2019, the EU’s total agricultural area under organic farming grew to 13.8 million hectares. It currently accounts for 8.5 % of the EU’s total utilised agricultural area and the value of the EU’s organic market more than doubled between 2010 and 2019. The retail sales of organic products increased from EUR 18 billion to EUR 41 billion in the period 2009-2019.
Parliament welcomed the Commission communication on an action plan for the development of organic production, the objective of increasing the EU’s agricultural area under organic farming by 2030 through the development of supply and demand, and the…",142009,0.629017174243927,positive,0.6,retrospective,"The survey question asks about the role of CAP in ensuring a sustainable way to produce food, while the vote is about an action plan for the development of organic production, which is already decided and being implemented.",[0.6],False
Q3_8 How much do you agree or disagree with each of the following statements? Ukraine should join the EU when it is ready,"EU and Ukraine should work towards the start of Ukraine’s EU accession negotiations
EU should step up military, economic and humanitarian support for Kyiv
Call for tenth package of sanctions against Moscow",152416,0.6287631392478943,positive,0.6,retrospective,"The survey asks about Ukraine joining the EU when it is ready, while the vote is about starting accession negotiations and supporting Ukraine with military, economic, and humanitarian aid, which are actions already in progress or decided upon.",[0.6],False
"QB4.4. For each of the following statements, do you totally agree, tend to agree, tend to disagree or totally disagree.  :- Each EU Member State should have a minimum wage for workers","The minimum wage should ensure a decent standard of living
EU rules to respect national wage-setting practices
Collective bargaining to be strengthened in countries where it covers fewer than 80% of workers
Right to redress for workers, their representatives and trade union members if rules are violated",147342,0.6286550760269165,positive,0.6,retrospective,"The survey question asks about the existence of a minimum wage for workers in each EU Member State, while the vote summary discusses rules and strengthening collective bargaining, which are actions related to setting wages but not necessarily the existence of a minimum wage.",[0.6],False
QE2.4. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Providing humanitarian support to the people affected by the war,"The European Parliament adopted by 338 votes to 86, with 122 abstentions, a resolution on the implementation of the Common Foreign and Security Policy - annual report 2023.
Members are concerned that the illegal, unprovoked and unjustified Russian war of aggression against Ukraine, enabled and supported by the illegitimate Lukashenka regime in Belarus and the regime in Iran, has brought war back to the European continent. They demand that Russia, and its proxy forces, cease all military action and that the Russian leadership immediately and unconditionally withdraw its troops from the internationally recognised territory of Ukraine and from any other country whose territory, or parts thereof, it unlawfully occupies…",164958,0.6286106705665588,positive,0.6,retrospective,"The survey question refers to 'actions taken' by the EU as a response to Russia's invasion of Ukraine, while the vote is about the implementation of the Common Foreign and Security Policy annual report, which does not directly relate to specific actions taken in response to the invasion.",[0.6],False
Q8_1 Please tell me to what extent you agree or disagree with the following statements: You feel that you are a citizen of the European Union | Base: All,"The European Parliament adopted by 437 votes to 158, with 41 abstentions, a resolution on the implementation of Treaty provisions on EU citizenship.
Members believe that EU citizenship comprises the shared and common European democratic identity and the specific rights, civic duties and freedoms attached to it, and that the exercise of those rights, both online and offline, strengthens citizens' link with the EU and its democratic legitimacy, as well as offering them additional rights.
The potential of EU citizenship has not yet been fully exploited . Members noted that all too often, EU citizens are not sufficiently aware of, and do not fully understand, the rights, civic duties and freedoms deriving from their citizenship of the Union…",163001,0.6281511187553406,positive,0.6,retrospective,"The survey question asks about feelings of being a citizen of the EU, while the vote is about implementing Treaty provisions on EU citizenship, which implies that the policy has already been decided upon.",[0.6],False
QA8.6. Do you agree or not that the Common Agricultural Policy (CAP) contributes to…?  :-Securing a stable supply of food in the EU at all times,"The EU must become food self-sufficient
Investments in digitalisation and modernisation of agriculture needed
Call for campaigns against food waste, national food prevention programmes and cooperation of supermarkets with food banks
Agricultural entrepreneurship and activity must be maintained when implementing the Green Deal",155937,0.6279773712158203,positive,0.6,retrospective,"The survey question asks about the contribution of the Common Agricultural Policy (CAP) to securing a stable food supply in the EU, while the vote summary discusses becoming food self-sufficient and other actions related to agriculture, but not explicitly mentioning or acting on the CAP.",[0.6],False
"Q2a_1 Here is a list of possible reasons for getting vaccinated against COVID-19. For each of them, please indicate how important it is/it was in your own decision. The Covid-19 vaccine will help put an end to the pandemic | Base: If ""As soon as possible"", ""Some time in 2021"" or ""I have already been vaccinated"" in Q1","Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",117283,0.6274945735931396,positive,0.6,retrospective,"The survey question refers to the Covid-19 vaccine, which is already in use or being planned, not a future decision that parliament could act upon.",[0.6],False
"Q7_2 To what extent do you agree or disagree with the following statements? Companies often make misleading environmental claims, leading customers to believe that their product or service is environmentally friendly | Base: All","Companies should submit environmental marketing claims like “biodegradable” or “less polluting” for verification before being allowed to use them
Simpler and common types of claims should benefit from easier or faster verification
Penalties include exclusion from procurement processes, confiscation of revenues, and a fine of at least 4% of annual turnover",166226,0.6265367269515991,positive,0.6,retrospective,"The survey asks about companies making misleading environmental claims, while the vote is about verifying and penalizing such claims. Although both are related to environmental issues, the vote refers to a policy that has already been decided (penalties for false claims) rather than expressing a preference before the vote.",[0.6],False
"Q7_2 For each of the following initiatives, please tell me how effective or not you think they will be in helping to tackle the challenges facing the EU. NextgenerationEU, i.e. a recovery plan to respond to the economic effects of the coronavirus pandemic and modernise the EU’s economy, by investing €750 billion in the EU economy.","The European Parliament adopted by 319 votes to 171, with 138 abstentions, a resolution on the European Semester for economic policy coordination: employment and social priorities for 2023.
Members highlighted the fact that the swift and coordinated EU policy action during the COVID-19 pandemic mitigated economic shocks and protected the population from the most adverse consequences of the crisis. They consider that although the fallout from Russia’s war of aggression against Ukraine poses multiple new economic, social and geopolitical challenges to the EU economy and society, other longer-standing social challenges, such as poverty, social exclusion, climate and biodiversity emergencies and inequalities continue to grow and must also be…",153347,0.6263197660446167,positive,0.6,retrospective,"The survey question refers to the effectiveness of NextgenerationEU, a recovery plan already adopted by the EU, making it retrospective rather than asking for citizens' opinion before action.",[0.6],False
"QA5.7 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Providing safe, healthy food of high quality","The EU must become food self-sufficient
Investments in digitalisation and modernisation of agriculture needed
Call for campaigns against food waste, national food prevention programmes and cooperation of supermarkets with food banks
Agricultural entrepreneurship and activity must be maintained when implementing the Green Deal",155937,0.6262005567550659,positive,0.6,retrospective,"The survey question asks about the role of the Common Agricultural Policy (CAP), while the vote summary discusses becoming food self-sufficient and other initiatives related to agriculture, but not explicitly tied to CAP.",[0.6],False
Q7_3 Do you think that the euro...? Has made it easier to do business in different EU countries | Base: All,"The European Parliament adopted by 494 votes to 94, with 100 abstentions, a resolution on strengthening the international role of the euro.
Despite the economic weight of the euro area and its influence in world trade, the use of the euro lags considerably behind that of the US dollar as a store of value and as an invoicing currency, but is close to that of the dollar in terms of the proportion of international payments. The euro remains the second most important currency in the international monetary system but its global potential has not yet been fully realised.
Despite the euro area’s economic size and influence in global trade, the euro lags behind the US dollar by a wide margin in terms of its use as an international reserve currency…",129471,0.6255416870117188,positive,0.6,retrospective,"The survey asks about the role of the euro in business and its international status, which is already decided in the vote summary",[0.6],False
QA5.5 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a sustainable way to produce food,"Establish food corridors to and from Ukraine
EU must diversify the sources of its food imports
Need for EU to boost domestic agricultural production
Help needed for affected EU farmers",141001,0.6253191232681274,positive,0.4,retrospective,"The survey question asks about the role of the Common Agricultural Policy (CAP) in ensuring a sustainable way to produce food, while the vote summary discusses various actions related to food corridors, diversifying food imports, boosting domestic agricultural production, and helping affected EU farmers. Although all these actions are related to agriculture, the survey question does not directly relate to the specific legislative actions proposed in the vote summary.",[0.4],False
"QA8.1. Do you agree or not that the Common Agricultural Policy (CAP) contributes to…?  :-Developing research, and digital solutions to support the agriculture and food sectors","Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6249958276748657,positive,0.6,retrospective,"The survey question asks about the contribution of the Common Agricultural Policy (CAP) to developing research and digital solutions, but the vote is about increasing the budget for CAP, reinforcing direct payments, reducing administrative burden for farmers, and removing barriers to becoming a farmer. The survey question references an existing policy (CAP), making it retrospective.",[0.6],False
QA8.5 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Help tackle climate change (N),"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6245138645172119,positive,0.4,retrospective,"The survey question asks about the CAP's role in tackling climate change, but the vote is about budget allocation, direct payments, administrative burden for farmers, and barriers to becoming a farmer, which are not directly related to climate change.",[0.4],False
QA5.5 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a sustainable way to produce food,"The European Parliament adopted by 568 votes to 18, with 21 abstentions, a legislative resolution on the proposal for a regulation of the European Parliament and of the Council amending Council Regulation (EC) No 1217/2009 as regards conversion of the Farm Accountancy Data Network into a Farm Sustainability Data Network.
The European Parliament's position, adopted at first reading under the ordinary legislative procedure, should amend the proposal as follows:
To meet the needs of the common agricultural policy (CAP), including the evaluation of its impact on the agricultural sector, a farm sustainability data network (FSDN) is set up for the collection and analysis of farm-level sustainability data covering the economic, environmental and…",159006,0.6242557168006897,positive,0.6,retrospective,"The survey question asks about the EU's role in ensuring a sustainable way to produce food through the Common Agricultural Policy (CAP), while the vote is about setting up a Farm Sustainability Data Network (FSDN) to meet the needs of the CAP, which has already been established.",[0.6],False
QA18.4. To what extent do you agree or disagree with each of the following statements?:- The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY),"The European Parliament adopted by 458 votes to 149, with 86 abstentions, a resolution on EU transparency in the development, purchase and distribution of COVID-19 vaccines.
The resolution underlined that the handling of the COVID-19 pandemic is a trust test for all Member States and EU institutions that will inform the response to possible future public health emergencies. Full transparency regarding all details of research into and the development, purchase and distribution of COVID-19 vaccines is the fundamental prerequisite for enhancing citizens’ trust in vaccines and the way in which institutions have spent huge amounts of public funds.
The Commission and the Member States are obliged to work as openly as possible and as closely as…",136905,0.6242099404335022,positive,0.6,retrospective,"The survey question refers to the EU's role in ensuring access to COVID-19 vaccines, which is a past action, not a forward-looking opinion.",[0.6],False
QA5.1. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Ensuring a fair standard of living for farmers,"The European Parliament adopted by 568 votes to 18, with 21 abstentions, a legislative resolution on the proposal for a regulation of the European Parliament and of the Council amending Council Regulation (EC) No 1217/2009 as regards conversion of the Farm Accountancy Data Network into a Farm Sustainability Data Network.
The European Parliament's position, adopted at first reading under the ordinary legislative procedure, should amend the proposal as follows:
To meet the needs of the common agricultural policy (CAP), including the evaluation of its impact on the agricultural sector, a farm sustainability data network (FSDN) is set up for the collection and analysis of farm-level sustainability data covering the economic, environmental and…",159006,0.6240366697311401,positive,0.6,retrospective,"The survey question asks about the role of CAP in ensuring a fair standard of living for farmers, while the vote is about setting up a Farm Sustainability Data Network, which is a different action related to the CAP.",[0.6],False
QA5.4 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Securing a stable supply of food in the EU,"Establish food corridors to and from Ukraine
EU must diversify the sources of its food imports
Need for EU to boost domestic agricultural production
Help needed for affected EU farmers",141001,0.6236912608146667,positive,0.6,retrospective,"The survey question asks about the role of the Common Agricultural Policy (CAP), while the vote summary discusses establishing food corridors, diversifying imports, boosting domestic production, and helping affected farmers — these are all actions related to agriculture but not directly asking for citizens' opinions on the CAP.",[0.6],False
QA5.2. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Creating growth and jobs in rural areas,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6231689453125,positive,0.6,retrospective,"The survey question asks about the role of CAP in creating growth and jobs in rural areas, while the vote summary focuses on budget, direct payments, administrative burden for farmers, and barriers to becoming a farmer. Although both are related to CAP, the survey question references an already-existing policy rather than expressing a forward-looking opinion.",[0.6],False
"QC2.3. For each of the following statements, please tell to what extent it corresponds or not to your own opinion. :-You would like to know more about your rights as a citizen of the EU","The European Parliament adopted by 357 votes to 119, with 207 abstentions, a resolution on the EU citizenship report 2020: empowering citizens and protecting their rights.
While welcoming the Commission's continued commitment to respecting the rights of EU citizens and its renewed focus on respect for the rule of law in the Member States, Members stressed the need for a comprehensive assessment of EU citizens' rights and for well-defined and concrete commitments, actions and legislative initiatives for the next three years.
The final objective of reporting on EU citizenship would be to take concrete initiatives aiming to consolidate citizen-specific rights and freedoms under an EU statute of citizenship, similar to the European Pillar of…",140892,0.6224808096885681,positive,0.6,retrospective,"The survey asks about wanting to know more about rights as a citizen of the EU, but the vote is about adopting a resolution on the EU citizenship report, which implies that the policy has already been decided upon.",[0.6],False
"QA32.2 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-EU financial support to keep people in jobs.","The European Parliament adopted by 499 votes to 67, with 5 abstentions, a resolution on the discharge for implementation of the budget of the European Union agencies for the financial year 2020: performance, financial management and control.
This resolution includes, for the EU agencies, the cross-cutting observations accompanying the discharge decisions.
Members welcomed the agencies' efforts to maintain high standards of work and high quality outputs despite the limitations imposed by the COVID-19 pandemic. They stressed that the pandemic has demonstrated that agencies play a key role in EU policy , controlling the number of infections across Member States, authorising vaccines and treatments, issuing guidelines on workplace adaptation and…",142375,0.6221883893013,positive,0.4,retrospective,"The survey question asks about the effectiveness of EU financial support to keep people in jobs, which is a past action already decided upon by the EU. The vote is about discharging the budget of EU agencies for the financial year 2020, not directly related to the specific financial support mentioned in the survey.",[0.4],False
"QA11 And over the next 10 years, would you like to see an increase, decrease or no change in EU financial support to farmers? (ONE ANSWER ONLY)","New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",137271,0.6215360164642334,positive,0.6,retrospective,"The survey question asks about an increase, decrease or no change in EU financial support to farmers over the next 10 years, but the vote summary does not explicitly mention any changes to the level of financial support to farmers.",[0.6],False
"QA11 And over the next 10 years, would you like to see an increase, decrease or no change in EU financial support to farmers? (ONE ANSWER ONLY)","New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",137260,0.6215360164642334,positive,0.6,retrospective,"The survey question asks about an increase, decrease or no change in EU financial support to farmers over the next 10 years, but the vote summary does not explicitly mention any changes to the level of financial support to farmers.",[0.6],False
"QA11 And over the next 10 years, would you like to see an increase, decrease or no change in EU financial support to farmers? (ONE ANSWER ONLY)","New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",137235,0.6215360164642334,positive,0.6,retrospective,"The survey question asks about an increase, decrease or no change in EU financial support to farmers over the next 10 years, but the vote summary does not explicitly mention any changes to the level of financial support to farmers.",[0.6],False
QA8.5. Do you agree or not that the Common Agricultural Policy (CAP) contributes to…?  :-Help tackle climate change,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6214665174484253,positive,0.6,retrospective,"The survey question asks about the CAP's role in tackling climate change, but the vote is about budget allocation, direct payments, administrative burden for farmers, and barriers to becoming a farmer, which are not directly related to climate change.",[0.6],False
Q4_2 To what extent do you agree or disagree with each of the following statements? I believe vaccines authorised in the European Union are safe | Base: All,"The European Parliament adopted by 458 votes to 149, with 86 abstentions, a resolution on EU transparency in the development, purchase and distribution of COVID-19 vaccines.
The resolution underlined that the handling of the COVID-19 pandemic is a trust test for all Member States and EU institutions that will inform the response to possible future public health emergencies. Full transparency regarding all details of research into and the development, purchase and distribution of COVID-19 vaccines is the fundamental prerequisite for enhancing citizens’ trust in vaccines and the way in which institutions have spent huge amounts of public funds.
The Commission and the Member States are obliged to work as openly as possible and as closely as…",136905,0.6207543611526489,positive,0.6,retrospective,"The survey asks about citizens' trust in vaccines that have already been authorized in the EU, while the vote is about transparency in the development, purchase, and distribution of COVID-19 vaccines.",[0.6],False
"Q2a_6 Here is a list of possible reasons for getting vaccinated against COVID-19. For each of them, please indicate how important it is/it was in your own decision. The Covid-19 vaccine will make it possible for me to meet family and friends | Base: If ""As soon as possible"", ""Some time in 2021"" or ""I have already been vaccinated"" in Q1","Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",117283,0.6207287311553955,positive,0.4,retrospective,"The survey question asks about the importance of getting vaccinated against COVID-19, while the vote summary discusses various aspects related to the virus but not directly connected to a specific policy or action on vaccination",[0.4],False
"QA11 And over the next 10 years, would you like to see an increase, decrease or no change in EU financial support to farmers? (ONE ANSWER ONLY)","The European Parliament adopted by 669 votes to 17, with 2 abstentions, a legislative resolution on the proposal for a regulation of the European Parliament and of the Council amending Regulation (EU) 2018/1091 as regards the Union contribution for the integrated farm statistics under the 2021-2027 financial framework.
The European Parliament adopted its position at first reading in accordance with the ordinary legislative procedure by taking over the Commission proposal .
The proposal concerns the financing of integrated farm statistics for the period 2021-2027. It establishes a budget of EUR 40 million for the period 2021-2027. The amount proposed for the period 2021-2027 will finance only the farm structure surveys carried out in 2023 and…",137367,0.6203187704086304,positive,0.6,retrospective,"The survey asks about an increase, decrease or no change in EU financial support to farmers over the next 10 years, but the vote is about amending a regulation for the period 2021-2027 and establishing a budget of EUR 40 million for the farm statistics surveys carried out in 2023. The survey question does not directly relate to the specific legislative action taken by the European Parliament.",[0.6],False
"QA32.1 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-A recovery plan of 750 billion euros supporting the economy through grants and loans (Next Generation EU).","The European Parliament adopted by 499 votes to 67, with 5 abstentions, a resolution on the discharge for implementation of the budget of the European Union agencies for the financial year 2020: performance, financial management and control.
This resolution includes, for the EU agencies, the cross-cutting observations accompanying the discharge decisions.
Members welcomed the agencies' efforts to maintain high standards of work and high quality outputs despite the limitations imposed by the COVID-19 pandemic. They stressed that the pandemic has demonstrated that agencies play a key role in EU policy , controlling the number of infections across Member States, authorising vaccines and treatments, issuing guidelines on workplace adaptation and…",142375,0.6203176379203796,positive,0.4,retrospective,The survey question asks about the effectiveness of a recovery plan that has already been decided upon in the vote,[0.4],False
QA31 And what should the European Union now prioritise in its response to the Coronavirus pandemic? MAX. 3 ANSWERS,"The European Parliament adopted by 616 votes to 29, with 45 abstentions, a resolution on the accessibility and affordability of COVID testing.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR, The Left groups.
The resolution highlighted that effective testing is considered as a decisive tool to contain the spread of SARS-CoV-2 and its variants of concern, detect infections and limit isolation and quarantine measures, and will continue to play a key role in facilitating the free movement of people and to ensure cross-border transport and cross-border provision of services during the pandemic.
The accessibility and affordability of these tests differs greatly between the Member States, especially when it comes to…",130848,0.6202621459960938,positive,0.6,retrospective,"The survey question asks about the EU's response to the Coronavirus pandemic, but the vote is about a resolution on the accessibility and affordability of COVID testing, which has already been decided upon.",[0.6],False
